kind,id,type,i,j,aux,x_m,y_m,z_m,level,status,restraint,axis
N,900060,NODE,,,,-24.55,16.15,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900061,NODE,,,,-15.8,0.0,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900062,NODE,,,,-15.8,16.15,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900063,NODE,,,,-5.8,0.0,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900064,NODE,,,,-5.8,16.15,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900065,NODE,,,,-32.05,0.0,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900066,NODE,,,,-0.25,0.0,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900067,NODE,,,,-0.25,7.25,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900068,NODE,,,,-32.05,16.15,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900069,NODE,,,,-0.25,16.15,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900070,NODE,,,,-32.05,11.885,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900071,NODE,,,,-24.55,11.885,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900072,NODE,,,,-32.05,4.265,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900073,NODE,,,,-24.55,4.265,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900074,NODE,,,,-28.3,0.0,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900075,NODE,,,,-28.3,16.15,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900076,NODE,,,,-24.55,0.0,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900077,NODE,,,,-24.55,16.15,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900078,NODE,,,,-15.8,0.0,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900079,NODE,,,,-15.8,16.15,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900080,NODE,,,,-5.8,0.0,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900081,NODE,,,,-5.8,16.15,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900082,NODE,,,,-32.05,0.0,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900083,NODE,,,,-0.25,0.0,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900084,NODE,,,,-0.25,7.25,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900085,NODE,,,,-32.05,16.15,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900086,NODE,,,,-0.25,16.15,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900087,NODE,,,,-32.05,11.885,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900088,NODE,,,,-24.55,11.885,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900089,NODE,,,,-32.05,4.265,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900090,NODE,,,,-24.55,4.265,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900091,NODE,,,,-28.3,0.0,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900092,NODE,,,,-28.3,16.15,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900093,NODE,,,,-24.55,0.0,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900094,NODE,,,,-24.55,16.15,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900095,NODE,,,,-15.8,0.0,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900096,NODE,,,,-15.8,16.15,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900097,NODE,,,,-5.8,0.0,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900098,NODE,,,,-5.8,16.15,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900099,NODE,,,,-32.05,0.0,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900100,NODE,,,,-0.25,0.0,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900101,NODE,,,,-32.05,16.15,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900102,NODE,,,,-0.25,16.15,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900103,NODE,,,,-32.05,11.885,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900104,NODE,,,,-24.55,11.885,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900105,NODE,,,,-32.05,4.265,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900106,NODE,,,,-24.55,4.265,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900107,NODE,,,,-28.3,0.0,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900108,NODE,,,,-28.3,16.15,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900109,NODE,,,,-24.55,0.0,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900110,NODE,,,,-24.55,16.15,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900111,NODE,,,,-15.8,0.0,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900112,NODE,,,,-15.8,16.15,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900113,NODE,,,,-5.8,0.0,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900114,NODE,,,,-5.8,16.15,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900115,NODE,,,,10.0,-4.12,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900116,NODE,,,,17.49,-4.12,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900117,NODE,,,,15.0,0.0,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900118,NODE,,,,15.0,16.15,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900119,NODE,,,,25.0,16.15,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900120,NODE,,,,17.49,0.0,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900121,NODE,,,,35.0,0.0,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900122,NODE,,,,35.0,16.15,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900123,NODE,,,,15.0,0.0,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900124,NODE,,,,15.0,16.15,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900125,NODE,,,,25.0,0.0,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900126,NODE,,,,25.0,16.15,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900127,NODE,,,,35.0,0.0,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900128,NODE,,,,35.0,16.15,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900129,NODE,,,,-24.55,7.25,3.96,1,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900130,NODE,,,,-15.8,7.25,3.96,1,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900131,NODE,,,,-5.8,7.25,3.96,1,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900132,NODE,,,,-28.3,11.885,3.96,1,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900133,NODE,,,,-28.3,4.265,3.96,1,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900134,NODE,,,,15.0,7.25,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900135,NODE,,,,25.0,7.25,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900136,NODE,,,,35.0,7.25,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900137,NODE,,,,47.55,7.25,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900138,NODE,,,,15.0,7.25,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900139,NODE,,,,25.0,7.25,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900140,NODE,,,,35.0,7.25,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900141,NODE,,,,47.55,7.25,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900142,NODE,,,,-24.55,7.25,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900143,NODE,,,,-15.8,7.25,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900144,NODE,,,,-5.8,7.25,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900145,NODE,,,,-28.3,11.885,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900146,NODE,,,,-28.3,4.265,7.92,2,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900147,NODE,,,,-24.55,7.25,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900148,NODE,,,,-15.8,7.25,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900149,NODE,,,,-5.8,7.25,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900150,NODE,,,,-28.3,11.885,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900151,NODE,,,,-28.3,4.265,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900152,NODE,,,,-24.55,7.25,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900153,NODE,,,,-15.8,7.25,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900154,NODE,,,,-5.8,7.25,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900155,NODE,,,,-28.3,11.885,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900156,NODE,,,,-28.3,4.265,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900157,NODE,,,,-24.55,7.25,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900158,NODE,,,,-15.8,7.25,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900159,NODE,,,,-5.8,7.25,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900160,NODE,,,,-28.3,11.885,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900161,NODE,,,,-28.3,4.265,19.8,5,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900162,NODE,,,,15.0,7.25,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900163,NODE,,,,25.0,7.25,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900164,NODE,,,,35.0,7.25,11.88,3,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900165,NODE,,,,15.0,7.25,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900166,NODE,,,,25.0,7.25,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,900167,NODE,,,,35.0,7.25,15.84,4,MANUAL_BEAM_NODE,false,BEAM_MANUAL
N,800000,NODE,,,,-32.45,16.15,3.96,1,MANUAL_SLAB_NODE,false,SLAB
N,800001,NODE,,,,-0.45,16.15,3.96,1,MANUAL_SLAB_NODE,false,SLAB
N,800002,NODE,,,,-0.45,17.3,3.96,1,MANUAL_SLAB_NODE,false,SLAB
N,800003,NODE,,,,-32.45,17.3,3.96,1,MANUAL_SLAB_NODE,false,SLAB
N,800004,NODE,,,,-32.45,16.15,7.92,2,MANUAL_SLAB_NODE,false,SLAB
N,800005,NODE,,,,-0.45,16.15,7.92,2,MANUAL_SLAB_NODE,false,SLAB
N,800006,NODE,,,,-0.45,17.3,7.92,2,MANUAL_SLAB_NODE,false,SLAB
N,800007,NODE,,,,-32.45,17.3,7.92,2,MANUAL_SLAB_NODE,false,SLAB
N,800008,NODE,,,,-32.45,16.15,11.88,3,MANUAL_SLAB_NODE,false,SLAB
N,800009,NODE,,,,-0.45,16.15,11.88,3,MANUAL_SLAB_NODE,false,SLAB
N,800010,NODE,,,,-0.45,17.3,11.88,3,MANUAL_SLAB_NODE,false,SLAB
N,800011,NODE,,,,-32.45,17.3,11.88,3,MANUAL_SLAB_NODE,false,SLAB
N,800012,NODE,,,,-32.45,16.15,15.84,4,MANUAL_SLAB_NODE,false,SLAB
N,800013,NODE,,,,-0.45,16.15,15.84,4,MANUAL_SLAB_NODE,false,SLAB
N,800014,NODE,,,,-0.45,17.3,15.84,4,MANUAL_SLAB_NODE,false,SLAB
N,800015,NODE,,,,-32.45,17.3,15.84,4,MANUAL_SLAB_NODE,false,SLAB
N,800016,NODE,,,,-32.45,16.15,19.8,5,MANUAL_SLAB_NODE,false,SLAB
N,800017,NODE,,,,-0.45,16.15,19.8,5,MANUAL_SLAB_NODE,false,SLAB
N,800018,NODE,,,,-0.45,17.3,19.8,5,MANUAL_SLAB_NODE,false,SLAB
N,800019,NODE,,,,-32.45,17.3,19.8,5,MANUAL_SLAB_NODE,false,SLAB
N,800020,NODE,,,,45.5,16.15,7.92,2,MANUAL_SLAB_NODE,false,SLAB
N,800021,NODE,,,,45.5,17.3,7.92,2,MANUAL_SLAB_NODE,false,SLAB
N,800022,NODE,,,,-0.25,17.3,7.92,2,MANUAL_SLAB_NODE,false,SLAB
N,800023,NODE,,,,45.5,16.15,11.88,3,MANUAL_SLAB_NODE,false,SLAB
N,800024,NODE,,,,45.5,17.3,11.88,3,MANUAL_SLAB_NODE,false,SLAB
N,800025,NODE,,,,-0.25,17.3,11.88,3,MANUAL_SLAB_NODE,false,SLAB
N,800026,NODE,,,,51.15,16.15,15.84,4,MANUAL_SLAB_NODE,false,SLAB
N,800027,NODE,,,,51.15,17.3,15.84,4,MANUAL_SLAB_NODE,false,SLAB
N,800028,NODE,,,,-0.25,17.3,15.84,4,MANUAL_SLAB_NODE,false,SLAB
N,800029,NODE,,,,51.15,16.15,19.8,5,MANUAL_SLAB_NODE,false,SLAB
N,800030,NODE,,,,51.15,17.3,19.8,5,MANUAL_SLAB_NODE,false,SLAB
N,800031,NODE,,,,-0.25,17.3,19.8,5,MANUAL_SLAB_NODE,false,SLAB
N,800032,NODE,,,,-32.45,-1.09,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800033,NODE,,,,-32.05,-1.09,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800034,NODE,,,,-32.05,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800035,NODE,,,,-32.45,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800036,NODE,,,,-32.45,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800037,NODE,,,,-32.05,2.405,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800038,NODE,,,,-32.45,2.405,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800039,NODE,,,,-32.45,4.265,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800040,NODE,,,,-32.05,4.415,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800041,NODE,,,,-32.45,4.415,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800042,NODE,,,,-32.05,6.95,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800043,NODE,,,,-32.45,6.95,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800044,NODE,,,,-32.05,7.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800045,NODE,,,,-32.45,7.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800046,NODE,,,,-32.05,7.55,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800047,NODE,,,,-32.45,7.55,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800048,NODE,,,,-32.05,10.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800049,NODE,,,,-32.45,10.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800050,NODE,,,,-32.05,11.865,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800051,NODE,,,,-32.45,11.865,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800052,NODE,,,,-32.45,11.885,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800053,NODE,,,,-32.05,12.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800054,NODE,,,,-32.45,12.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800055,NODE,,,,-32.05,12.82,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800056,NODE,,,,-32.45,12.82,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800057,NODE,,,,-32.05,15.85,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800058,NODE,,,,-32.45,15.85,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800059,NODE,,,,-31.6501,-1.09,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800060,NODE,,,,-31.6501,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800061,NODE,,,,-31.6501,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800062,NODE,,,,-30.15,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800063,NODE,,,,-30.15,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800064,NODE,,,,-28.3,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800065,NODE,,,,-28.0,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800066,NODE,,,,-28.0,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800067,NODE,,,,-24.55,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800068,NODE,,,,-20.8,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800069,NODE,,,,-15.8,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800070,NODE,,,,-10.8,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800071,NODE,,,,-5.8,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800072,NODE,,,,-3.22,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800073,NODE,,,,-3.22,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800074,NODE,,,,-0.8,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800075,NODE,,,,-0.8,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800076,NODE,,,,-0.4717,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800077,NODE,,,,-0.4717,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800078,NODE,,,,-0.45,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800079,NODE,,,,-0.45,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800080,NODE,,,,-0.25,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800081,NODE,,,,0.0,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800082,NODE,,,,0.0,2.405,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800083,NODE,,,,-0.25,2.405,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800084,NODE,,,,0.0,4.265,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800085,NODE,,,,-0.25,4.265,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800086,NODE,,,,0.0,4.415,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800087,NODE,,,,-0.25,4.415,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800088,NODE,,,,0.0,6.95,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800089,NODE,,,,-0.25,6.95,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800090,NODE,,,,0.0,7.55,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800091,NODE,,,,-0.25,7.55,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800092,NODE,,,,0.0,10.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800093,NODE,,,,-0.25,10.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800094,NODE,,,,0.0,11.865,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800095,NODE,,,,-0.25,11.865,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800096,NODE,,,,0.0,11.885,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800097,NODE,,,,-0.25,11.885,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800098,NODE,,,,0.0,12.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800099,NODE,,,,-0.25,12.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800100,NODE,,,,0.0,12.82,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800101,NODE,,,,-0.25,12.82,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800102,NODE,,,,0.0,15.85,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800103,NODE,,,,-0.25,15.85,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800104,NODE,,,,0.0,16.5,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800105,NODE,,,,-0.25,16.5,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800106,NODE,,,,3.4,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800107,NODE,,,,3.4,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800108,NODE,,,,3.4,16.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800109,NODE,,,,3.4,16.5,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800110,NODE,,,,3.6,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800111,NODE,,,,3.6,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800112,NODE,,,,3.6,16.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800113,NODE,,,,3.6,16.5,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800114,NODE,,,,6.3,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800115,NODE,,,,6.3,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800116,NODE,,,,6.3,16.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800117,NODE,,,,6.3,16.5,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800118,NODE,,,,6.7,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800119,NODE,,,,6.7,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800120,NODE,,,,6.7,16.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800121,NODE,,,,6.7,16.5,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800122,NODE,,,,10.0,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800123,NODE,,,,10.0,16.5,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800124,NODE,,,,10.25,0.0,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800125,NODE,,,,10.25,2.405,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800126,NODE,,,,10.0,2.405,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800127,NODE,,,,10.25,4.265,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800128,NODE,,,,10.0,4.265,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800129,NODE,,,,10.25,4.415,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800130,NODE,,,,10.0,4.415,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800131,NODE,,,,10.25,6.95,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800132,NODE,,,,10.0,6.95,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800133,NODE,,,,10.25,7.25,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800134,NODE,,,,10.25,7.55,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800135,NODE,,,,10.0,7.55,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800136,NODE,,,,10.25,10.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800137,NODE,,,,10.0,10.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800138,NODE,,,,10.25,11.865,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800139,NODE,,,,10.0,11.865,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800140,NODE,,,,10.25,11.885,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800141,NODE,,,,10.0,11.885,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800142,NODE,,,,10.25,12.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800143,NODE,,,,10.0,12.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800144,NODE,,,,10.25,12.82,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800145,NODE,,,,10.0,12.82,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800146,NODE,,,,10.25,15.85,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800147,NODE,,,,10.0,15.85,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800148,NODE,,,,10.25,16.15,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800149,NODE,,,,10.25,16.5,3.96,1,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800150,NODE,,,,-32.45,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800151,NODE,,,,-32.05,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800152,NODE,,,,-32.05,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
N,800153,NODE,,,,-32.45,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE,false,SLAB
