caso,nodo,ux_m,uy_m,uz_m,rx_rad,ry_rad,rz_rad
G,202301,-5.082050354467697e-06,2.1051758508233746e-08,-0.000436464612388412,4.441043934764526e-06,-2.5465851140282865e-05,9.741666773706217e-14
G,202401,-5.0820497620494435e-06,2.1053132106052458e-08,-0.00032260514345492,-8.701892026802269e-06,-8.295015539167586e-05,9.429441954588074e-14
G,202451,-5.082049260470473e-06,2.105321948108963e-08,-0.00030683600904024344,2.5186540550175675e-06,1.625471725217783e-05,9.77030223039061e-14
G,300001,3.1433819870526234e-06,-1.929741675947292e-06,-0.0003315287043479492,-1.1092845995056527e-06,9.730381725333326e-07,3.787759680997568e-14
G,300101,3.14338199293178e-06,-1.929741979940064e-06,-0.0015603584852001532,0.0002629303216910975,0.00019917282914831303,3.7877599400765904e-14
G,300201,3.1433815316949633e-06,-1.929740334883223e-06,-0.0024968614711616812,6.130057144185056e-05,-5.067893231096255e-05,3.787760197667822e-14
G,300301,3.1433820878303152e-06,-1.9297398711944045e-06,-0.0014951302141097032,3.186511990659804e-05,-0.0001078205392000382,3.787759636659054e-14
G,300401,3.143382093197323e-06,-1.9297401865480835e-06,-0.0006848730361997211,-1.7733260879983903e-05,-0.00010034646729442736,3.7877597174846175e-14
G,300451,3.1433812037294427e-06,-1.9297399701059997e-06,-0.0007883453529367451,-9.984633834279455e-06,-3.5477960662219484e-05,3.7877597332276615e-14
G,301001,3.1433819040755696e-06,-1.9297416543442e-06,-0.000338119056048835,-6.653416387280523e-06,4.052840848715964e-05,3.787733335392223e-14
G,301101,3.1433816674382895e-06,-1.9297412338838135e-06,-0.002302428742908312,-2.025396534276138e-05,0.0002288956351080592,3.787759692815099e-14
G,301201,3.143381657545023e-06,-1.9297409172586792e-06,-0.0024841335297142208,5.234622343984469e-06,-3.664404185362671e-05,3.787759671010429e-14
G,301301,3.143381734223768e-06,-1.9297405456080218e-06,-0.0015861273268797426,4.4179647700884554e-06,4.340458803065951e-06,3.78775971640607e-14
G,301401,3.14338169841508e-06,-1.9297401475638702e-06,-0.0011616610041422432,-4.580061954843505e-06,-0.00017041012640067827,3.787759707156047e-14
G,301451,3.143380655907266e-06,-1.9297399648781526e-06,-0.0011243811865196437,-2.5789187774448933e-06,-6.188263510130288e-05,3.787759719078548e-14
G,302001,3.1433804569362807e-06,-1.9297416520644116e-06,-0.0006782072142757981,-1.020580858944883e-05,-0.00025133225414034375,3.787760760550292e-14
G,302101,3.1433815475281516e-06,-1.929741310451283e-06,-0.0013552673892670117,1.477207551579087e-05,0.00019584268119315123,3.78775969424929e-14
G,302201,3.1433813265091643e-06,-1.929740908291243e-06,-0.0018265894854658411,1.0871284227352159e-05,-1.809687564728347e-05,3.7877597061178134e-14
G,302301,3.143381345377554e-06,-1.9297405161302325e-06,-0.000941744492125449,1.2044095723401718e-05,-7.757957376289547e-06,3.787759709457836e-14
G,302401,3.143381542346344e-06,-1.929740113488646e-06,-0.0006835918438841072,1.1322240484414237e-05,-0.00012822191732238911,3.787759697858777e-14
G,302451,3.1433805018537683e-06,-1.9297399489154054e-06,-0.0007043671644646688,6.518527135292412e-06,-4.173035360470467e-05,3.7877596932622635e-14
