losa_id,receptor,id,area_m2,peso_propio_kN,G_kN,Q_kN
1000045,beam,400,6.25,22.9843359375,38.920142,24.516625
1000045,beam,407,6.25,22.9843359375,38.920142,24.516625
1000046,beam,407,6.25,22.9843359375,38.920142,30.64578125
1000046,beam,414,6.25,22.9843359375,38.920142,18.38746875
1000046,beam,421,16.0,58.83989999999999,99.635564,54.4269075
1000046,beam,425,16.0,58.83989999999999,99.635564,54.4269075
1000047,beam,234,11.875,43.67023828125,73.94827,46.5815875
1000047,beam,241,11.875,43.67023828125,73.94827,46.5815875
1000047,beam,401,6.25,22.9843359375,38.920142,24.516625
1000047,beam,408,6.25,22.9843359375,38.920142,24.516625
1000048,beam,408,6.25,22.9843359375,38.920142,30.64578125
1000048,beam,415,6.25,22.9843359375,38.920142,18.38746875
1000048,beam,421,16.0,58.83989999999999,99.635564,54.4269075
1000048,beam,426,16.0,58.83989999999999,99.635564,54.4269075
1000049,beam,235,11.875,43.67023828125,73.94827000000001,48.626274025
1000049,beam,241,11.875,43.67023828125,73.94827,46.5815875
1000049,beam,402,6.25,22.9843359375,38.920142,24.560754925
1000049,beam,409,6.25,22.9843359375,38.920142,24.560754925
1000050,beam,409,6.25,22.9843359375,38.920142,30.64578125
1000050,beam,416,6.25,22.9843359375,38.920142,18.38746875
1000050,beam,422,16.0,58.83989999999999,99.635564,54.4269075
1000050,beam,426,16.0,58.83989999999999,99.635564,54.4269075
1000051,beam,235,11.875,43.67023828125,73.94827,58.226984374999994
1000051,beam,236,11.875,43.67023828125,73.94827,58.226984374999994
1000051,beam,403,6.25,22.9843359375,38.920142,30.64578125
1000051,beam,410,6.25,22.9843359375,38.920142,30.64578125
1000052,beam,410,6.25,22.9843359375,38.920142,30.64578125
1000052,beam,417,6.25,22.9843359375,38.920142,18.38746875
1000052,beam,422,16.0,58.83989999999999,99.635564,54.4269075
1000052,beam,423,16.0,58.83989999999999,99.635564,54.4269075
1000053,beam,289,1.0406250000000001,3.8268919335937497,6.4802040000000005,5.032891440465001
1000053,beam,293,3.515625,12.92868896484375,21.89258,17.003010032925
1000053,beam,294,0.6924130000000001,2.54634447991875,4.311813,2.6925069593449997
1000053,beam,295,4.48125,16.4797688671875,27.905742,21.97302515625
1000053,beam,507,2.475,9.10179703125,15.412376,11.97011859246
1000053,beam,528,3.788836,13.933420709774998,23.593928,14.733209895844997
1000054,beam,292,3.515625,12.92868896484375,21.89258,13.679706983635
1000054,beam,293,3.515625,12.92868896484375,21.89258,14.062191830925
1000054,beam,529,10.771875,39.61350298828125,67.078865,28.859310684155002
1000054,beam,532,4.219691,15.51788727943125,26.276957,20.615701439725
1000054,beam,533,6.5521840000000005,24.095615708849998,40.801908000000005,32.0113180359
1000055,beam,291,1.040625,3.8268919335937492,6.480204,4.19686766331
1000055,beam,292,3.515625,12.92868896484375,21.89258,17.003010032925
1000055,beam,519,2.475,9.10179703125,15.412377,9.981738909765001
1000055,beam,530,4.404549,16.197701419068746,27.428105000000002,17.127462305415
1000055,beam,531,0.07670099999999999,0.28206744811874995,0.477636,0.29825945309999996
1000055,beam,534,4.48125,16.4797688671875,27.905742,21.84063538125
1000056,beam,295,4.48125,16.4797688671875,27.905741000000003,21.97302515625
1000056,beam,298,4.48125,16.4797688671875,27.905742,21.97302515625
1000056,beam,508,3.515625,12.92868896484375,21.892580000000002,17.238251953125
1000056,beam,527,3.515625,12.92868896484375,21.892580000000002,17.238251953125
1000057,beam,290,3.369319,12.390649564256247,20.9815,16.520866085675
1000057,beam,527,3.369319,12.390649564256247,20.9815,16.520866085675
1000057,beam,532,2.227556,8.191823267775,13.871487000000002,10.9224310237
1000057,beam,537,2.227556,8.191823267775,13.871487,10.922431023699998
