caso,elemento,tipo,eje,x_m,y_m,z_inferior_m,z_superior_m,nodo_inferior,nodo_superior,elementos_superiores,elementos_inferiores,P_compresion_kN,P_superior_kN,aporte_neto_nudo_kN,continuidad_nodal
G,356,STEEL_COLUMN_SHS300x20,BEAM_MANUAL,17.49,-4.12,7.92,11.88,900018,900116,,,0.6579049159411489,0,0.6579049159411489,OK
G,357,STEEL_COLUMN_SHS300x20,BEAM_MANUAL,20.0,-4.12,15.84,19.8,900034,900046,,,11.613955901840383,0,11.613955901840383,OK
G,358,STEEL_COLUMN_SHS300x20,BEAM_MANUAL,30.0,-4.12,15.84,19.8,900035,900047,,,11.53070458745857,0,11.53070458745857,OK
Q,1,COLUMN,E,0.0,0.0,0.0,3.96,1,100001,18,,194.44692446960516,318.6554819496004,-124.20855747999525,OK
Q,2,COLUMN,F,10.0,0.0,0.0,3.96,101,100101,19,,258.76905998491503,731.3501856997352,-472.5811257148202,OK
Q,3,COLUMN,G,20.0,0.0,0.0,3.96,201,100201,20,,927.2147620609533,927.2147620609533,0.0,OK
Q,4,COLUMN,E,0.0,7.25,0.0,3.96,1001,101001,24,,305.19729197682653,446.9882405090321,-141.79094853220556,OK
Q,5,COLUMN,F,10.0,7.25,0.0,3.96,1101,101101,25,,1148.2485872284262,1033.535306193449,114.71328103497717,OK
Q,6,COLUMN,G,20.0,7.25,0.0,3.96,1201,101201,26,,1151.5417133925816,1151.5417133925819,-2.2737367544323206e-13,OK
Q,7,COLUMN,E,0.0,16.15,0.0,3.96,2001,102001,30,,201.24090682580814,344.26930967817566,-143.02840285236752,OK
Q,8,COLUMN,F,10.0,16.15,0.0,3.96,2101,102101,31,,301.0053673627659,726.936904070654,-425.9315367078881,OK
Q,9,COLUMN,G,20.0,16.15,0.0,3.96,2201,102201,32,,746.3309155448356,746.3309155448354,2.2737367544323206e-13,OK
Q,10,COLUMN,1B,-20.8,16.15,0.0,3.96,700001,701001,36,,1035.295036168274,800.2678424201766,235.02719374809737,OK
Q,11,COLUMN,1C,-10.8,16.15,0.0,3.96,700002,701002,37,,1089.24829515002,847.2538300213333,241.99446512868678,OK
Q,12,COLUMN,1D,-0.8,16.15,0.0,3.96,700003,701003,38,,93.99786223333837,102.96395680734376,-8.966094574005396,OK
Q,13,COLUMN,2A,-28.3,7.25,0.0,3.96,700004,701004,39,,1147.3989944063858,881.4849965881912,265.9139978181946,OK
Q,14,COLUMN,2B,-20.8,7.25,0.0,3.96,700005,701005,40,,1524.548916900076,1169.088553032241,355.460363867835,OK
Q,15,COLUMN,2C,-10.8,7.25,0.0,3.96,700006,701006,41,,1713.344904522071,1313.9850712184677,399.3598333036032,OK
Q,16,COLUMN,3B,-20.8,0.0,0.0,3.96,700007,701007,42,,832.0567540924578,643.1835770731091,188.87317701934876,OK
Q,17,COLUMN,3C,-10.8,0.0,0.0,3.96,700008,701008,43,,893.3299502301159,692.9986300389071,200.33132019120876,OK
Q,18,COLUMN,E,0.0,0.0,3.96,7.92,100001,200001,44,1,318.6554819496004,222.7913887077968,95.8640932418036,OK
Q,19,COLUMN,F,10.0,0.0,3.96,7.92,100101,200101,45,2,731.3501856997352,508.7985204148479,222.5516652848873,OK
Q,20,COLUMN,G,20.0,0.0,3.96,7.92,100201,200201,46,3,927.2147620609533,721.1150415746603,206.099720486293,OK
Q,21,COLUMN,H,30.0,0.0,3.96,7.92,100301,200301,47,,896.1417875350791,741.3254397498789,154.81634778520015,OK
Q,22,COLUMN,I,40.0,0.0,3.96,7.92,100401,200401,48,,305.8732792750806,354.7011395852885,-48.82786031020788,OK
Q,23,COLUMN,I_prima,45.0,0.0,3.96,7.92,100451,200451,49,,426.67835465991965,380.9637141791979,45.714640480721755,OK
Q,24,COLUMN,E,0.0,7.25,3.96,7.92,101001,201001,50,4,446.9882405090321,324.56750170089794,122.42073880813416,OK
Q,25,COLUMN,F,10.0,7.25,3.96,7.92,101101,201101,51,5,1033.535306193449,783.8273884896432,249.70791770380583,OK
Q,26,COLUMN,G,20.0,7.25,3.96,7.92,101201,201201,52,6,1151.5417133925819,845.0582987859982,306.48341460658366,OK
Q,27,COLUMN,H,30.0,7.25,3.96,7.92,101301,201301,53,,1234.5245034760933,922.9249128009715,311.5995906751218,OK
Q,28,COLUMN,I,40.0,7.25,3.96,7.92,101401,201401,54,,901.4091040735327,656.0322722082094,245.3768318653233,OK
Q,29,COLUMN,I_prima,45.0,7.25,3.96,7.92,101451,201451,55,,697.6466800036214,611.4267948251218,86.21988517849968,OK
Q,30,COLUMN,E,0.0,16.15,3.96,7.92,102001,202001,56,7,344.26930967817566,149.75299378393154,194.51631589424412,OK
Q,31,COLUMN,F,10.0,16.15,3.96,7.92,102101,202101,57,8,726.936904070654,564.2559989546478,162.68090511600622,OK
Q,32,COLUMN,G,20.0,16.15,3.96,7.92,102201,202201,58,9,746.3309155448354,575.4116703586963,170.91924518613916,OK
Q,33,COLUMN,H,30.0,16.15,3.96,7.92,102301,202301,59,,467.036906676336,586.9100695530071,-119.87316287667113,OK
Q,34,COLUMN,I,40.0,16.15,3.96,7.92,102401,202401,60,,223.4049412554613,411.20832641693744,-187.80338516147614,OK
Q,35,COLUMN,I_prima,45.0,16.15,3.96,7.92,102451,202451,61,,276.3674115544754,408.7663337286018,-132.39892217412643,OK
Q,36,COLUMN,1B,-20.8,16.15,3.96,7.92,701001,702001,62,10,800.2678424201766,565.4891520736359,234.77869034654077,OK
Q,37,COLUMN,1C,-10.8,16.15,3.96,7.92,701002,702002,63,11,847.2538300213333,600.9062519874789,246.34757803385446,OK
Q,38,COLUMN,1D,-0.8,16.15,3.96,7.92,701003,702003,64,12,102.96395680734376,132.044499270233,-29.080542462889227,OK
Q,39,COLUMN,2A,-28.3,7.25,3.96,7.92,701004,702004,65,13,881.4849965881912,616.7504273910629,264.7345691971283,OK
Q,40,COLUMN,2B,-20.8,7.25,3.96,7.92,701005,702005,66,14,1169.088553032241,818.0949362434568,350.99361678878415,OK
Q,41,COLUMN,2C,-10.8,7.25,3.96,7.92,701006,702006,67,15,1313.9850712184677,919.0824043881526,394.9026668303152,OK
Q,42,COLUMN,3B,-20.8,0.0,3.96,7.92,701007,702007,68,16,643.1835770731091,452.8927871800856,190.2907898930235,OK
Q,43,COLUMN,3C,-10.8,0.0,3.96,7.92,701008,702008,69,17,692.9986300389071,490.2477831959701,202.750846842937,OK
Q,44,COLUMN,E,0.0,0.0,7.92,11.88,200001,300001,70,18,222.7913887077968,136.86496040195297,85.92642830584384,OK
Q,45,COLUMN,F,10.0,0.0,7.92,11.88,200101,300101,71,19,508.7985204148479,281.15645782088467,227.64206259396326,OK
Q,46,COLUMN,G,20.0,0.0,7.92,11.88,200201,300201,72,20,721.1150415746603,443.8312619507235,277.28377962393677,OK
Q,47,COLUMN,H,30.0,0.0,7.92,11.88,200301,300301,73,21,741.3254397498789,521.0356655232982,220.28977422658068,OK
Q,48,COLUMN,I,40.0,0.0,7.92,11.88,200401,300401,74,22,354.7011395852885,228.27958108072843,126.42155850456007,OK
Q,49,COLUMN,I_prima,45.0,0.0,7.92,11.88,200451,300451,75,23,380.9637141791979,347.03293671466594,33.93077746453196,OK
Q,50,COLUMN,E,0.0,7.25,7.92,11.88,201001,301001,76,24,324.56750170089794,219.2929990540095,105.27450264688844,OK
Q,51,COLUMN,F,10.0,7.25,7.92,11.88,201101,301101,77,25,783.8273884896432,535.1208185556084,248.70656993403486,OK
Q,52,COLUMN,G,20.0,7.25,7.92,11.88,201201,301201,78,26,845.0582987859982,546.3683845894202,298.689914196578,OK
Q,53,COLUMN,H,30.0,7.25,7.92,11.88,201301,301301,79,27,922.9249128009715,620.1030136975015,302.82189910346995,OK
Q,54,COLUMN,I,40.0,7.25,7.92,11.88,201401,301401,80,28,656.0322722082094,418.6942527688933,237.3380194393161,OK
Q,55,COLUMN,I_prima,45.0,7.25,7.92,11.88,201451,301451,81,29,611.4267948251218,538.1958268051053,73.23096802001646,OK
Q,56,COLUMN,E,0.0,16.15,7.92,11.88,202001,302001,82,30,149.75299378393154,-47.569035755701925,197.32202953963346,OK
Q,57,COLUMN,F,10.0,16.15,7.92,11.88,202101,302101,83,31,564.2559989546478,402.68908901019955,161.56690994444824,OK
Q,58,COLUMN,G,20.0,16.15,7.92,11.88,202201,302201,84,32,575.4116703586963,403.42636544826684,171.98530491042942,OK
Q,59,COLUMN,H,30.0,16.15,7.92,11.88,202301,302301,85,33,586.9100695530071,411.32028997970474,175.5897795733024,OK
Q,60,COLUMN,I,40.0,16.15,7.92,11.88,202401,302401,86,34,411.20832641693744,273.74471951721654,137.4636068997209,OK
Q,61,COLUMN,I_prima,45.0,16.15,7.92,11.88,202451,302451,87,35,408.7663337286018,369.4842866158562,39.2820471127456,OK
Q,62,COLUMN,1B,-20.8,16.15,7.92,11.88,702001,703001,88,36,565.4891520736359,331.03794098618386,234.451211087452,OK
Q,63,COLUMN,1C,-10.8,16.15,7.92,11.88,702002,703002,89,37,600.9062519874789,353.9025996986714,247.00365228880747,OK
Q,64,COLUMN,1D,-0.8,16.15,7.92,11.88,702003,703003,90,38,132.044499270233,221.93629249932917,-89.89179322909618,OK
Q,65,COLUMN,2A,-28.3,7.25,7.92,11.88,702004,703004,91,39,616.7504273910629,354.13872182233376,262.6117055687291,OK
Q,66,COLUMN,2B,-20.8,7.25,7.92,11.88,702005,703005,92,40,818.0949362434568,468.88287393967136,349.21206230378544,OK
Q,67,COLUMN,2C,-10.8,7.25,7.92,11.88,702006,703006,93,41,919.0824043881526,528.5415963305936,390.54080805755893,OK
Q,68,COLUMN,3B,-20.8,0.0,7.92,11.88,702007,703007,94,42,452.8927871800856,261.748951083359,191.1438360967266,OK
Q,69,COLUMN,3C,-10.8,0.0,7.92,11.88,702008,703008,95,43,490.2477831959701,287.1984522130733,203.04933098289678,OK
Q,70,COLUMN,E,0.0,0.0,11.88,15.84,300001,400001,96,44,136.86496040195297,83.41711383744887,53.447846564504104,OK
Q,71,COLUMN,F,10.0,0.0,11.88,15.84,300101,400101,97,45,281.15645782088467,137.5693339310588,143.58712388982588,OK
Q,72,COLUMN,G,20.0,0.0,11.88,15.84,300201,400201,98,46,443.8312619507235,244.54157018470542,199.28969176601808,OK
