caso,elemento,Ni_kN,Vyi_kN,Vzi_kN,Ti_kNm,Myi_kNm,Mzi_kNm,Nj_kN,Vyj_kN,Vzj_kN,Tj_kNm,Myj_kNm,Mzj_kNm
Q,303,2.672614993898259e-07,-3.119902096427536e-09,95.35138443251978,1.2843093804762624,-145.71936625109961,-5.8498164935381326e-09,-2.672614993898259e-07,3.119902096427536e-09,-61.59226639371978,-1.2843093804762624,-148.5499790480995,-5.849816368065129e-09
Q,551,-2.01604995718474e-07,-2.1038496592583586e-09,-74.66661838062062,-1.1903725094985578,149.06114159441745,-3.944718066056552e-09,2.01604995718474e-07,2.1038496592583586e-09,109.14312228687061,1.1903725094985578,195.58212215712865,-3.944718156162292e-09
Q,552,1.5120375654667506e-07,8.875615696745184e-10,143.5992621624657,1.3107856562879485,-304.7856074452341,2.2189039002893294e-09,-1.5120375654667506e-07,-8.875615696745184e-10,-82.3076996624657,-1.3107856562879485,-259.98179711709435,2.2189039480832623e-09
Q,553,-2.503398221142747e-07,-2.2542578635475264e-10,-86.45810790339948,-1.2972803481065547,259.96383855770426,-5.635644408177726e-10,2.503398221142747e-07,2.2542578635475264e-10,147.74967040339948,1.2972803481065547,325.5556072092931,-5.635644909559906e-10
Q,554,2.5033988066119195e-07,2.2542570201927008e-10,152.00656870467316,1.2560245143169653,-321.0972866989124,5.635642174526253e-10,-2.5033988066119195e-07,-2.2542570201927008e-10,-90.71500620467314,-1.2560245143169653,-285.70665057445336,5.635642926437253e-10
Q,555,2.0586507495182506e-06,-7.2332137057336765e-09,-81.34907844809486,-1.2143032120952073,285.88898866802754,-1.3406423256957968e-08,-2.0586507495182506e-06,7.2332137057336765e-09,156.67027960434487,1.2143032120952073,374.6147299274926,-2.673791280986393e-08
Q,304,1.8394141751087056e-06,4.082510347757333e-09,85.8120161337587,-3.7352074044560397,-205.7097010792044,3.019528662895669e-09,-1.8394141751087056e-06,-4.082510347757333e-09,-76.87800794201371,3.7352074044560397,85.31908326313307,3.022586651785171e-09
Q,556,9.671847573934568e-14,-2.9485764162718113e-16,76.87800794201382,-3.73520740445604,-85.31908326313335,-3.404156541581821e-16,-9.671847573934568e-14,2.9485764162718113e-16,-63.17517393568383,3.73520740445604,-73.64127816805345,-3.289111923355189e-16
Q,557,1.951563910473908e-14,2.923403471212646e-17,16.075195036428834,-0.4375931183359026,73.00154490007309,7.061961292605591e-17,-1.951563910473908e-14,-2.923403471212646e-17,6.576327716696162,0.4375931183359026,-90.81192112457185,3.9008017244418315e-17
Q,558,3.584095585422442e-07,7.3174991694461185e-09,-57.00062981824621,3.629379694253998,92.44203151317355,1.3720310957972068e-08,-3.584095585422442e-07,-7.3174991694461185e-09,79.6521525713712,-3.629379694253998,163.78193546735912,1.3720310927450877e-08
Q,559,-2.688071786645027e-07,-3.0870700109585216e-09,70.55477302372789,-4.920203186343327,-150.4394010919318,-7.717675053959591e-09,2.688071786645027e-07,3.0870700109585216e-09,-32.77955722372789,4.920203186343327,-107.89642452670765,-7.717675000833016e-09
Q,560,-2.1995039090842022e-07,1.5761931455397597e-09,-31.207705453451393,4.886524143561989,107.89786858849064,3.940482892026213e-09,2.1995039090842022e-07,-1.5761931455397597e-09,68.98292125345138,-4.886524143561989,142.57869817876627,3.940482835672586e-09
Q,561,2.1995038602951042e-07,-1.5761932201016719e-09,67.91730252489091,-5.0246666741744,-130.54215886318588,-3.940483115816134e-09,-2.1995038602951042e-07,1.5761932201016719e-09,-30.142086724890927,5.0246666741744,-114.60631426126878,-3.940482984692226e-09
