P_kN,M_kNm,phi_1_m,eps0
0.0,742.0179570465949,0.020000000000000014,0.004831965253055378
2891.7864669110645,1273.7702657835969,0.009500006244739291,0.000763159880007984
5783.572933822129,1312.3487933476845,0.005500015399261688,-0.00047702851523885863
14458.932334555322,0.0,0.0,-0.002
