kind,id,type,i,j,x_m,y_m,z_m,level,status
N,900105,NODE,,,,-32.05,4.265,19.8,5,MANUAL_BEAM_NODE
N,900106,NODE,,,,-24.55,4.265,19.8,5,MANUAL_BEAM_NODE
N,900107,NODE,,,,-28.3,0.0,19.8,5,MANUAL_BEAM_NODE
N,900108,NODE,,,,-28.3,16.15,19.8,5,MANUAL_BEAM_NODE
N,900109,NODE,,,,-24.55,0.0,19.8,5,MANUAL_BEAM_NODE
N,900110,NODE,,,,-24.55,16.15,19.8,5,MANUAL_BEAM_NODE
N,900111,NODE,,,,-15.8,0.0,19.8,5,MANUAL_BEAM_NODE
N,900112,NODE,,,,-15.8,16.15,19.8,5,MANUAL_BEAM_NODE
N,900113,NODE,,,,-5.8,0.0,19.8,5,MANUAL_BEAM_NODE
N,900114,NODE,,,,-5.8,16.15,19.8,5,MANUAL_BEAM_NODE
N,900115,NODE,,,,10.0,-4.12,11.88,3,MANUAL_BEAM_NODE
N,900116,NODE,,,,17.49,-4.12,11.88,3,MANUAL_BEAM_NODE
N,900117,NODE,,,,15.0,0.0,11.88,3,MANUAL_BEAM_NODE
N,900118,NODE,,,,15.0,16.15,11.88,3,MANUAL_BEAM_NODE
N,900119,NODE,,,,25.0,16.15,11.88,3,MANUAL_BEAM_NODE
N,900120,NODE,,,,17.49,0.0,11.88,3,MANUAL_BEAM_NODE
N,900121,NODE,,,,35.0,0.0,11.88,3,MANUAL_BEAM_NODE
N,900122,NODE,,,,35.0,16.15,11.88,3,MANUAL_BEAM_NODE
N,900123,NODE,,,,15.0,0.0,15.84,4,MANUAL_BEAM_NODE
N,900124,NODE,,,,15.0,16.15,15.84,4,MANUAL_BEAM_NODE
N,900125,NODE,,,,25.0,0.0,15.84,4,MANUAL_BEAM_NODE
N,900126,NODE,,,,25.0,16.15,15.84,4,MANUAL_BEAM_NODE
N,900127,NODE,,,,35.0,0.0,15.84,4,MANUAL_BEAM_NODE
N,900128,NODE,,,,35.0,16.15,15.84,4,MANUAL_BEAM_NODE
N,900129,NODE,,,,-24.55,7.25,3.96,1,MANUAL_BEAM_NODE
N,900130,NODE,,,,-15.8,7.25,3.96,1,MANUAL_BEAM_NODE
N,900131,NODE,,,,-5.8,7.25,3.96,1,MANUAL_BEAM_NODE
N,900132,NODE,,,,-28.3,11.885,3.96,1,MANUAL_BEAM_NODE
N,900133,NODE,,,,-28.3,4.265,3.96,1,MANUAL_BEAM_NODE
N,900134,NODE,,,,15.0,7.25,7.92,2,MANUAL_BEAM_NODE
N,900135,NODE,,,,25.0,7.25,7.92,2,MANUAL_BEAM_NODE
N,900136,NODE,,,,35.0,7.25,7.92,2,MANUAL_BEAM_NODE
N,900137,NODE,,,,47.55,7.25,15.84,4,MANUAL_BEAM_NODE
N,900138,NODE,,,,15.0,7.25,19.8,5,MANUAL_BEAM_NODE
N,900139,NODE,,,,25.0,7.25,19.8,5,MANUAL_BEAM_NODE
N,900140,NODE,,,,35.0,7.25,19.8,5,MANUAL_BEAM_NODE
N,900141,NODE,,,,47.55,7.25,19.8,5,MANUAL_BEAM_NODE
N,900142,NODE,,,,-24.55,7.25,7.92,2,MANUAL_BEAM_NODE
N,900143,NODE,,,,-15.8,7.25,7.92,2,MANUAL_BEAM_NODE
N,900144,NODE,,,,-5.8,7.25,7.92,2,MANUAL_BEAM_NODE
N,900145,NODE,,,,-28.3,11.885,7.92,2,MANUAL_BEAM_NODE
N,900146,NODE,,,,-28.3,4.265,7.92,2,MANUAL_BEAM_NODE
N,900147,NODE,,,,-24.55,7.25,11.88,3,MANUAL_BEAM_NODE
N,900148,NODE,,,,-15.8,7.25,11.88,3,MANUAL_BEAM_NODE
N,900149,NODE,,,,-5.8,7.25,11.88,3,MANUAL_BEAM_NODE
N,900150,NODE,,,,-28.3,11.885,11.88,3,MANUAL_BEAM_NODE
N,900151,NODE,,,,-28.3,4.265,11.88,3,MANUAL_BEAM_NODE
N,900152,NODE,,,,-24.55,7.25,15.84,4,MANUAL_BEAM_NODE
N,900153,NODE,,,,-15.8,7.25,15.84,4,MANUAL_BEAM_NODE
N,900154,NODE,,,,-5.8,7.25,15.84,4,MANUAL_BEAM_NODE
N,900155,NODE,,,,-28.3,11.885,15.84,4,MANUAL_BEAM_NODE
N,900156,NODE,,,,-28.3,4.265,15.84,4,MANUAL_BEAM_NODE
N,900157,NODE,,,,-24.55,7.25,19.8,5,MANUAL_BEAM_NODE
N,900158,NODE,,,,-15.8,7.25,19.8,5,MANUAL_BEAM_NODE
N,900159,NODE,,,,-5.8,7.25,19.8,5,MANUAL_BEAM_NODE
N,900160,NODE,,,,-28.3,11.885,19.8,5,MANUAL_BEAM_NODE
N,900161,NODE,,,,-28.3,4.265,19.8,5,MANUAL_BEAM_NODE
N,900162,NODE,,,,15.0,7.25,11.88,3,MANUAL_BEAM_NODE
N,900163,NODE,,,,25.0,7.25,11.88,3,MANUAL_BEAM_NODE
N,900164,NODE,,,,35.0,7.25,11.88,3,MANUAL_BEAM_NODE
N,900165,NODE,,,,15.0,7.25,15.84,4,MANUAL_BEAM_NODE
N,900166,NODE,,,,25.0,7.25,15.84,4,MANUAL_BEAM_NODE
N,900167,NODE,,,,35.0,7.25,15.84,4,MANUAL_BEAM_NODE
N,800000,NODE,,,,-32.45,16.15,3.96,1,MANUAL_SLAB_NODE
N,800001,NODE,,,,-0.45,16.15,3.96,1,MANUAL_SLAB_NODE
N,800002,NODE,,,,-0.45,17.3,3.96,1,MANUAL_SLAB_NODE
N,800003,NODE,,,,-32.45,17.3,3.96,1,MANUAL_SLAB_NODE
N,800004,NODE,,,,-32.45,16.15,7.92,2,MANUAL_SLAB_NODE
N,800005,NODE,,,,-0.45,16.15,7.92,2,MANUAL_SLAB_NODE
N,800006,NODE,,,,-0.45,17.3,7.92,2,MANUAL_SLAB_NODE
N,800007,NODE,,,,-32.45,17.3,7.92,2,MANUAL_SLAB_NODE
N,800008,NODE,,,,-32.45,16.15,11.88,3,MANUAL_SLAB_NODE
N,800009,NODE,,,,-0.45,16.15,11.88,3,MANUAL_SLAB_NODE
N,800010,NODE,,,,-0.45,17.3,11.88,3,MANUAL_SLAB_NODE
N,800011,NODE,,,,-32.45,17.3,11.88,3,MANUAL_SLAB_NODE
N,800012,NODE,,,,-32.45,16.15,15.84,4,MANUAL_SLAB_NODE
N,800013,NODE,,,,-0.45,16.15,15.84,4,MANUAL_SLAB_NODE
N,800014,NODE,,,,-0.45,17.3,15.84,4,MANUAL_SLAB_NODE
N,800015,NODE,,,,-32.45,17.3,15.84,4,MANUAL_SLAB_NODE
N,800016,NODE,,,,-32.45,16.15,19.8,5,MANUAL_SLAB_NODE
N,800017,NODE,,,,-0.45,16.15,19.8,5,MANUAL_SLAB_NODE
N,800018,NODE,,,,-0.45,17.3,19.8,5,MANUAL_SLAB_NODE
N,800019,NODE,,,,-32.45,17.3,19.8,5,MANUAL_SLAB_NODE
N,800020,NODE,,,,45.5,16.15,7.92,2,MANUAL_SLAB_NODE
N,800021,NODE,,,,45.5,17.3,7.92,2,MANUAL_SLAB_NODE
N,800022,NODE,,,,-0.25,17.3,7.92,2,MANUAL_SLAB_NODE
N,800023,NODE,,,,45.5,16.15,11.88,3,MANUAL_SLAB_NODE
N,800024,NODE,,,,45.5,17.3,11.88,3,MANUAL_SLAB_NODE
N,800025,NODE,,,,-0.25,17.3,11.88,3,MANUAL_SLAB_NODE
N,800026,NODE,,,,51.15,16.15,15.84,4,MANUAL_SLAB_NODE
N,800027,NODE,,,,51.15,17.3,15.84,4,MANUAL_SLAB_NODE
N,800028,NODE,,,,-0.25,17.3,15.84,4,MANUAL_SLAB_NODE
N,800029,NODE,,,,51.15,16.15,19.8,5,MANUAL_SLAB_NODE
N,800030,NODE,,,,51.15,17.3,19.8,5,MANUAL_SLAB_NODE
N,800031,NODE,,,,-0.25,17.3,19.8,5,MANUAL_SLAB_NODE
N,800032,NODE,,,,-32.45,-1.09,3.96,1,MISSING_LOAD_PANEL_NODE
N,800033,NODE,,,,-32.05,-1.09,3.96,1,MISSING_LOAD_PANEL_NODE
N,800034,NODE,,,,-32.05,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800035,NODE,,,,-32.45,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800036,NODE,,,,-32.45,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800037,NODE,,,,-32.05,2.405,3.96,1,MISSING_LOAD_PANEL_NODE
N,800038,NODE,,,,-32.45,2.405,3.96,1,MISSING_LOAD_PANEL_NODE
N,800039,NODE,,,,-32.45,4.265,3.96,1,MISSING_LOAD_PANEL_NODE
N,800040,NODE,,,,-32.05,4.415,3.96,1,MISSING_LOAD_PANEL_NODE
N,800041,NODE,,,,-32.45,4.415,3.96,1,MISSING_LOAD_PANEL_NODE
N,800042,NODE,,,,-32.05,6.95,3.96,1,MISSING_LOAD_PANEL_NODE
N,800043,NODE,,,,-32.45,6.95,3.96,1,MISSING_LOAD_PANEL_NODE
N,800044,NODE,,,,-32.05,7.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800045,NODE,,,,-32.45,7.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800046,NODE,,,,-32.05,7.55,3.96,1,MISSING_LOAD_PANEL_NODE
N,800047,NODE,,,,-32.45,7.55,3.96,1,MISSING_LOAD_PANEL_NODE
N,800048,NODE,,,,-32.05,10.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800049,NODE,,,,-32.45,10.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800050,NODE,,,,-32.05,10.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800051,NODE,,,,-32.45,10.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800052,NODE,,,,-32.05,11.865,3.96,1,MISSING_LOAD_PANEL_NODE
N,800053,NODE,,,,-32.45,11.865,3.96,1,MISSING_LOAD_PANEL_NODE
N,800054,NODE,,,,-32.45,11.885,3.96,1,MISSING_LOAD_PANEL_NODE
N,800055,NODE,,,,-32.05,12.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800056,NODE,,,,-32.45,12.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800057,NODE,,,,-32.05,12.82,3.96,1,MISSING_LOAD_PANEL_NODE
N,800058,NODE,,,,-32.45,12.82,3.96,1,MISSING_LOAD_PANEL_NODE
N,800059,NODE,,,,-32.05,15.85,3.96,1,MISSING_LOAD_PANEL_NODE
N,800060,NODE,,,,-32.45,15.85,3.96,1,MISSING_LOAD_PANEL_NODE
N,800061,NODE,,,,-31.6501,-1.09,3.96,1,MISSING_LOAD_PANEL_NODE
N,800062,NODE,,,,-31.6501,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800063,NODE,,,,-31.6501,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800064,NODE,,,,-30.15,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800065,NODE,,,,-30.15,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800066,NODE,,,,-28.3,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800067,NODE,,,,-28.0,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800068,NODE,,,,-28.0,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800069,NODE,,,,-24.55,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800070,NODE,,,,-20.8,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800071,NODE,,,,-15.8,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800072,NODE,,,,-10.8,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800073,NODE,,,,-5.8,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800074,NODE,,,,-3.22,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800075,NODE,,,,-3.22,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800076,NODE,,,,-0.8,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800077,NODE,,,,-0.8,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800078,NODE,,,,-0.4717,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800079,NODE,,,,-0.4717,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800080,NODE,,,,-0.45,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800081,NODE,,,,-0.45,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800082,NODE,,,,-0.25,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800083,NODE,,,,0.0,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800084,NODE,,,,0.0,2.405,3.96,1,MISSING_LOAD_PANEL_NODE
N,800085,NODE,,,,-0.25,2.405,3.96,1,MISSING_LOAD_PANEL_NODE
N,800086,NODE,,,,0.0,4.265,3.96,1,MISSING_LOAD_PANEL_NODE
N,800087,NODE,,,,-0.25,4.265,3.96,1,MISSING_LOAD_PANEL_NODE
N,800088,NODE,,,,0.0,4.415,3.96,1,MISSING_LOAD_PANEL_NODE
N,800089,NODE,,,,-0.25,4.415,3.96,1,MISSING_LOAD_PANEL_NODE
N,800090,NODE,,,,0.0,6.95,3.96,1,MISSING_LOAD_PANEL_NODE
N,800091,NODE,,,,-0.25,6.95,3.96,1,MISSING_LOAD_PANEL_NODE
N,800092,NODE,,,,0.0,7.55,3.96,1,MISSING_LOAD_PANEL_NODE
N,800093,NODE,,,,-0.25,7.55,3.96,1,MISSING_LOAD_PANEL_NODE
N,800094,NODE,,,,0.0,10.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800095,NODE,,,,-0.25,10.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800096,NODE,,,,0.0,10.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800097,NODE,,,,-0.25,10.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800098,NODE,,,,0.0,11.865,3.96,1,MISSING_LOAD_PANEL_NODE
N,800099,NODE,,,,-0.25,11.865,3.96,1,MISSING_LOAD_PANEL_NODE
N,800100,NODE,,,,0.0,11.885,3.96,1,MISSING_LOAD_PANEL_NODE
N,800101,NODE,,,,-0.25,11.885,3.96,1,MISSING_LOAD_PANEL_NODE
N,800102,NODE,,,,0.0,12.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800103,NODE,,,,-0.25,12.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800104,NODE,,,,0.0,12.82,3.96,1,MISSING_LOAD_PANEL_NODE
N,800105,NODE,,,,-0.25,12.82,3.96,1,MISSING_LOAD_PANEL_NODE
N,800106,NODE,,,,0.0,15.85,3.96,1,MISSING_LOAD_PANEL_NODE
N,800107,NODE,,,,-0.25,15.85,3.96,1,MISSING_LOAD_PANEL_NODE
N,800108,NODE,,,,0.0,16.5,3.96,1,MISSING_LOAD_PANEL_NODE
N,800109,NODE,,,,-0.25,16.5,3.96,1,MISSING_LOAD_PANEL_NODE
N,800110,NODE,,,,3.4,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800111,NODE,,,,3.4,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800112,NODE,,,,3.4,16.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800113,NODE,,,,3.4,16.5,3.96,1,MISSING_LOAD_PANEL_NODE
N,800114,NODE,,,,3.6,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800115,NODE,,,,3.6,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800116,NODE,,,,3.6,16.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800117,NODE,,,,3.6,16.5,3.96,1,MISSING_LOAD_PANEL_NODE
N,800118,NODE,,,,6.3,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800119,NODE,,,,6.3,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800120,NODE,,,,6.3,16.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800121,NODE,,,,6.3,16.5,3.96,1,MISSING_LOAD_PANEL_NODE
N,800122,NODE,,,,6.7,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800123,NODE,,,,6.7,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800124,NODE,,,,6.7,16.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800125,NODE,,,,6.7,16.5,3.96,1,MISSING_LOAD_PANEL_NODE
N,800126,NODE,,,,10.0,-0.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800127,NODE,,,,10.0,16.5,3.96,1,MISSING_LOAD_PANEL_NODE
N,800128,NODE,,,,10.25,0.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800129,NODE,,,,10.25,2.405,3.96,1,MISSING_LOAD_PANEL_NODE
N,800130,NODE,,,,10.0,2.405,3.96,1,MISSING_LOAD_PANEL_NODE
N,800131,NODE,,,,10.25,4.265,3.96,1,MISSING_LOAD_PANEL_NODE
N,800132,NODE,,,,10.0,4.265,3.96,1,MISSING_LOAD_PANEL_NODE
N,800133,NODE,,,,10.25,4.415,3.96,1,MISSING_LOAD_PANEL_NODE
N,800134,NODE,,,,10.0,4.415,3.96,1,MISSING_LOAD_PANEL_NODE
N,800135,NODE,,,,10.25,6.95,3.96,1,MISSING_LOAD_PANEL_NODE
N,800136,NODE,,,,10.0,6.95,3.96,1,MISSING_LOAD_PANEL_NODE
N,800137,NODE,,,,10.25,7.25,3.96,1,MISSING_LOAD_PANEL_NODE
N,800138,NODE,,,,10.25,7.55,3.96,1,MISSING_LOAD_PANEL_NODE
N,800139,NODE,,,,10.0,7.55,3.96,1,MISSING_LOAD_PANEL_NODE
N,800140,NODE,,,,10.25,10.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800141,NODE,,,,10.0,10.0,3.96,1,MISSING_LOAD_PANEL_NODE
N,800142,NODE,,,,10.25,10.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800143,NODE,,,,10.0,10.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800144,NODE,,,,10.25,11.865,3.96,1,MISSING_LOAD_PANEL_NODE
N,800145,NODE,,,,10.0,11.865,3.96,1,MISSING_LOAD_PANEL_NODE
N,800146,NODE,,,,10.25,11.885,3.96,1,MISSING_LOAD_PANEL_NODE
N,800147,NODE,,,,10.0,11.885,3.96,1,MISSING_LOAD_PANEL_NODE
N,800148,NODE,,,,10.25,12.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800149,NODE,,,,10.0,12.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800150,NODE,,,,10.25,12.82,3.96,1,MISSING_LOAD_PANEL_NODE
N,800151,NODE,,,,10.0,12.82,3.96,1,MISSING_LOAD_PANEL_NODE
N,800152,NODE,,,,10.25,15.85,3.96,1,MISSING_LOAD_PANEL_NODE
N,800153,NODE,,,,10.0,15.85,3.96,1,MISSING_LOAD_PANEL_NODE
N,800154,NODE,,,,10.25,16.15,3.96,1,MISSING_LOAD_PANEL_NODE
N,800155,NODE,,,,10.25,16.5,3.96,1,MISSING_LOAD_PANEL_NODE
N,800156,NODE,,,,-32.45,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE
N,800157,NODE,,,,-32.05,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE
N,800158,NODE,,,,-32.05,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800159,NODE,,,,-32.45,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800160,NODE,,,,-32.45,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800161,NODE,,,,-32.05,2.405,7.92,2,MISSING_LOAD_PANEL_NODE
N,800162,NODE,,,,-32.45,2.405,7.92,2,MISSING_LOAD_PANEL_NODE
N,800163,NODE,,,,-32.45,4.265,7.92,2,MISSING_LOAD_PANEL_NODE
N,800164,NODE,,,,-32.05,4.415,7.92,2,MISSING_LOAD_PANEL_NODE
N,800165,NODE,,,,-32.45,4.415,7.92,2,MISSING_LOAD_PANEL_NODE
N,800166,NODE,,,,-32.05,6.95,7.92,2,MISSING_LOAD_PANEL_NODE
N,800167,NODE,,,,-32.45,6.95,7.92,2,MISSING_LOAD_PANEL_NODE
N,800168,NODE,,,,-32.05,7.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800169,NODE,,,,-32.45,7.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800170,NODE,,,,-32.05,7.55,7.92,2,MISSING_LOAD_PANEL_NODE
N,800171,NODE,,,,-32.45,7.55,7.92,2,MISSING_LOAD_PANEL_NODE
N,800172,NODE,,,,-32.05,10.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800173,NODE,,,,-32.45,10.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800174,NODE,,,,-32.05,10.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800175,NODE,,,,-32.45,10.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800176,NODE,,,,-32.05,11.865,7.92,2,MISSING_LOAD_PANEL_NODE
N,800177,NODE,,,,-32.45,11.865,7.92,2,MISSING_LOAD_PANEL_NODE
N,800178,NODE,,,,-32.45,11.885,7.92,2,MISSING_LOAD_PANEL_NODE
N,800179,NODE,,,,-32.05,12.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800180,NODE,,,,-32.45,12.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800181,NODE,,,,-32.05,12.82,7.92,2,MISSING_LOAD_PANEL_NODE
N,800182,NODE,,,,-32.45,12.82,7.92,2,MISSING_LOAD_PANEL_NODE
N,800183,NODE,,,,-32.05,15.85,7.92,2,MISSING_LOAD_PANEL_NODE
N,800184,NODE,,,,-32.45,15.85,7.92,2,MISSING_LOAD_PANEL_NODE
N,800185,NODE,,,,-31.6501,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE
N,800186,NODE,,,,-31.6501,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800187,NODE,,,,-31.6501,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800188,NODE,,,,-30.15,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800189,NODE,,,,-30.15,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800190,NODE,,,,-28.3,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800191,NODE,,,,-28.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800192,NODE,,,,-28.0,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800193,NODE,,,,-24.55,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800194,NODE,,,,-20.8,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800195,NODE,,,,-15.8,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800196,NODE,,,,-10.8,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800197,NODE,,,,-5.8,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800198,NODE,,,,-3.22,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800199,NODE,,,,-3.22,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800200,NODE,,,,-0.8,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800201,NODE,,,,-0.8,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800202,NODE,,,,-0.4717,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800203,NODE,,,,-0.4717,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800204,NODE,,,,-0.45,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800205,NODE,,,,-0.45,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800206,NODE,,,,-0.25,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800207,NODE,,,,0.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800208,NODE,,,,0.0,2.405,7.92,2,MISSING_LOAD_PANEL_NODE
N,800209,NODE,,,,-0.25,2.405,7.92,2,MISSING_LOAD_PANEL_NODE
N,800210,NODE,,,,0.0,4.265,7.92,2,MISSING_LOAD_PANEL_NODE
N,800211,NODE,,,,-0.25,4.265,7.92,2,MISSING_LOAD_PANEL_NODE
N,800212,NODE,,,,0.0,4.415,7.92,2,MISSING_LOAD_PANEL_NODE
N,800213,NODE,,,,-0.25,4.415,7.92,2,MISSING_LOAD_PANEL_NODE
N,800214,NODE,,,,0.0,6.95,7.92,2,MISSING_LOAD_PANEL_NODE
N,800215,NODE,,,,-0.25,6.95,7.92,2,MISSING_LOAD_PANEL_NODE
N,800216,NODE,,,,0.0,7.55,7.92,2,MISSING_LOAD_PANEL_NODE
N,800217,NODE,,,,-0.25,7.55,7.92,2,MISSING_LOAD_PANEL_NODE
N,800218,NODE,,,,0.0,10.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800219,NODE,,,,-0.25,10.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800220,NODE,,,,0.0,10.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800221,NODE,,,,-0.25,10.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800222,NODE,,,,0.0,11.865,7.92,2,MISSING_LOAD_PANEL_NODE
N,800223,NODE,,,,-0.25,11.865,7.92,2,MISSING_LOAD_PANEL_NODE
N,800224,NODE,,,,0.0,11.885,7.92,2,MISSING_LOAD_PANEL_NODE
N,800225,NODE,,,,-0.25,11.885,7.92,2,MISSING_LOAD_PANEL_NODE
N,800226,NODE,,,,0.0,12.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800227,NODE,,,,-0.25,12.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800228,NODE,,,,0.0,12.82,7.92,2,MISSING_LOAD_PANEL_NODE
N,800229,NODE,,,,-0.25,12.82,7.92,2,MISSING_LOAD_PANEL_NODE
N,800230,NODE,,,,0.0,15.85,7.92,2,MISSING_LOAD_PANEL_NODE
N,800231,NODE,,,,-0.25,15.85,7.92,2,MISSING_LOAD_PANEL_NODE
N,800232,NODE,,,,3.4,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800233,NODE,,,,3.4,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800234,NODE,,,,3.6,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800235,NODE,,,,3.6,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800236,NODE,,,,6.3,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800237,NODE,,,,6.3,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800238,NODE,,,,6.7,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800239,NODE,,,,6.7,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800240,NODE,,,,9.7,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800241,NODE,,,,9.7,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800242,NODE,,,,9.7,-4.42,7.92,2,MISSING_LOAD_PANEL_NODE
N,800243,NODE,,,,10.0,-4.42,7.92,2,MISSING_LOAD_PANEL_NODE
N,800244,NODE,,,,9.7,-4.12,7.92,2,MISSING_LOAD_PANEL_NODE
N,800245,NODE,,,,10.0,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE
N,800246,NODE,,,,9.7,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE
N,800247,NODE,,,,10.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800248,NODE,,,,10.25,-4.42,7.92,2,MISSING_LOAD_PANEL_NODE
N,800249,NODE,,,,10.25,-4.12,7.92,2,MISSING_LOAD_PANEL_NODE
