kind,id,type,i,j,x_m,y_m,z_m,level,status
N,800250,NODE,,,,15.0,-4.42,7.92,2,MISSING_LOAD_PANEL_NODE
N,800251,NODE,,,,15.0,-4.12,7.92,2,MISSING_LOAD_PANEL_NODE
N,800252,NODE,,,,17.49,-4.42,7.92,2,MISSING_LOAD_PANEL_NODE
N,800253,NODE,,,,17.79,-4.42,7.92,2,MISSING_LOAD_PANEL_NODE
N,800254,NODE,,,,17.79,-4.12,7.92,2,MISSING_LOAD_PANEL_NODE
N,800255,NODE,,,,17.79,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE
N,800256,NODE,,,,17.49,-1.09,7.92,2,MISSING_LOAD_PANEL_NODE
N,800257,NODE,,,,17.79,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800258,NODE,,,,17.49,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800259,NODE,,,,17.79,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800260,NODE,,,,20.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800261,NODE,,,,25.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800262,NODE,,,,30.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800263,NODE,,,,35.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800264,NODE,,,,39.7,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800265,NODE,,,,39.7,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800266,NODE,,,,40.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800267,NODE,,,,45.0,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800268,NODE,,,,45.3,-0.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800269,NODE,,,,45.3,0.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800270,NODE,,,,45.3,2.405,7.92,2,MISSING_LOAD_PANEL_NODE
N,800271,NODE,,,,45.0,2.405,7.92,2,MISSING_LOAD_PANEL_NODE
N,800272,NODE,,,,45.3,4.265,7.92,2,MISSING_LOAD_PANEL_NODE
N,800273,NODE,,,,45.0,4.265,7.92,2,MISSING_LOAD_PANEL_NODE
N,800274,NODE,,,,45.3,4.415,7.92,2,MISSING_LOAD_PANEL_NODE
N,800275,NODE,,,,45.0,4.415,7.92,2,MISSING_LOAD_PANEL_NODE
N,800276,NODE,,,,45.3,6.95,7.92,2,MISSING_LOAD_PANEL_NODE
N,800277,NODE,,,,45.0,6.95,7.92,2,MISSING_LOAD_PANEL_NODE
N,800278,NODE,,,,45.3,7.25,7.92,2,MISSING_LOAD_PANEL_NODE
N,800279,NODE,,,,45.3,7.55,7.92,2,MISSING_LOAD_PANEL_NODE
N,800280,NODE,,,,45.0,7.55,7.92,2,MISSING_LOAD_PANEL_NODE
N,800281,NODE,,,,45.3,10.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800282,NODE,,,,45.0,10.0,7.92,2,MISSING_LOAD_PANEL_NODE
N,800283,NODE,,,,45.0,10.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800284,NODE,,,,45.3,10.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800285,NODE,,,,45.3,11.865,7.92,2,MISSING_LOAD_PANEL_NODE
N,800286,NODE,,,,45.0,11.865,7.92,2,MISSING_LOAD_PANEL_NODE
N,800287,NODE,,,,45.3,11.885,7.92,2,MISSING_LOAD_PANEL_NODE
N,800288,NODE,,,,45.0,11.885,7.92,2,MISSING_LOAD_PANEL_NODE
N,800289,NODE,,,,45.3,12.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800290,NODE,,,,45.0,12.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800291,NODE,,,,45.3,12.82,7.92,2,MISSING_LOAD_PANEL_NODE
N,800292,NODE,,,,45.0,12.82,7.92,2,MISSING_LOAD_PANEL_NODE
N,800293,NODE,,,,45.3,15.85,7.92,2,MISSING_LOAD_PANEL_NODE
N,800294,NODE,,,,45.0,15.85,7.92,2,MISSING_LOAD_PANEL_NODE
N,800295,NODE,,,,45.3,16.15,7.92,2,MISSING_LOAD_PANEL_NODE
N,800296,NODE,,,,-32.45,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE
N,800297,NODE,,,,-32.05,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE
N,800298,NODE,,,,-32.05,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800299,NODE,,,,-32.45,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800300,NODE,,,,-32.45,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800301,NODE,,,,-32.05,2.405,11.88,3,MISSING_LOAD_PANEL_NODE
N,800302,NODE,,,,-32.45,2.405,11.88,3,MISSING_LOAD_PANEL_NODE
N,800303,NODE,,,,-32.45,4.265,11.88,3,MISSING_LOAD_PANEL_NODE
N,800304,NODE,,,,-32.05,4.415,11.88,3,MISSING_LOAD_PANEL_NODE
N,800305,NODE,,,,-32.45,4.415,11.88,3,MISSING_LOAD_PANEL_NODE
N,800306,NODE,,,,-32.05,6.95,11.88,3,MISSING_LOAD_PANEL_NODE
N,800307,NODE,,,,-32.45,6.95,11.88,3,MISSING_LOAD_PANEL_NODE
N,800308,NODE,,,,-32.05,7.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800309,NODE,,,,-32.45,7.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800310,NODE,,,,-32.05,7.55,11.88,3,MISSING_LOAD_PANEL_NODE
N,800311,NODE,,,,-32.45,7.55,11.88,3,MISSING_LOAD_PANEL_NODE
N,800312,NODE,,,,-32.05,10.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800313,NODE,,,,-32.45,10.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800314,NODE,,,,-32.05,10.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800315,NODE,,,,-32.45,10.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800316,NODE,,,,-32.05,11.865,11.88,3,MISSING_LOAD_PANEL_NODE
N,800317,NODE,,,,-32.45,11.865,11.88,3,MISSING_LOAD_PANEL_NODE
N,800318,NODE,,,,-32.45,11.885,11.88,3,MISSING_LOAD_PANEL_NODE
N,800319,NODE,,,,-32.05,12.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800320,NODE,,,,-32.45,12.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800321,NODE,,,,-32.05,12.82,11.88,3,MISSING_LOAD_PANEL_NODE
N,800322,NODE,,,,-32.45,12.82,11.88,3,MISSING_LOAD_PANEL_NODE
N,800323,NODE,,,,-32.05,15.85,11.88,3,MISSING_LOAD_PANEL_NODE
N,800324,NODE,,,,-32.45,15.85,11.88,3,MISSING_LOAD_PANEL_NODE
N,800325,NODE,,,,-31.6501,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE
N,800326,NODE,,,,-31.6501,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800327,NODE,,,,-31.6501,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800328,NODE,,,,-30.15,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800329,NODE,,,,-30.15,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800330,NODE,,,,-28.3,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800331,NODE,,,,-28.0,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800332,NODE,,,,-28.0,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800333,NODE,,,,-24.55,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800334,NODE,,,,-20.8,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800335,NODE,,,,-15.8,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800336,NODE,,,,-10.8,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800337,NODE,,,,-5.8,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800338,NODE,,,,-3.22,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800339,NODE,,,,-3.22,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800340,NODE,,,,-0.8,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800341,NODE,,,,-0.8,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800342,NODE,,,,-0.4717,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800343,NODE,,,,-0.4717,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800344,NODE,,,,-0.45,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800345,NODE,,,,-0.45,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800346,NODE,,,,-0.25,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800347,NODE,,,,0.0,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800348,NODE,,,,0.0,2.405,11.88,3,MISSING_LOAD_PANEL_NODE
N,800349,NODE,,,,-0.25,2.405,11.88,3,MISSING_LOAD_PANEL_NODE
N,800350,NODE,,,,0.0,4.265,11.88,3,MISSING_LOAD_PANEL_NODE
N,800351,NODE,,,,-0.25,4.265,11.88,3,MISSING_LOAD_PANEL_NODE
N,800352,NODE,,,,0.0,4.415,11.88,3,MISSING_LOAD_PANEL_NODE
N,800353,NODE,,,,-0.25,4.415,11.88,3,MISSING_LOAD_PANEL_NODE
N,800354,NODE,,,,0.0,6.95,11.88,3,MISSING_LOAD_PANEL_NODE
N,800355,NODE,,,,-0.25,6.95,11.88,3,MISSING_LOAD_PANEL_NODE
N,800356,NODE,,,,0.0,7.55,11.88,3,MISSING_LOAD_PANEL_NODE
N,800357,NODE,,,,-0.25,7.55,11.88,3,MISSING_LOAD_PANEL_NODE
N,800358,NODE,,,,0.0,10.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800359,NODE,,,,-0.25,10.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800360,NODE,,,,0.0,10.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800361,NODE,,,,-0.25,10.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800362,NODE,,,,0.0,11.865,11.88,3,MISSING_LOAD_PANEL_NODE
N,800363,NODE,,,,-0.25,11.865,11.88,3,MISSING_LOAD_PANEL_NODE
N,800364,NODE,,,,0.0,11.885,11.88,3,MISSING_LOAD_PANEL_NODE
N,800365,NODE,,,,-0.25,11.885,11.88,3,MISSING_LOAD_PANEL_NODE
N,800366,NODE,,,,0.0,12.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800367,NODE,,,,-0.25,12.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800368,NODE,,,,0.0,12.82,11.88,3,MISSING_LOAD_PANEL_NODE
N,800369,NODE,,,,-0.25,12.82,11.88,3,MISSING_LOAD_PANEL_NODE
N,800370,NODE,,,,0.0,15.85,11.88,3,MISSING_LOAD_PANEL_NODE
N,800371,NODE,,,,-0.25,15.85,11.88,3,MISSING_LOAD_PANEL_NODE
N,800372,NODE,,,,3.4,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800373,NODE,,,,3.4,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800374,NODE,,,,3.6,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800375,NODE,,,,3.6,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800376,NODE,,,,6.3,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800377,NODE,,,,6.3,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800378,NODE,,,,6.7,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800379,NODE,,,,6.7,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800380,NODE,,,,9.7,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800381,NODE,,,,9.7,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800382,NODE,,,,9.7,-4.42,11.88,3,MISSING_LOAD_PANEL_NODE
N,800383,NODE,,,,10.0,-4.42,11.88,3,MISSING_LOAD_PANEL_NODE
N,800384,NODE,,,,9.7,-4.12,11.88,3,MISSING_LOAD_PANEL_NODE
N,800385,NODE,,,,10.0,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE
N,800386,NODE,,,,9.7,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE
N,800387,NODE,,,,10.0,-2.46,11.88,3,MISSING_LOAD_PANEL_NODE
N,800388,NODE,,,,9.7,-2.46,11.88,3,MISSING_LOAD_PANEL_NODE
N,800389,NODE,,,,10.0,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE
N,800390,NODE,,,,9.7,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE
N,800391,NODE,,,,10.0,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800392,NODE,,,,10.25,-4.42,11.88,3,MISSING_LOAD_PANEL_NODE
N,800393,NODE,,,,10.25,-4.12,11.88,3,MISSING_LOAD_PANEL_NODE
N,800394,NODE,,,,15.0,-4.42,11.88,3,MISSING_LOAD_PANEL_NODE
N,800395,NODE,,,,15.0,-4.12,11.88,3,MISSING_LOAD_PANEL_NODE
N,800396,NODE,,,,17.49,-4.42,11.88,3,MISSING_LOAD_PANEL_NODE
N,800397,NODE,,,,17.79,-4.42,11.88,3,MISSING_LOAD_PANEL_NODE
N,800398,NODE,,,,17.79,-4.12,11.88,3,MISSING_LOAD_PANEL_NODE
N,800399,NODE,,,,17.79,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE
N,800400,NODE,,,,17.49,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE
N,800401,NODE,,,,17.79,-2.46,11.88,3,MISSING_LOAD_PANEL_NODE
N,800402,NODE,,,,17.49,-2.46,11.88,3,MISSING_LOAD_PANEL_NODE
N,800403,NODE,,,,17.79,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE
N,800404,NODE,,,,17.49,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE
N,800405,NODE,,,,17.79,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800406,NODE,,,,17.49,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800407,NODE,,,,17.79,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800408,NODE,,,,19.7,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800409,NODE,,,,19.7,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800410,NODE,,,,19.7,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE
N,800411,NODE,,,,20.0,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE
N,800412,NODE,,,,19.7,-2.46,11.88,3,MISSING_LOAD_PANEL_NODE
N,800413,NODE,,,,20.0,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE
N,800414,NODE,,,,19.7,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE
N,800415,NODE,,,,20.0,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800416,NODE,,,,25.0,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE
N,800417,NODE,,,,30.0,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE
N,800418,NODE,,,,30.3,-2.5,11.88,3,MISSING_LOAD_PANEL_NODE
N,800419,NODE,,,,30.3,-2.46,11.88,3,MISSING_LOAD_PANEL_NODE
N,800420,NODE,,,,30.3,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE
N,800421,NODE,,,,30.0,-1.09,11.88,3,MISSING_LOAD_PANEL_NODE
N,800422,NODE,,,,30.3,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800423,NODE,,,,30.0,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800424,NODE,,,,30.3,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800425,NODE,,,,35.0,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800426,NODE,,,,40.0,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800427,NODE,,,,45.0,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800428,NODE,,,,45.3,-0.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800429,NODE,,,,45.3,0.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800430,NODE,,,,45.3,2.405,11.88,3,MISSING_LOAD_PANEL_NODE
N,800431,NODE,,,,45.0,2.405,11.88,3,MISSING_LOAD_PANEL_NODE
N,800432,NODE,,,,45.3,4.265,11.88,3,MISSING_LOAD_PANEL_NODE
N,800433,NODE,,,,45.0,4.265,11.88,3,MISSING_LOAD_PANEL_NODE
N,800434,NODE,,,,45.3,4.415,11.88,3,MISSING_LOAD_PANEL_NODE
N,800435,NODE,,,,45.0,4.415,11.88,3,MISSING_LOAD_PANEL_NODE
N,800436,NODE,,,,45.3,6.95,11.88,3,MISSING_LOAD_PANEL_NODE
N,800437,NODE,,,,45.0,6.95,11.88,3,MISSING_LOAD_PANEL_NODE
N,800438,NODE,,,,45.3,7.25,11.88,3,MISSING_LOAD_PANEL_NODE
N,800439,NODE,,,,45.3,7.55,11.88,3,MISSING_LOAD_PANEL_NODE
N,800440,NODE,,,,45.0,7.55,11.88,3,MISSING_LOAD_PANEL_NODE
N,800441,NODE,,,,45.3,10.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800442,NODE,,,,45.0,10.0,11.88,3,MISSING_LOAD_PANEL_NODE
N,800443,NODE,,,,45.0,10.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800444,NODE,,,,45.3,10.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800445,NODE,,,,45.3,11.865,11.88,3,MISSING_LOAD_PANEL_NODE
N,800446,NODE,,,,45.0,11.865,11.88,3,MISSING_LOAD_PANEL_NODE
N,800447,NODE,,,,45.3,11.885,11.88,3,MISSING_LOAD_PANEL_NODE
N,800448,NODE,,,,45.0,11.885,11.88,3,MISSING_LOAD_PANEL_NODE
N,800449,NODE,,,,45.3,12.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800450,NODE,,,,45.0,12.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800451,NODE,,,,45.3,12.82,11.88,3,MISSING_LOAD_PANEL_NODE
N,800452,NODE,,,,45.0,12.82,11.88,3,MISSING_LOAD_PANEL_NODE
N,800453,NODE,,,,45.3,15.85,11.88,3,MISSING_LOAD_PANEL_NODE
N,800454,NODE,,,,45.0,15.85,11.88,3,MISSING_LOAD_PANEL_NODE
N,800455,NODE,,,,45.3,16.15,11.88,3,MISSING_LOAD_PANEL_NODE
N,800456,NODE,,,,-32.45,-1.09,15.84,4,MISSING_LOAD_PANEL_NODE
N,800457,NODE,,,,-32.05,-1.09,15.84,4,MISSING_LOAD_PANEL_NODE
N,800458,NODE,,,,-32.05,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800459,NODE,,,,-32.45,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800460,NODE,,,,-32.45,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800461,NODE,,,,-32.05,2.405,15.84,4,MISSING_LOAD_PANEL_NODE
N,800462,NODE,,,,-32.45,2.405,15.84,4,MISSING_LOAD_PANEL_NODE
N,800463,NODE,,,,-32.45,4.265,15.84,4,MISSING_LOAD_PANEL_NODE
N,800464,NODE,,,,-32.05,4.415,15.84,4,MISSING_LOAD_PANEL_NODE
N,800465,NODE,,,,-32.45,4.415,15.84,4,MISSING_LOAD_PANEL_NODE
N,800466,NODE,,,,-32.05,6.95,15.84,4,MISSING_LOAD_PANEL_NODE
N,800467,NODE,,,,-32.45,6.95,15.84,4,MISSING_LOAD_PANEL_NODE
N,800468,NODE,,,,-32.05,7.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800469,NODE,,,,-32.45,7.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800470,NODE,,,,-32.05,7.55,15.84,4,MISSING_LOAD_PANEL_NODE
N,800471,NODE,,,,-32.45,7.55,15.84,4,MISSING_LOAD_PANEL_NODE
N,800472,NODE,,,,-32.05,10.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800473,NODE,,,,-32.45,10.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800474,NODE,,,,-32.05,10.15,15.84,4,MISSING_LOAD_PANEL_NODE
N,800475,NODE,,,,-32.45,10.15,15.84,4,MISSING_LOAD_PANEL_NODE
N,800476,NODE,,,,-32.05,11.865,15.84,4,MISSING_LOAD_PANEL_NODE
N,800477,NODE,,,,-32.45,11.865,15.84,4,MISSING_LOAD_PANEL_NODE
N,800478,NODE,,,,-32.45,11.885,15.84,4,MISSING_LOAD_PANEL_NODE
N,800479,NODE,,,,-32.05,12.15,15.84,4,MISSING_LOAD_PANEL_NODE
N,800480,NODE,,,,-32.45,12.15,15.84,4,MISSING_LOAD_PANEL_NODE
N,800481,NODE,,,,-32.05,12.82,15.84,4,MISSING_LOAD_PANEL_NODE
N,800482,NODE,,,,-32.45,12.82,15.84,4,MISSING_LOAD_PANEL_NODE
N,800483,NODE,,,,-32.05,15.85,15.84,4,MISSING_LOAD_PANEL_NODE
N,800484,NODE,,,,-32.45,15.85,15.84,4,MISSING_LOAD_PANEL_NODE
N,800485,NODE,,,,-31.6501,-1.09,15.84,4,MISSING_LOAD_PANEL_NODE
N,800486,NODE,,,,-31.6501,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800487,NODE,,,,-31.6501,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800488,NODE,,,,-30.15,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800489,NODE,,,,-30.15,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800490,NODE,,,,-28.3,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800491,NODE,,,,-28.0,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800492,NODE,,,,-28.0,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800493,NODE,,,,-24.55,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800494,NODE,,,,-20.8,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800495,NODE,,,,-15.8,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800496,NODE,,,,-10.8,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800497,NODE,,,,-5.8,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800498,NODE,,,,-3.22,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800499,NODE,,,,-3.22,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800500,NODE,,,,-0.8,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800501,NODE,,,,-0.8,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800502,NODE,,,,-0.4717,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800503,NODE,,,,-0.4717,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800504,NODE,,,,-0.45,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800505,NODE,,,,-0.45,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800506,NODE,,,,-0.25,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800507,NODE,,,,0.0,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800508,NODE,,,,0.0,2.405,15.84,4,MISSING_LOAD_PANEL_NODE
N,800509,NODE,,,,-0.25,2.405,15.84,4,MISSING_LOAD_PANEL_NODE
N,800510,NODE,,,,0.0,4.265,15.84,4,MISSING_LOAD_PANEL_NODE
N,800511,NODE,,,,-0.25,4.265,15.84,4,MISSING_LOAD_PANEL_NODE
N,800512,NODE,,,,0.0,4.415,15.84,4,MISSING_LOAD_PANEL_NODE
N,800513,NODE,,,,-0.25,4.415,15.84,4,MISSING_LOAD_PANEL_NODE
N,800514,NODE,,,,0.0,6.95,15.84,4,MISSING_LOAD_PANEL_NODE
N,800515,NODE,,,,-0.25,6.95,15.84,4,MISSING_LOAD_PANEL_NODE
N,800516,NODE,,,,0.0,7.55,15.84,4,MISSING_LOAD_PANEL_NODE
N,800517,NODE,,,,-0.25,7.55,15.84,4,MISSING_LOAD_PANEL_NODE
N,800518,NODE,,,,0.0,10.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800519,NODE,,,,-0.25,10.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800520,NODE,,,,0.0,10.15,15.84,4,MISSING_LOAD_PANEL_NODE
N,800521,NODE,,,,-0.25,10.15,15.84,4,MISSING_LOAD_PANEL_NODE
N,800522,NODE,,,,0.0,11.865,15.84,4,MISSING_LOAD_PANEL_NODE
N,800523,NODE,,,,-0.25,11.865,15.84,4,MISSING_LOAD_PANEL_NODE
N,800524,NODE,,,,0.0,11.885,15.84,4,MISSING_LOAD_PANEL_NODE
N,800525,NODE,,,,-0.25,11.885,15.84,4,MISSING_LOAD_PANEL_NODE
N,800526,NODE,,,,0.0,12.15,15.84,4,MISSING_LOAD_PANEL_NODE
N,800527,NODE,,,,-0.25,12.15,15.84,4,MISSING_LOAD_PANEL_NODE
N,800528,NODE,,,,0.0,12.82,15.84,4,MISSING_LOAD_PANEL_NODE
N,800529,NODE,,,,-0.25,12.82,15.84,4,MISSING_LOAD_PANEL_NODE
N,800530,NODE,,,,0.0,15.85,15.84,4,MISSING_LOAD_PANEL_NODE
N,800531,NODE,,,,-0.25,15.85,15.84,4,MISSING_LOAD_PANEL_NODE
N,800532,NODE,,,,3.4,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800533,NODE,,,,3.4,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800534,NODE,,,,3.6,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800535,NODE,,,,3.6,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800536,NODE,,,,6.3,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800537,NODE,,,,6.3,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800538,NODE,,,,6.7,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800539,NODE,,,,6.7,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800540,NODE,,,,9.7,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800541,NODE,,,,9.7,0.0,15.84,4,MISSING_LOAD_PANEL_NODE
N,800542,NODE,,,,9.7,-2.76,15.84,4,MISSING_LOAD_PANEL_NODE
N,800543,NODE,,,,10.0,-2.76,15.84,4,MISSING_LOAD_PANEL_NODE
N,800544,NODE,,,,9.7,-2.46,15.84,4,MISSING_LOAD_PANEL_NODE
N,800545,NODE,,,,10.0,-1.15,15.84,4,MISSING_LOAD_PANEL_NODE
N,800546,NODE,,,,9.7,-1.15,15.84,4,MISSING_LOAD_PANEL_NODE
N,800547,NODE,,,,10.0,-1.09,15.84,4,MISSING_LOAD_PANEL_NODE
N,800548,NODE,,,,9.7,-1.09,15.84,4,MISSING_LOAD_PANEL_NODE
N,800549,NODE,,,,10.0,-0.25,15.84,4,MISSING_LOAD_PANEL_NODE
N,800550,NODE,,,,10.25,-2.76,15.84,4,MISSING_LOAD_PANEL_NODE
N,800551,NODE,,,,10.25,-2.46,15.84,4,MISSING_LOAD_PANEL_NODE
N,800552,NODE,,,,12.2,-2.76,15.84,4,MISSING_LOAD_PANEL_NODE
N,800553,NODE,,,,12.5,-2.76,15.84,4,MISSING_LOAD_PANEL_NODE
