caso,nodo,ux_m,uy_m,uz_m,rx_rad,ry_rad,rz_rad
Q,501401,2.397426687689125e-06,3.7104131480794204e-05,-0.0006341319438990516,-1.0674845599640788e-05,-0.00019433250863296026,-2.3370498543170435e-09
Q,501451,2.3974272549029957e-06,3.709244622006847e-05,-0.00034387548435042505,-7.315044071029046e-06,2.7129002834093604e-05,-2.3370498543170803e-09
Q,501501,2.3974270097134636e-06,3.708076095795626e-05,-4.204581391656308e-05,-6.4846558619538826e-06,-0.00010298474479123646,-2.337049854316199e-09
Q,502001,2.418226893424432e-06,3.719761344524098e-05,-0.00022514806110779623,-1.8574125782166577e-07,-0.00010069152990495458,-2.3370498543277795e-09
Q,502101,2.4182274041397933e-06,3.717424291813284e-05,-0.0006009029478298582,9.210707300652524e-06,0.00015414232378554966,-2.3370498543170377e-09
Q,502201,2.418226934526828e-06,3.7150872424144525e-05,-0.0007331675055994636,7.942758198511485e-06,-2.5072879914478804e-05,-2.3370498543170555e-09
Q,502301,2.418226989697002e-06,3.7127501920969765e-05,-0.00046529000877372587,9.706595926415568e-06,6.349084538320167e-06,-2.3370498543171423e-09
Q,502401,2.41822663762005e-06,3.710413143626829e-05,-0.0003404570039258337,4.367347053004766e-06,-0.00012115826996206909,-2.337049854317289e-09
Q,502451,2.4182270149598424e-06,3.7092446203335765e-05,-0.00018579153366075587,-1.8109599743061014e-06,2.0949656690350673e-05,-2.3370498543170005e-09
Q,502501,2.418226850049335e-06,3.7080760963088485e-05,-2.4495280118805537e-05,-8.719805675986998e-06,-6.0900995137037434e-05,-2.3370498543162626e-09
Q,600003,-7.300196247070904e-06,-6.3334046995060204e-06,-5.664270481009902e-05,-2.059339136943299e-05,-5.686359195943975e-07,-1.4435142138776717e-12
Q,600004,-8.32303559688017e-06,-5.772938968570923e-06,-0.00013058105205089102,-0.00016268355546163518,-8.421435362428457e-06,-2.6117826502913133e-12
Q,600005,-6.332987036722225e-12,6.118930990773872e-11,-0.00027287946921102953,-0.00027361779750492834,-8.771892904924664e-06,7.233361035631639e-13
Q,600006,1.7089100663227847e-05,2.9200056856949784e-06,-8.941129814812646e-05,-1.5526849513950366e-06,3.903660335457004e-06,5.5893824852363866e-15
Q,601002,-4.039244375381513e-06,-3.285395659720037e-06,-4.4740844180260494e-05,-1.64329549803798e-05,7.01989506718574e-05,-3.404809516711547e-13
Q,601003,-7.3001963567779565e-06,-6.3334057677066005e-06,-0.00010891728012181709,-3.7711851404045293e-05,0.00013390734437822806,-1.4435141906472806e-12
Q,601004,-8.32303731804489e-06,-5.772941867649699e-06,-0.00019045028746438427,-6.239946573672e-05,0.00018923410735275712,-2.611782631460155e-12
Q,601005,-5.434603600752169e-12,6.225984734453726e-11,-0.0002876301448410705,-8.631419700442718e-05,0.0002343981797846282,7.233361009546127e-13
Q,601006,1.708910061624341e-05,2.920005705412638e-06,-8.94112986470316e-05,-1.5526845293201762e-06,3.903660854249129e-06,5.6879464884115184e-15
Q,602002,-4.039239299151014e-06,-3.2853955337420954e-06,-0.00023280344050088193,0.00028622508924099267,3.1977768203439767e-05,-3.404809460626413e-13
Q,602003,-7.300173992412361e-06,-6.33340469950613e-06,-0.00012406267027984972,0.0001734998741611448,2.19234294218909e-05,-1.4435141837227197e-12
Q,602004,-8.322995328511692e-06,-5.7729389685726825e-06,-8.509087522229507e-05,2.201902795971002e-05,4.8888704041086215e-06,-2.6117791307602942e-12
Q,603002,-4.039238876614216e-06,-3.2853956597201334e-06,-5.2747861502815255e-05,4.037616282645368e-05,8.796497304118545e-05,-3.40480933727033e-13
Q,603003,-7.300173044023485e-06,-6.333405767706601e-06,-0.00012961898166620779,8.189677416565577e-05,0.00016634453442297773,-1.4435141901881457e-12
Q,603004,-8.322995137755189e-06,-5.772941867649699e-06,-0.00022855295722470272,0.00012624038645621258,0.0002349119120245465,-2.6117826315323397e-12
Q,603005,-1.71164816535691e-11,6.225984734460756e-11,-0.000347301474410413,0.00016986948920664694,0.00029203585745534854,7.233361009025825e-13
Q,603006,1.7089100545366305e-05,2.9200056301696275e-06,-0.00010181799950902426,1.0993140560373092e-06,4.66409836066292e-06,5.610776542209273e-15
Q,605005,-1.7126194395247104e-11,8.44178087766826e-11,-0.00015325899997188728,-1.1131236274496523e-05,3.272420926825977e-08,7.233457815469448e-13
Q,609002,1.8602100063190356e-13,1.1506967618940463e-14,-3.3237890787764536e-05,-1.264518645151878e-06,-1.6020562561250551e-06,-1.1990704920339985e-15
Q,612002,2.0299984974240204e-13,1.1248071908232815e-14,-5.133316449986525e-05,-1.5506765929632642e-05,-2.279798686904528e-05,-1.166656004425913e-15
Q,612003,-7.844951624302401e-06,-1.0858420642796278e-06,-0.0002621839156592106,-3.22176627329054e-05,-3.867212111577886e-05,3.155404619077418e-10
Q,612004,-4.834738696620106e-06,-1.2070340336887517e-05,-0.00034027769689216615,1.502567616743157e-06,-3.4568960106182374e-05,2.1787303664416306e-07
Q,612005,-3.2919884657568067e-12,8.396747298678428e-11,-0.0003259598421181813,6.483284279705526e-06,-5.2514087063178104e-05,-1.6302508297492948e-12
Q,612006,2.3974272532245507e-06,3.7198003366951166e-05,-0.00033909810407706036,-1.8598203676073085e-05,-1.0229501832946525e-06,-2.337031200505059e-09
Q,700001,3.161593922753835e-14,8.788768027561573e-15,-1.0322840119802154e-11,-9.08659124786287e-15,3.864148262813449e-14,-4.2998617227331e-22
Q,700002,-2.440890653718366e-14,7.030067563290663e-15,-1.0883340071831572e-11,-6.7651040370956945e-15,-3.5311313552738e-14,-4.29986172211042e-22
Q,700003,-4.4313979502946614e-15,5.718178651440179e-14,-8.876930117639978e-13,8.99889095100928e-15,-9.902355119847185e-15,-3.7080891819914e-17
Q,700004,-1.9257218529649605e-13,-2.3726543040213328e-14,-1.1477076341190154e-11,3.3833617278807783e-14,-2.5728684313512607e-13,-4.29986171551179e-22
Q,700005,-8.234973894811571e-14,-8.557776928493731e-15,-1.5233969698653e-11,1.3810848029056543e-14,-1.1179321441544356e-13,-4.2998617220386985e-22
Q,700006,-3.7428207536824414e-14,-7.833365764191066e-15,-1.712834209493259e-11,1.2854627901591838e-14,-5.249679312003298e-14,-4.2998617220693e-22
Q,700007,1.1730146607441232e-14,-1.388927724179769e-14,-8.314830600389777e-12,2.0848428424554422e-14,1.2392232244354265e-14,-4.299861721411019e-22
Q,700008,-2.0570660445696234e-14,-1.647132635775766e-14,-8.933298960830217e-12,2.4256735853942312e-14,-3.024483292658043e-14,-4.299861722160468e-22
Q,701001,-4.039238854072092e-06,-3.2853993497532812e-06,-0.0002780846829379186,5.486914442850992e-06,-1.5809168975534036e-05,-3.404809526799976e-13
Q,701002,-4.039238904326792e-06,-3.285402755000577e-06,-0.0002931838658796191,4.720979424573707e-06,8.590374007864574e-06,-3.404809526306912e-13
Q,701003,-4.039238867931135e-06,-3.285406061765821e-06,-2.8549674318453144e-05,3.658994337356665e-07,-1.0460819152984514e-06,-3.404567001556911e-13
Q,701004,-4.039242068230932e-06,-3.285396830983983e-06,-0.00030917839454587233,-8.673924222252813e-06,8.182764948904169e-05,-3.404809521081842e-13
Q,701005,-4.03924198309603e-06,-3.2853993727525208e-06,-0.0004103845050752342,-2.067729631238432e-06,3.3824352360917117e-05,-3.40480952625012e-13
Q,701006,-4.039241922197992e-06,-3.2854027775428945e-06,-0.00046141657968570984,-1.752237505236027e-06,1.4260446008191453e-05,-3.404809526274352e-13
Q,701007,-4.039244367706303e-06,-3.2853993823523776e-06,-0.0002239913632641062,-4.389666785165671e-06,-7.148652562423191e-06,-3.4048095257530983e-13
Q,701008,-4.039244386970862e-06,-3.28540279062481e-06,-0.0002406521442046436,-5.514180760302139e-06,6.918765555530773e-06,-3.4048095263465433e-13
Q,702001,-7.300173064544167e-06,-6.333420931789708e-06,-0.000492962299972734,6.151284252541712e-06,-9.42427174391531e-06,-1.4435142139446746e-12
Q,702002,-7.300173056145801e-06,-6.333435365071224e-06,-0.0005213226027238392,5.960630012859191e-06,1.2462301098766405e-05,-1.4435142139443963e-12
Q,702003,-7.300173053985363e-06,-6.333449785129112e-06,-5.837472790507051e-05,-3.015365281580658e-07,-1.5616008626904974e-06,-1.443522677355872e-12
Q,702004,-7.300185873920032e-06,-6.333410116369138e-06,-0.000546811969240048,-9.021047580623454e-06,7.065713007108217e-05,-1.4435142140058665e-12
Q,702005,-7.300185895432985e-06,-6.333420944026155e-06,-0.0007250567245161691,-3.865181377641828e-06,3.3579781893039916e-05,-1.4435142139646172e-12
Q,702006,-7.300185866224518e-06,-6.333435380168117e-06,-0.000814931553866025,-3.856840345092208e-06,7.057899994331787e-06,-1.4435142139571822e-12
Q,702007,-7.300196372403209e-06,-6.333420953143288e-06,-0.0003971035366138394,-8.046042575757058e-06,-2.9495764499116884e-06,-1.4435142139815025e-12
Q,702008,-7.300196346287281e-06,-6.333435390204597e-06,-0.0004273099808733301,-9.554183304755904e-06,5.440388877851765e-06,-1.4435142139788218e-12
Q,703001,-8.322995126930899e-06,-5.77296834767229e-06,-0.0006447061950441292,6.822452289115423e-06,-5.741762694399246e-06,-2.611782644608927e-12
Q,703002,-8.32299508427027e-06,-5.772994465076235e-06,-0.0006831406312933887,6.866843214917396e-06,1.5000183234638168e-05,-2.61178264462747e-12
Q,703003,-8.322995124283058e-06,-5.773020739223944e-06,-9.474708287776398e-05,-3.544095821823044e-06,2.357865235639876e-06,-2.611683007121039e-12
Q,703004,-8.32301840222929e-06,-5.7729487583196155e-06,-0.0007131306215988737,-1.2101171067449094e-05,7.538883757429448e-05,-2.6117826445529098e-12
Q,703005,-8.323018384913768e-06,-5.772968350412486e-06,-0.0009452048759555058,-6.0613227784862945e-06,3.6754708652069535e-05,-2.6117826445988336e-12
Q,703006,-8.323018382359208e-06,-5.77299446815507e-06,-0.0010622496706703712,-6.181266319295953e-06,4.470137126533057e-06,-2.6117826446241652e-12
Q,703007,-8.323037306304403e-06,-5.7729683507497955e-06,-0.0005189359773097222,-1.2353888793084607e-05,7.866937586215455e-07,-2.611782644591475e-12
Q,703008,-8.323037314013275e-06,-5.772994469359802e-06,-0.0005593629521286196,-1.43142260404129e-05,3.4802872199941684e-06,-2.611782644593203e-12
Q,704001,-1.7215458151139005e-11,6.934301248645094e-11,-0.0007333388038412817,5.02268753383518e-06,-9.418266006787857e-06,7.233360985270712e-13
Q,704002,-1.7075463152435766e-11,7.658027600297682e-11,-0.0007784914162204366,5.016039316477241e-06,-6.110947469532752e-06,7.233360984618698e-13
Q,704003,-1.7120960983947863e-11,8.411322071140894e-11,-0.00015325899774283697,-1.113123616228067e-05,3.2724233805028385e-08,7.233409763059845e-13
Q,704004,-1.0622398627988022e-11,6.386459476402739e-11,-0.0008086035918553902,-9.721606761960563e-06,8.391703659750851e-05,7.233360983428219e-13
Q,704005,-1.0658909893240436e-11,6.931369011059515e-11,-0.0010713576502314668,-6.187168807788825e-06,3.9298554171351436e-05,7.233360984243401e-13
Q,704006,-1.0608577477879125e-11,7.654512796705249e-11,-0.0012044715600158747,-6.1423034699478886e-06,1.1664129243084504e-05,7.233360984400599e-13
Q,704007,-5.5049342431610004e-12,6.929137873971688e-11,-0.0005892250183724731,-1.0514932333368493e-05,-3.342594055765265e-06,7.23336098337204e-13
Q,704008,-5.389268913027134e-12,7.652108152835882e-11,-0.0006366812765289874,-1.236432254527448e-05,8.404686345980732e-06,7.233360984230763e-13
Q,705001,1.7089100637674936e-05,2.9200056985111722e-06,-0.0007585518190948985,1.5306271979793493e-05,4.17911182827567e-05,5.5893834039870595e-15
Q,705002,1.7089100552900477e-05,2.9200057504158147e-06,-0.0008102907570942997,1.70502641801869e-05,1.5634326087183727e-06,5.58938334528652e-15
Q,705003,1.7089100578243083e-05,2.9200058722961025e-06,-0.00015325899774283697,4.459587111793595e-06,6.45678852673539e-06,5.58938339166965e-15
Q,705004,1.708910093265089e-05,2.920005787294135e-06,-0.0008337322359708284,-2.6872426902291068e-05,5.525684075556733e-05,5.58938233580304e-15
Q,705005,1.7089100778002238e-05,2.9200057831559755e-06,-0.0011038254775363196,-1.0347776265095428e-05,3.252383917223756e-05,5.589383393092828e-15
Q,705006,1.7089100590087223e-05,2.9200058411453317e-06,-0.0012421497819164356,-1.1305268697872653e-05,-2.1681149713441163e-05,5.589383358543023e-15
Q,705007,1.7089100728238445e-05,2.9200058298531437e-06,-0.0006078121037902973,-2.635723229521576e-05,3.5843910025945444e-05,5.589383378053943e-15
Q,705008,1.708910064573142e-05,2.920005898152857e-06,-0.0006591467160565419,-2.9910762836612658e-05,-1.1836242935238039e-05,5.589383365848799e-15
Q,900000,-4.039244441908283e-06,-3.2853956685105642e-06,-3.117965757091431e-05,-6.543047504952831e-07,9.799407744929433e-07,-3.4047148668586764e-13
Q,900001,3.2176554583156166e-15,-5.768545716031314e-13,-3.520244348442915e-05,-1.6832143597845051e-06,-1.3988976965101458e-05,4.448265682940515e-16
Q,900002,3.2475943622011743e-13,9.517835093900348e-13,-0.00011784575831448043,-6.098171227428455e-06,-5.803402648482057e-05,2.297617408379957e-15
Q,900003,-4.039239064053371e-06,-3.2853956285141326e-06,-3.571174003562471e-05,2.2679953212182563e-06,1.5860432311909413e-06,-3.4050015685447844e-13
Q,900004,-1.5758646130328808e-13,2.370345917716625e-13,-6.129093599738906e-05,-7.68878860300934e-06,-2.7581070648244086e-05,2.220765482656308e-16
Q,900005,-4.039240328765403e-06,-3.285395533742084e-06,-0.0014100187410586236,0.00035596898451860923,0.00010603463872405254,-3.404809516711547e-13
Q,900006,-4.039240328765403e-06,-3.285398087349222e-06,-0.002279717025422115,-7.995846405912934e-05,0.00011907145323494823,-3.4048095167115477e-13
Q,900007,-4.039242923230254e-06,-3.2853955337420882e-06,-0.0013120518356472123,-0.00035366363389468847,-0.000123180084361261,-3.404809518397164e-13
Q,900008,-4.039242923230254e-06,-3.2853980873492214e-06,-0.000970755611481603,7.019508975026234e-05,3.0313237985348387e-05,-3.404809516711547e-13
Q,900009,-4.039244375381513e-06,-3.2853968105456535e-06,-0.0007485106906026776,-0.00016057305708040535,0.00019720316281983532,-3.4048095167115467e-13
Q,900010,-4.039238876614144e-06,-3.285396810545653e-06,-0.0009456575831924132,0.00038849942273914344,0.00025680366868223036,-3.404809516711545e-13
Q,900011,-4.039244375381512e-06,-3.285398087349222e-06,-0.0008341650651874244,-8.311555341757908e-05,-0.0001517660722144859,-3.4048095170470027e-13
Q,900012,-4.039238876614143e-06,-3.285398087349222e-06,-0.001084521484057218,0.000451939352436647,-0.0001926479737973224,-3.404809516446136e-13
Q,900013,-4.039244375381513e-06,-3.285401066557549e-06,-0.0008765720931205884,-0.0001626050690577758,2.5373234091090537e-06,-3.4048095167474506e-13
Q,900014,-4.039238876614143e-06,-3.2854010665575495e-06,-0.0010562899673830963,0.00012974021234420536,4.050423502611117e-06,-3.4048095167160855e-13
Q,900015,-4.039244270579503e-06,-3.285404470370801e-06,-0.0009859678925923385,-0.00018278833540895178,-2.621473924704921e-06,-3.3771631564566885e-13
Q,900016,-4.0392387718122795e-06,-3.2854044703708004e-06,-0.001209370191289861,0.00014316455122596368,1.8341172721845142e-06,-3.377163149941199e-13
Q,900017,-7.842736741464335e-06,-1.082607492689436e-06,-0.002531814125109493,0.0006485598656512794,0.00047045712509848075,3.155404804609893e-10
Q,900018,-7.842736738385812e-06,-1.080243900278686e-06,-0.006575885411180537,0.0010741189385598104,0.0004634601565904622,3.1554048046058657e-10
Q,900019,-7.844036556962874e-06,-1.0810300722355344e-06,-0.0013837536758730552,-1.19077318761462e-05,6.111230819979932e-05,3.155404619067865e-10
Q,900020,-7.849132535422672e-06,-1.081030072235534e-06,-0.0010077832879714535,0.0001273897676148031,5.621711539322825e-06,3.1554046190695635e-10
Q,900021,-7.844036556962865e-06,-1.0778746676164644e-06,-0.0008133163899329987,-0.00012698214449101706,-2.3774710072156187e-05,3.155404619069556e-10
Q,900022,-7.84913253542343e-06,-1.0778746676164642e-06,-0.0008504964211918811,0.00011301546051104704,-3.643448371883892e-05,3.1554046190696493e-10
Q,900023,-7.844036556962869e-06,-1.080244376485369e-06,-0.001075189246612101,0.0013986562220795757,-0.0002620276204473271,3.1554046190662816e-10
Q,900024,-7.844036556962867e-06,-1.0747192629973883e-06,-0.0007318802813781757,-0.0001310311808548716,-1.8042771963486988e-05,3.1554046192314205e-10
Q,900025,-7.849132535424186e-06,-1.074719262997388e-06,-0.0007129936475223883,0.00012292643479012522,4.286434559017281e-06,3.1554046192350497e-10
Q,900026,-3.3510233170733543e-06,-7.65841134484322e-06,-0.0009980659491395103,0.0001726509676757877,0.0003605355391184065,2.178730366441645e-07
Q,900027,-3.886990987217998e-06,-6.569046161622411e-06,-0.0015258450340512862,0.00023825444140111447,-2.3915814027562148e-05,2.1787303664416348e-07
Q,900028,-3.351023317073354e-06,-6.5690461616224135e-06,-0.002384299168117795,0.0004039850134270688,-2.7002759539657325e-05,2.1787303664416353e-07
Q,900029,-3.351023317073353e-06,-5.479680978401586e-06,-0.0007235185825634459,0.00016411088548930056,-0.0004161052988143769,2.1787303664416327e-07
Q,900030,-1.6757860351236935e-11,6.725740187993217e-11,-0.0005662108566503701,6.197217909741298e-05,0.00020851782136269205,-1.6302508351113976e-12
Q,900031,-1.2747443293421575e-11,6.367085005684921e-11,-0.0008469947175615141,3.4860826723396665e-05,0.00020021447049511495,-1.6302508331926009e-12
Q,900032,-1.6757860351765568e-11,6.367085005800276e-11,-0.001039393166346612,9.976344108159818e-05,0.0002177133334816584,-1.6302508344620246e-12
Q,900033,-9.28124755903747e-13,6.367085005809314e-11,-0.001400304833763369,-0.0001225918992706399,0.0002623196573786638,-1.630250834560902e-12
Q,900034,-1.9457159141780148e-11,5.121116286150397e-11,-0.0028354567521375897,0.0005809126306841334,-1.629970310776487e-05,-1.6302510328582098e-12
Q,900035,-1.9456246159236657e-11,3.491226734060015e-11,-0.0026424114352243348,0.0005915724523488261,-1.5706415118187334e-05,-1.6302510336525104e-12
Q,900036,-1.2747442922699474e-11,6.041483052701929e-12,-9.878035311051952e-05,-1.2284027680891936e-05,-4.569799603486918e-05,-1.6302508417496922e-12
Q,900037,1.3581107279752587e-11,6.041483052775872e-12,-0.00010212382936435584,9.160923409260135e-06,-4.50089978359884e-05,-1.6302508418263244e-12
Q,900038,2.380483637496229e-06,3.716255773107227e-05,-0.0008666551822213954,-0.00019481561752401596,1.767426158600748e-05,-2.3370498572670396e-09
Q,900039,2.4182269926910794e-06,3.7162557731072264e-05,-0.001720374544957002,8.573315931825015e-05,-1.248308528720856e-05,-2.337049857266483e-09
Q,900040,2.380483637496218e-06,3.713918723249961e-05,-0.001916641016846903,-8.603650287656504e-05,-4.6346999265114474e-05,-2.3370498572664995e-09
Q,900041,2.4182269926910676e-06,3.71391872324996e-05,-0.0013882260266334975,0.00014653368740048299,-3.552555287635495e-05,-2.337049857266493e-09
Q,900042,2.3804836374962027e-06,3.711581673392694e-05,-0.0012590961625845167,-0.00018742105433723887,-1.5699816845923357e-05,-2.3370498572659544e-09
Q,900043,2.418226992691059e-06,3.711581673392694e-05,-0.0013953503893719553,0.00016062847363458154,9.98875849326732e-06,-2.3370498572664734e-09
Q,900044,2.3804836374962086e-06,3.708648675821824e-05,-0.00020398307663808073,-2.790861203440277e-05,-4.106891111585936e-05,-2.337049857266608e-09
Q,900045,2.418226992691062e-06,3.708648675821824e-05,-0.00020568704814712707,2.3781089883979747e-05,-4.0483711898012076e-05,-2.3370498572664598e-09
Q,900046,2.3708549851666822e-06,3.7150872225516614e-05,-0.0028486164879702987,0.0005386924999770667,-1.3231381769088504e-05,-2.3370498570679807e-09
Q,900047,2.3708549842536997e-06,3.7127501723331133e-05,-0.0026557020548281865,0.0005440929133541574,-1.7880207462353952e-05,-2.3370498570669467e-09
Q,900048,-7.30019620719367e-06,-6.333405190288054e-06,-5.5830798487636206e-05,-6.686027745068277e-07,1.0319070813212957e-06,-1.443497572424996e-12
Q,900049,-7.844036436792294e-06,-1.0858428000162072e-06,-0.0001194852810290821,-8.04388450761687e-06,-3.46997925632712e-05,3.155444231320949e-10
Q,900050,-7.846324284923771e-06,-1.0858413262435417e-06,-0.00019993720464372392,-5.346009161842399e-06,-4.463061394454035e-05,3.1554475393223196e-10
Q,900051,-7.300173326501589e-06,-6.333405199989604e-06,-6.3833508702581e-05,1.3701100209259524e-06,1.2931393092466278e-06,-1.4434910387792875e-12
Q,900052,-7.849132521179281e-06,-1.0858420658706396e-06,-0.00017709518365357054,7.116460820467815e-06,-0.00013234826682230144,3.1554487672826064e-10
Q,900053,-7.30017920061155e-06,-6.33340469950602e-06,-0.001469328392761371,0.0003687536532600058,0.00013521732093851305,-1.4435142138776715e-12
Q,900054,-7.300179200611552e-06,-6.333415525862624e-06,-0.002520707688056522,-6.538964831545217e-05,0.00013828545997293066,-1.4435142138776717e-12
Q,900055,-7.300190200189864e-06,-6.333404699506021e-06,-0.0013786138732979332,-0.0003650417714414825,-8.878803895690826e-05,-1.4435142138776717e-12
Q,900056,-7.300190200189862e-06,-6.333415525862623e-06,-0.0012124717003848971,5.328385557454602e-05,4.266294954554295e-05,-1.4435142138776713e-12
Q,900057,-7.3001963567779844e-06,-6.333410112684321e-06,-0.0008109447511040656,-0.00018838776812689793,0.00021373222105008192,-1.4435142138776715e-12
Q,900058,-7.300173044023431e-06,-6.333410112684321e-06,-0.0010150672742383856,0.0004094444215651653,0.00027613391637721285,-1.4435142138776715e-12
Q,900059,-7.3001963567779844e-06,-6.333415525862625e-06,-0.0009655151041896399,-0.00011300971778377944,-0.00013482889569478508,-1.4435142139036649e-12
Q,900060,-7.3001730440234315e-06,-6.333415525862625e-06,-0.0012400706136063426,0.0004743236488516378,-0.00016999547663660948,-1.443514213864306e-12
Q,900061,-7.3001963567779844e-06,-6.333428156611997e-06,-0.0010663539486340235,-0.00018945873895447843,3.906628072232878e-06,-1.4435142138796613e-12
Q,900062,-7.3001730440234315e-06,-6.333428156611997e-06,-0.0012831660194136992,0.00015022158552341816,3.49414872910502e-06,-1.443514213875742e-12
Q,900063,-7.300196370888428e-06,-6.333442590163119e-06,-0.0011485804408305131,-0.00018690659751415345,-1.1246450374277982e-05,-1.4390988971722287e-12
Q,900064,-7.300173058266703e-06,-6.333442590163117e-06,-0.0015209327968458302,0.00013020046670629638,1.3607999779943689e-05,-1.4390988965760233e-12
Q,900065,-8.323036953353792e-06,-5.772939863711196e-06,-7.381675228157694e-05,-1.7914102637519353e-06,1.7464201634017197e-06,-2.6117655184364597e-12
Q,900066,-3.886991161477862e-06,-1.2070340691387553e-05,-0.00015891773454386658,-5.454928778784853e-06,-2.7138040467640117e-05,2.1787303082836245e-07
Q,900067,-5.466570485981224e-06,-1.2070339633442233e-05,-0.00026313687611545435,-4.954981192113974e-06,-3.952290653187721e-05,2.1787303097907134e-07
Q,900068,-8.32299554487425e-06,-5.772939860279534e-06,-8.426013791668926e-05,6.33214117601071e-07,2.269512093468883e-06,-2.6117665125497083e-12
Q,900069,-7.4056405528230395e-06,-1.207034033479456e-05,-0.0002202874816697719,9.092194448498436e-06,-0.00014505974873302822,2.1787303066667775e-07
Q,900070,-8.323006277008139e-06,-5.772938968570923e-06,-0.001519150784291816,0.0003774843421284713,0.00015530462435208483,-2.611782650291073e-12
Q,900071,-8.32300627700814e-06,-5.772958556940801e-06,-0.0026970099996586976,-5.454397494912266e-05,0.00015181149635438572,-2.6117826502913133e-12
Q,900072,-8.323026178791934e-06,-5.772938968570922e-06,-0.0014195351766895707,-0.0003707930801364506,-6.405920019724427e-05,-2.6117826502913133e-12
Q,900073,-8.323026178791932e-06,-5.772958556940799e-06,-0.0013866479578276238,4.025088799989956e-05,5.331671381296428e-05,-2.611782650291313e-12
Q,900074,-8.323037318044937e-06,-5.7729487627558624e-06,-0.0008573699663232589,-0.0002065483544291845,0.00022482694750334173,-2.611782650291313e-12
Q,900075,-8.322995137755133e-06,-5.7729487627558624e-06,-0.00106892282125022,0.00042498176931561274,0.0002898467569901789,-2.611782650291313e-12
Q,900076,-8.323037318044937e-06,-5.7729585569408e-06,-0.0010579361347936597,-0.00013489598971706379,-0.00012345776626517462,-2.611782650290621e-12
Q,900077,-8.322995137755134e-06,-5.7729585569408e-06,-0.0013531953778259105,0.0004908434030249329,-0.00015477271477471483,-2.6117826502849487e-12
Q,900078,-8.323037318044938e-06,-5.772981410038991e-06,-0.001202326672535421,-0.00020799563518821877,5.0035645794432195e-06,-2.611782650292125e-12
Q,900079,-8.322995137755133e-06,-5.77298141003899e-06,-0.0014429180325176486,0.00016450630720783098,3.4591930470949453e-06,-2.6117826502908747e-12
Q,900080,-8.32303720294753e-06,-5.773007529958431e-06,-0.0012270543666182147,-0.00019917815176166657,-2.6015337929783068e-05,-2.6174209611212924e-12
Q,900081,-8.322995113953502e-06,-5.77300752995843e-06,-0.0016483656990152196,0.00013599637353682795,-2.957291818637435e-07,-2.617420960838717e-12
Q,900082,-5.482450706880121e-12,6.140975025891621e-11,-8.503983053689941e-05,-1.8701551652648693e-06,5.808107247008047e-06,7.233327382636442e-13
Q,900083,-1.280683804664436e-11,8.391004419829574e-11,-0.0001572688692984348,-1.4331815312672241e-05,-2.4187319038472108e-05,-1.6299889399145018e-12
Q,900084,-1.1465232065752662e-12,8.438188251576819e-11,-0.0003151118411472967,-1.1994604795956852e-05,-5.9595779069354596e-05,-1.6310244029595102e-12
Q,900085,-1.696156706923916e-11,6.141414871618436e-11,-9.693259608235612e-05,3.382744405839961e-07,6.039487895925964e-06,7.233295411865149e-13
Q,900086,1.3581094072801747e-11,8.396747348989338e-11,-0.00016277543964684593,1.3205776556134524e-05,5.0642265378963224e-05,-1.6302508678170262e-12
Q,900087,-1.4031453186760969e-11,6.118930991532999e-11,-0.0015340953312555858,0.0003773282993481097,0.0001697353719377605,7.233361031707534e-13
Q,900088,-1.403145318694498e-11,6.661433068446246e-11,-0.0028045058535737482,-4.9554340029775726e-05,0.0001619373385257096,7.23336103563164e-13
Q,900089,-8.519632077793669e-12,6.118930990773872e-11,-0.0014291799154032097,-0.0003680979686128822,-4.4259284579073276e-05,7.233361035631638e-13
Q,900090,-8.519632077793667e-12,6.661433068446245e-11,-0.0014963777054910984,3.39291260329412e-05,6.004104755096682e-05,7.233361035631638e-13
Q,900091,-5.434603596096776e-12,6.39018202961006e-11,-0.0008920864364557144,-0.00021583309901449392,0.00023196149825706583,7.23336103563164e-13
Q,900092,-1.711648166864187e-11,6.39018202961006e-11,-0.00111156481374047,0.0004298937172600008,0.0002992670934700233,7.23336103563164e-13
Q,900093,-5.4346035987974716e-12,6.661433068442759e-11,-0.0011220112568018927,-0.0001474995808044612,-0.00011709328039479243,7.233361034977999e-13
Q,900094,-1.711648167244256e-11,6.661433068447834e-11,-0.0014315662962761646,0.0004983945315785806,-0.00014700212348015302,7.233361035929712e-13
Q,900095,-5.4346035968166576e-12,7.294352159060922e-11,-0.0012657505071950105,-0.00021849388617907614,5.8567702718513145e-06,7.233361035593708e-13
Q,900096,-1.711648167031106e-11,7.294352159065516e-11,-0.0015573839844931993,0.00016836982846052918,1.0647384070277904e-05,7.233361035672098e-13
Q,900097,-5.434603786070721e-12,8.017688262815054e-11,-0.0012764597974978804,-0.00022181280423401385,-3.89441196068738e-05,7.23336107030522e-13
Q,900098,-1.7116481667728217e-11,8.017688262644781e-11,-0.0013583451224016376,0.00019457518586612945,-7.8695530291242e-05,7.233361039804921e-13
Q,900099,1.708910062097099e-05,2.9200056866335024e-06,-8.941129785170803e-05,-1.5526845618982594e-06,3.903660417711719e-06,5.764196249895716e-15
Q,900100,2.3804837932468947e-06,3.7198197690456756e-05,-0.00018780464451640617,-9.199429856708957e-06,-1.6576487326029e-05,-2.337020027339283e-09
