losa_id,area_neta_m2,espesor_m,densidad_kg_m3,masa_propia_kg,peso_propio_kN,G_losa_kN,adicional_G_kN,Q_losa_kN
1000084,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,157.887065
1000085,36.25,0.15,2500.0,13593.75,133.3091484375,225.73682399999998,92.42767556249999,142.196425
1000086,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,157.887065
1000087,36.25,0.15,2500.0,13593.75,133.3091484375,225.73682399999998,92.42767556249999,142.196425
1000088,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,157.887065
1000089,15.99375,0.15,2500.0,5997.65625,58.81691566406249,99.59664599999999,40.7797303359375,73.404768941945
1000090,28.575,0.15,2500.0,10715.625,105.08438390625,177.94289,72.85850609375001,109.22822897434
1000091,15.99375,0.15,2500.0,5997.65625,58.81691566406249,99.596645,40.7797293359375,70.447973745765
1000092,15.99375,0.15,2500.0,5997.65625,58.81691566406249,99.596643,40.77972733593751,78.42255421875
1000093,11.19375,0.15,2500.0,4197.65625,41.1649456640625,69.705974,28.541028335937497,54.88659421875
1000094,17.38125,0.15,2500.0,6517.968750000001,63.9194382421875,108.236915,44.31747675781249,85.22591765624999
1000095,15.99375,0.15,2500.0,5997.65625,58.81691566406249,99.596643,40.77972733593751,75.11280984375
1000096,27.1875,0.15,2500.0,10195.3125,99.981861328125,169.302619,69.32075767187499,133.3091484375
1000097,33.375,0.15,2500.0,12515.625,122.73635390624999,207.83356,85.09720609375002,160.33872259667498
1000098,36.25,0.15,2500.0,13593.75,133.3091484375,225.73682399999998,92.42767556249999,177.74553125
1000099,44.5,0.15,2500.0,16687.5,163.64847187499998,277.11141200000003,113.46294012500005,213.78497
1000100,36.25,0.15,2500.0,13593.75,133.3091484375,225.73682399999998,92.42767556249999,177.74553125
1000101,44.5,0.15,2500.0,16687.5,163.64847187499998,277.11141200000003,113.46294012500005,213.78497
1000102,36.25,0.15,2500.0,13593.75,133.3091484375,225.73682399999998,92.42767556249999,177.74553125
1000103,44.5,0.15,2500.0,16687.5,163.64847187499998,277.11141200000003,113.46294012500005,213.78497
1000104,38.7875,0.15,2500.0,14545.3125,142.64078882812498,241.53840300000002,98.89761417187503,190.1877184375
1000105,41.1536,0.15,2500.0,15432.599999999999,151.34210679,256.232093,104.88998621000002,197.054800583375
1000106,57.5015,0.15,2500.0,21563.0625,211.461406865625,358.07465,146.613243134375,140.974242493
1000107,83.6,0.15,2500.0,31349.999999999996,307.4384774999999,520.595822,213.15734450000008,315.86238985
1000108,5.412,0.15,2500.0,2029.5,19.902596175,33.701731,13.799134825000003,25.4274175875
1000109,15.95,0.15,2500.0,5981.249999999999,58.656025312499985,99.324204,40.66817868750001,46.0360916875
1000110,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111411,113.46293912499999,132.26719187499998
1000111,20.3,0.15,2500.0,7612.5,74.653123125,126.412622,51.759498875000006,59.72249849999999
1000112,36.25,0.15,2500.0,13593.75,133.3091484375,225.73682399999998,92.42767556249999,106.64731875000001
1000113,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,130.9187775
1000114,36.25,0.15,2500.0,13593.75,133.3091484375,225.73682399999998,92.42767556249999,106.64731875000001
1000115,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,130.9187775
1000116,41.2,0.15,2500.0,15450.000000000002,151.51274250000003,256.561576,105.04883349999997,121.210194
1000117,36.25,0.15,2500.0,13593.75,133.3091484375,225.73682399999998,92.42767556249999,106.64731875000001
1000118,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,130.9187775
1000119,36.25,0.15,2500.0,13593.75,133.3091484375,225.73682399999998,92.42767556249999,106.64731875000001
1000120,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,130.9187775
1000121,36.25,0.15,2500.0,13593.75,133.3091484375,225.73682399999998,92.42767556249999,106.64731875000001
1000122,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,130.9187775
1000123,36.25,0.15,2500.0,13593.75,133.3091484375,225.73682399999998,92.42767556249999,106.64731875000001
1000124,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,130.9187775
1000125,18.4875,0.15,2500.0,6932.8125,67.98766570312499,115.12577999999999,47.138114296875,54.3901325625
1000126,22.695,0.15,2500.0,8510.625,83.46072065624999,141.32682,57.86609934375001,66.768576525
1000127,17.7625,0.15,2500.0,6660.937499999999,65.32148273437498,110.611044,45.289561265625025,52.2571861875
1000128,21.805,0.15,2500.0,8176.875,80.18775121875,135.784592,55.59684078125001,64.150200975
1000129,15.99375,0.15,2500.0,5997.65625,58.81691566406249,90.185938,31.3690223359375,31.369021687500002
1000130,28.575,0.15,2500.0,10715.625,105.08438390625,161.12939,56.045006093750004,56.04500475
1000131,15.99375,0.15,2500.0,5997.65625,58.81691566406249,90.18593800000001,31.369022335937515,31.369021687500002
1000132,15.99375,0.15,2500.0,5997.65625,58.81691566406249,90.185938,31.3690223359375,31.369021687500002
1000133,11.19375,0.15,2500.0,4197.65625,41.1649456640625,63.119584,21.954638335937503,21.954637687499996
1000134,17.38125,0.15,2500.0,6517.968750000001,63.9194382421875,98.009806,34.090367757812494,34.0903670625
1000135,15.99375,0.15,2500.0,5997.65625,58.81691566406249,90.185938,31.3690223359375,31.369021687500002
1000136,23.677925,0.15,2500.0,8879.221875,87.07542120046874,133.51564499999998,46.44022379953124,46.44022464025
1000137,29.71438,0.15,2500.0,11142.892499999998,109.27444673512498,167.554151,58.27970426487501,58.2797049254
1000138,32.740425,0.15,2500.0,12277.659375000001,120.40270830984376,184.617492,64.21478369015624,64.21477972658
1000139,40.83938,0.15,2500.0,15314.7675,150.18656470387498,230.28606000000002,80.09949529612504,80.09949921407
1000140,36.25,0.15,2500.0,13593.75,133.3091484375,204.40736,71.09821156250001,71.0982125
1000141,44.5,0.15,2500.0,16687.5,163.64847187499998,250.927656,87.27918412500003,87.279185
1000142,36.25,0.15,2500.0,13593.75,133.3091484375,204.40736,71.09821156250001,71.0982125
1000143,44.5,0.15,2500.0,16687.5,163.64847187499998,250.927656,87.27918412500003,87.279185
1000144,35.277925,0.15,2500.0,13229.221875000001,129.73434870046876,198.925996,69.19164729953124,69.19165067892
1000145,37.49298,0.15,2500.0,14059.8675,137.880199618875,211.41630700000002,73.53610738112502,73.5361064634
1000146,72.5,0.15,2500.0,27187.5,266.618296875,456.87221,190.253913125,355.71171212499996
1000147,89.0,0.15,2500.0,33375.0,327.29694374999997,554.2228259999999,226.92588224999997,436.395925
1000148,36.25,0.15,2500.0,13593.75,133.3091484375,343.50586500000003,210.19671656250003,57.8984616
1000149,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,218.1979625
1000150,36.25,0.15,2500.0,13593.75,133.3091484375,343.50586500000003,210.19671656250003,57.8984616
1000151,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,218.1979625
1000152,36.25,0.15,2500.0,13593.75,133.3091484375,315.712837,182.40368856249998,181.423025
1000153,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,218.1979625
1000154,41.2,0.15,2500.0,15450.000000000002,151.51274250000003,436.513604,285.0008614999999,209.37197749999999
1000155,36.25,0.15,2500.0,13593.75,133.3091484375,315.712837,182.40368856249998,181.423025
1000156,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,218.1979625
1000157,36.25,0.15,2500.0,13593.75,133.3091484375,315.712837,182.40368856249998,181.423025
1000158,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,218.1979625
1000159,36.25,0.15,2500.0,13593.75,133.3091484375,315.712837,182.40368856249998,181.423025
1000160,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,218.1979625
1000161,36.25,0.15,2500.0,13593.75,133.3091484375,310.314277,177.0051285625,181.20237537499997
1000162,44.5,0.15,2500.0,16687.5,163.64847187499998,277.111412,113.46294012499999,218.1979625
1000163,18.4875,0.15,2500.0,6932.8125,67.98766570312499,115.12577999999999,47.138114296875,90.6502209375
1000164,22.695,0.15,2500.0,8510.625,83.46072065624999,141.32682,57.86609934375001,111.28096087499999
1000165,17.7625,0.15,2500.0,6660.937499999999,65.32148273437498,110.611044,45.289561265625025,87.09531031249999
1000166,21.805,0.15,2500.0,8176.875,80.18775121875,135.784592,55.59684078125001,106.917001625
1000167,36.8,0.15,2500.0,13799.999999999998,135.33176999999995,229.161797,93.83002700000006,72.176944
1000168,36.8,0.15,2500.0,13799.999999999998,135.33176999999995,229.161798,93.83002800000006,72.176944
1000169,36.8,0.15,2500.0,13799.999999999998,135.33176999999995,229.16179699999998,93.83002700000003,72.176944
1000170,36.8,0.15,2500.0,13799.999999999998,135.33176999999995,207.508714,72.17694400000005,72.176944
1000171,36.8,0.15,2500.0,13799.999999999998,135.33176999999995,207.508715,72.17694500000005,72.176944
1000172,52.6125,0.15,2500.0,19729.687499999996,193.48213992187493,296.672618,103.19047807812507,103.19047462500001
1000173,52.6125,0.15,2500.0,19729.687499999996,193.48213992187493,296.672618,103.19047807812507,103.19047462500001
1000174,59.11,0.15,2500.0,22166.25,217.37665556249996,333.310876,115.93422043750004,115.9342163
1000175,59.11,0.15,2500.0,22166.25,217.37665556249996,333.310876,115.93422043750004,115.9342163
1000176,0.336,0.15,2500.0,126.0,1.2356379,2.092347,0.8567091000000002,0.6590068800000001
1000177,0.1,0.15,2500.0,37.5,0.367749375,0.622722,0.254972625,0.196133
1000178,0.962,0.15,2500.0,360.74999999999994,3.537748987499999,5.990588,2.4528390125000006,1.88679946
1000179,0.744,0.15,2500.0,279.0,2.7360553499999996,4.633054,1.89699865,1.45922952
1000180,0.06,0.15,2500.0,22.5,0.220649625,0.373633,0.152983375,0.1176798
1000181,1.014,0.15,2500.0,380.24999999999994,3.7289786624999994,6.314404,2.5854253375000003,1.98878862
1000182,0.12,0.15,2500.0,45.0,0.44129925,0.747267,0.30596775000000004,0.2353596
1000183,0.12,0.15,2500.0,45.0,0.44129925,0.747267,0.30596775000000004,0.2353596
1000184,0.98,0.15,2500.0,367.5,3.603943875,6.102678,2.498734125,1.9221034
1000185,0.06,0.15,2500.0,22.5,0.220649625,0.373633,0.152983375,0.1176798
1000186,0.686,0.15,2500.0,257.25,2.5227607125,4.271875,1.7491142874999999,1.3454723800000001
1000187,0.008,0.15,2500.0,2.9999999999999996,0.029419949999999993,0.049818,0.020398050000000008,0.01569064
1000188,0.106,0.15,2500.0,39.74999999999999,0.3898143374999999,0.660086,0.27027166250000006,0.20790097999999999
1000189,0.268,0.15,2500.0,100.5,0.9855683249999999,1.668896,0.683327675,0.52563644
1000190,1.212,0.15,2500.0,454.5,4.457122425,7.547394,3.090271575,2.37713196
1000191,0.12,0.15,2500.0,45.0,0.44129925,0.747267,0.30596775000000004,0.2353596
1000192,0.335916,0.15,2500.0,125.96849999999999,1.2353289905249998,2.091824,0.8564950094750001,0.65884212828
1000193,0.099975,0.15,2500.0,37.490625,0.36765743765625003,0.622567,0.25490956234374995,0.19608396674999998
1000194,0.375025,0.15,2500.0,140.634375,1.3791520935937498,2.335364,0.9562119064062504,1.8388694581249998
1000195,0.4625,0.15,2500.0,173.43750000000003,1.7008408593750002,2.880091,1.179250140625,2.2677878125
1000196,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.367749375
1000197,0.8625,0.15,2500.0,323.4375,3.171838359375,5.37098,2.199141640625,4.2291178125
1000198,0.9375,0.15,2500.0,351.5625,3.447650390625,5.838021,2.3903706093750006,4.5968671875
1000199,1.25,0.15,2500.0,468.75,4.5968671875,7.784028,3.1871608125,6.129156249999999
1000200,1.25,0.15,2500.0,468.75,4.5968671875,7.784028,3.1871608125,6.129156249999999
1000201,1.25,0.15,2500.0,468.75,4.5968671875,7.784028,3.1871608125,6.129156249999999
1000202,0.645,0.15,2500.0,241.875,2.37198346875,4.016559,1.6445755312500001,3.162644625
1000203,0.605,0.15,2500.0,226.875,2.2248837187499997,3.76747,1.5425862812500002,2.966511625
1000204,0.082075,0.15,2500.0,30.778125,0.30183029953124996,0.511099,0.20926870046875,0.402440399375
1000205,0.005425,0.15,2500.0,2.0343750000000003,0.01995040359375,0.033783,0.013832596406250001,0.026600538125
1000206,0.0625,0.15,2500.0,23.4375,0.22984335937499997,0.389201,0.15935764062500005,0.153228875
1000207,0.60125,0.15,2500.0,225.46874999999997,2.2110931171874997,3.744118,1.5330248828125002,1.4740617774999998
1000208,0.465,0.15,2500.0,174.37500000000003,1.71003459375,2.895659,1.18562440625,1.14002283
1000209,0.0375,0.15,2500.0,14.0625,0.137906015625,0.233521,0.09561498437500002,0.09193732499999999
1000210,0.63375,0.15,2500.0,237.65625000000003,2.3306116640625,3.946502,1.6158903359375003,1.5537407925
1000211,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.18387464999999997
1000212,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.367749375
1000213,0.6125,0.15,2500.0,229.6875,2.252464921875,3.814174,1.5617090781249998,3.0032865625
1000214,0.0375,0.15,2500.0,14.0625,0.137906015625,0.233521,0.09561498437500002,0.1838746875
1000215,0.42875,0.15,2500.0,160.78125,1.5767254453125,2.669922,1.0931965546875002,2.10230059375
1000216,0.005,0.15,2500.0,1.875,0.01838746875,0.031136,0.01274853125,0.024516625
1000217,0.06625,0.15,2500.0,24.84375,0.24363396093749998,0.412554,0.1689200390625,0.32484528125
1000218,0.1675,0.15,2500.0,62.81250000000001,0.615980203125,1.04306,0.4270797968750001,0.4927841625
1000219,0.7575,0.15,2500.0,284.0625,2.785701515625,4.717121,1.9314194843749997,2.2285612125
1000220,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.220649625
1000221,0.0875,0.15,2500.0,32.8125,0.321780703125,0.544882,0.22310129687499997,0.25742456249999995
1000222,0.85,0.15,2500.0,318.75,3.1258696874999994,5.293139,2.1672693125000007,2.0839127
1000223,1.19,0.15,2500.0,446.25,4.3762175625,7.410395,3.0341774375000004,3.50097405
1000224,0.05,0.15,2500.0,18.75,0.1838746875,0.311361,0.1274863125,0.1225831
1000225,0.07,0.15,2500.0,26.25,0.25742456249999995,0.435906,0.17848143750000006,0.20593965
1000226,0.675,0.15,2500.0,253.12500000000003,2.4823082812500004,4.203375,1.72106671875,1.65487185
1000227,0.945,0.15,2500.0,354.37499999999994,3.4752315937499993,5.884725,2.409493406250001,2.7801852749999996
1000228,0.1,0.15,2500.0,37.5,0.367749375,0.622722,0.254972625,0.2451662
1000229,0.14,0.15,2500.0,52.5,0.5148491249999999,0.871811,0.3569618750000001,0.4118793
1000230,0.825,0.15,2500.0,309.37499999999994,3.033932343749999,5.137459,2.1035266562500006,2.0226211499999995
1000231,1.155,0.15,2500.0,433.12499999999994,4.247505281249999,7.192442,2.944936718750001,3.3980042249999998
1000232,0.0625,0.15,2500.0,23.4375,0.22984335937499997,0.389201,0.15935764062500005,0.153228875
1000233,0.60125,0.15,2500.0,225.46874999999997,2.2110931171874997,3.744118,1.5330248828125002,1.4740617774999998
1000234,0.465,0.15,2500.0,174.37500000000003,1.71003459375,2.895659,1.18562440625,1.14002283
1000235,0.0375,0.15,2500.0,14.0625,0.137906015625,0.233521,0.09561498437500002,0.09193732499999999
1000236,0.63375,0.15,2500.0,237.65625000000003,2.3306116640625,3.946502,1.6158903359375003,1.5537407925
1000237,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.18387464999999997
1000238,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.367749375
1000239,0.6125,0.15,2500.0,229.6875,2.252464921875,3.814174,1.5617090781249998,3.0032865625
1000240,0.0375,0.15,2500.0,14.0625,0.137906015625,0.233521,0.09561498437500002,0.1103248125
1000241,0.42875,0.15,2500.0,160.78125,1.5767254453125,2.669922,1.0931965546875002,1.2613803562500001
1000242,0.005,0.15,2500.0,1.875,0.01838746875,0.031136,0.01274853125,0.014709975
1000243,0.06625,0.15,2500.0,24.84375,0.24363396093749998,0.412554,0.1689200390625,0.19490716875
1000244,0.1675,0.15,2500.0,62.81250000000001,0.615980203125,1.04306,0.4270797968750001,0.4927841625
1000245,0.7575,0.15,2500.0,284.0625,2.785701515625,4.717121,1.9314194843749997,2.2285612125
1000246,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.220649625
1000247,0.0875,0.15,2500.0,32.8125,0.321780703125,0.544882,0.22310129687499997,0.25742456249999995
1000248,0.336,0.15,2500.0,126.0,1.2356379,2.092347,0.8567091000000002,0.6590068800000001
1000249,0.1,0.15,2500.0,37.5,0.367749375,0.622722,0.254972625,0.196133
1000250,0.962,0.15,2500.0,360.74999999999994,3.537748987499999,5.990588,2.4528390125000006,1.88679946
1000251,0.744,0.15,2500.0,279.0,2.7360553499999996,4.633054,1.89699865,1.45922952
1000252,0.06,0.15,2500.0,22.5,0.220649625,0.373633,0.152983375,0.1176798
1000253,1.014,0.15,2500.0,380.24999999999994,3.7289786624999994,6.314404,2.5854253375000003,1.98878862
1000254,0.12,0.15,2500.0,45.0,0.44129925,0.747267,0.30596775000000004,0.2353596
1000255,0.12,0.15,2500.0,45.0,0.44129925,0.747267,0.30596775000000004,0.2353596
1000256,0.98,0.15,2500.0,367.5,3.603943875,6.102678,2.498734125,1.9221034
1000257,0.06,0.15,2500.0,22.5,0.220649625,0.373633,0.152983375,0.1176798
1000258,0.686,0.15,2500.0,257.25,2.5227607125,4.271875,1.7491142874999999,1.3454723800000001
1000259,0.008,0.15,2500.0,2.9999999999999996,0.029419949999999993,0.049818,0.020398050000000008,0.01569064
1000260,0.106,0.15,2500.0,39.74999999999999,0.3898143374999999,0.660086,0.27027166250000006,0.20790097999999999
1000261,0.04,0.15,2500.0,15.0,0.14709975,0.249089,0.10198925,0.0784532
1000262,0.228,0.15,2500.0,85.5,0.8384685749999999,1.419807,0.5813384250000001,0.44718324000000004
1000263,1.212,0.15,2500.0,454.5,4.457122425,7.547394,3.090271575,2.37713196
1000264,0.12,0.15,2500.0,45.0,0.44129925,0.747267,0.30596775000000004,0.2353596
1000265,0.335916,0.15,2500.0,125.96849999999999,1.2353289905249998,2.091824,0.8564950094750001,0.65884212828
1000266,0.099975,0.15,2500.0,37.490625,0.36765743765625003,0.622567,0.25490956234374995,0.19608396674999998
1000267,0.375025,0.15,2500.0,140.634375,1.3791520935937498,2.335364,0.9562119064062504,1.8388694581249998
1000268,0.4625,0.15,2500.0,173.43750000000003,1.7008408593750002,2.880091,1.179250140625,2.2677878125
1000269,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.367749375
1000270,0.8625,0.15,2500.0,323.4375,3.171838359375,5.37098,2.199141640625,4.2291178125
1000271,0.9375,0.15,2500.0,351.5625,3.447650390625,5.838021,2.3903706093750006,4.5968671875
1000272,1.25,0.15,2500.0,468.75,4.5968671875,7.784028,3.1871608125,6.129156249999999
1000273,1.25,0.15,2500.0,468.75,4.5968671875,7.784028,3.1871608125,6.129156249999999
1000274,1.25,0.15,2500.0,468.75,4.5968671875,7.784028,3.1871608125,6.129156249999999
1000275,0.645,0.15,2500.0,241.875,2.37198346875,4.016559,1.6445755312500001,3.162644625
1000276,0.605,0.15,2500.0,226.875,2.2248837187499997,3.76747,1.5425862812500002,2.966511625
1000277,0.082075,0.15,2500.0,30.778125,0.30183029953124996,0.511099,0.20926870046875,0.402440399375
1000278,0.005425,0.15,2500.0,2.0343750000000003,0.01995040359375,0.033783,0.013832596406250001,0.026600538125
1000279,0.0625,0.15,2500.0,23.4375,0.22984335937499997,0.389201,0.15935764062500005,0.153228875
1000280,0.60125,0.15,2500.0,225.46874999999997,2.2110931171874997,3.744118,1.5330248828125002,1.4740617774999998
1000281,0.465,0.15,2500.0,174.37500000000003,1.71003459375,2.895659,1.18562440625,1.14002283
1000282,0.0375,0.15,2500.0,14.0625,0.137906015625,0.233521,0.09561498437500002,0.09193732499999999
1000283,0.63375,0.15,2500.0,237.65625000000003,2.3306116640625,3.946502,1.6158903359375003,1.5537407925
1000284,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.18387464999999997
1000285,0.075,0.15,2500.0,28.125,0.27581203125,0.467042,0.19122996875000003,0.367749375
1000286,0.6125,0.15,2500.0,229.6875,2.252464921875,3.814174,1.5617090781249998,3.0032865625
1000287,0.0375,0.15,2500.0,14.0625,0.137906015625,0.233521,0.09561498437500002,0.1838746875
1000288,0.42875,0.15,2500.0,160.78125,1.5767254453125,2.669922,1.0931965546875002,2.10230059375
1000289,0.005,0.15,2500.0,1.875,0.01838746875,0.031136,0.01274853125,0.024516625
1000290,0.06625,0.15,2500.0,24.84375,0.24363396093749998,0.412554,0.1689200390625,0.32484528125
1000291,0.025,0.15,2500.0,9.375,0.09193734375,0.155681,0.06374365625000002,0.073549875
1000292,0.1425,0.15,2500.0,53.43749999999999,0.524042859375,0.887379,0.3633361406250001,0.41923428749999997
1000293,0.7575,0.15,2500.0,284.0625,2.785701515625,4.717121,1.9314194843749997,2.2285612125
