z_m,slab_id,receptor,tag,area_m2,q_Q_kN_m2,Q_kN
7.92,1000050,beam,416,6.25,2.941995,18.38746875
7.92,1000050,beam,426,12.25,2.941995,36.03943875
7.92,1000050,beam,422,12.25,2.941995,36.03943875
7.92,1000051,beam,403,6.25,4.903325,30.64578125
7.92,1000051,beam,410,6.25,4.903325,30.64578125
7.92,1000051,beam,235,11.875,4.903325,58.226984374999994
7.92,1000051,beam,236,11.875,4.903325,58.226984374999994
7.92,1000052,beam,410,6.25,4.903325,30.64578125
7.92,1000052,beam,417,0.0,4.903325,0.0
7.92,1000052,beam,422,3.75,4.903325,18.38746875
7.92,1000052,beam,423,3.75,4.903325,18.38746875
7.92,1000052,beam,410,0.0,2.941995,0.0
7.92,1000052,beam,417,6.25,2.941995,18.38746875
7.92,1000052,beam,422,12.25,2.941995,36.03943875
7.92,1000052,beam,423,12.25,2.941995,36.03943875
11.88,1000053,beam,289,0.023668,1.96133,0.04642075844
11.88,1000053,beam,507,0.056292,1.96133,0.11040718836
11.88,1000053,beam,293,0.07996,1.96133,0.1568279468
11.88,1000053,beam,294,0.238824,1.96133,0.46841267592
11.88,1000053,beam,528,1.306829,1.96133,2.56312292257
11.88,1000053,beam,295,0.0,1.96133,0.0
11.88,1000053,beam,289,1.016957,4.903325,4.986470682025001
11.88,1000053,beam,507,2.418708,4.903325,11.8597114041
11.88,1000053,beam,293,3.435665,4.903325,16.846182086125
11.88,1000053,beam,294,0.453589,4.903325,2.224094283425
11.88,1000053,beam,528,2.482007,4.903325,12.170086973274998
11.88,1000053,beam,295,4.48125,4.903325,21.97302515625
11.88,1000054,beam,293,0.07996,1.96133,0.1568279468
11.88,1000054,beam,292,0.07996,1.96133,0.1568279468
11.88,1000054,beam,529,2.887318,1.96133,5.66298341294
11.88,1000054,beam,532,0.0,1.96133,0.0
11.88,1000054,beam,533,0.0,1.96133,0.0
11.88,1000054,beam,293,1.936265,4.903325,9.494136581125
11.88,1000054,beam,292,1.741252,4.903325,8.5379244629
11.88,1000054,beam,529,0.0,4.903325,0.0
11.88,1000054,beam,532,4.181546,4.903325,20.50347904045
11.88,1000054,beam,533,6.492954,4.903325,31.83706367205
11.88,1000054,beam,293,1.4994,2.941995,4.411227303
11.88,1000054,beam,292,1.694413,2.941995,4.984954573935
11.88,1000054,beam,529,7.884557,2.941995,23.196327271215
11.88,1000054,beam,532,0.038145,2.941995,0.112222399275
11.88,1000054,beam,533,0.05923,2.941995,0.17425436384999998
11.88,1000055,beam,292,0.07996,1.96133,0.1568279468
11.88,1000055,beam,291,0.307837,1.96133,0.6037699432100001
11.88,1000055,beam,519,0.732153,1.96133,1.43599364349
11.88,1000055,beam,530,1.519198,1.96133,2.97964861334
11.88,1000055,beam,531,0.026455,1.96133,0.05188698515
11.88,1000055,beam,534,0.045,1.96133,0.08825985
11.88,1000055,beam,292,3.435665,4.903325,16.846182086125
11.88,1000055,beam,291,0.732788,4.903325,3.5930977201
11.88,1000055,beam,519,1.742847,4.903325,8.545745266275
11.88,1000055,beam,530,2.885351,4.903325,14.147813692075
11.88,1000055,beam,531,0.050246,4.903325,0.24637246794999998
11.88,1000055,beam,534,4.43625,4.903325,21.75237553125
11.88,1000056,beam,508,0.045,4.903325,0.220649625
11.88,1000056,beam,527,0.045,4.903325,0.220649625
11.88,1000056,beam,295,1.1895,4.903325,5.8325050874999995
11.88,1000056,beam,298,0.0,4.903325,0.0
11.88,1000056,beam,508,3.470625,4.903325,17.017602328125
11.88,1000056,beam,527,3.470625,4.903325,17.017602328125
11.88,1000056,beam,295,3.29175,4.903325,16.14052006875
11.88,1000056,beam,298,4.48125,4.903325,21.97302515625
11.88,1000057,beam,532,0.8055,4.903325,3.9496282875
11.88,1000057,beam,537,0.0,4.903325,0.0
11.88,1000057,beam,527,0.045,4.903325,0.220649625
11.88,1000057,beam,290,0.045,4.903325,0.220649625
11.88,1000057,beam,532,1.422056,4.903325,6.972802736199999
11.88,1000057,beam,537,2.227556,4.903325,10.922431023699998
11.88,1000057,beam,527,3.324319,4.903325,16.300216460675
11.88,1000057,beam,290,3.324319,4.903325,16.300216460675
11.88,1000058,beam,290,2.525625,4.903325,12.383960203124998
11.88,1000058,beam,526,0.0646,4.903325,0.316754795
11.88,1000058,beam,533,4.145387,4.903325,20.326179711775
11.88,1000058,beam,538,3.624887,4.903325,17.773999049274998
11.88,1000058,beam,290,0.99,4.903325,4.85429175
11.88,1000058,beam,526,0.0,4.903325,0.0
11.88,1000058,beam,533,0.0,4.903325,0.0
11.88,1000058,beam,538,0.045,4.903325,0.220649625
11.88,1000058,beam,290,0.0,4.903325,0.0
11.88,1000058,beam,526,3.451025,4.903325,16.921497158125
11.88,1000058,beam,533,1.029613,4.903325,5.048527163224999
11.88,1000058,beam,538,1.505113,4.903325,7.380058200724999
11.88,1000059,beam,526,0.045,4.903325,0.220649625
11.88,1000059,beam,520,0.0,4.903325,0.0
11.88,1000059,beam,534,1.1445,4.903325,5.6118554625
11.88,1000059,beam,539,0.0,4.903325,0.0
11.88,1000059,beam,526,0.0,1.96133,0.0
11.88,1000059,beam,520,1.035,1.96133,2.0299765499999998
11.88,1000059,beam,534,0.045,1.96133,0.08825985
11.88,1000059,beam,539,0.045,1.96133,0.08825985
11.88,1000059,beam,526,3.470625,4.903325,17.017602328125
11.88,1000059,beam,520,2.480625,4.903325,12.163310578124998
11.88,1000059,beam,534,3.29175,4.903325,16.14052006875
11.88,1000059,beam,539,4.43625,4.903325,21.75237553125
11.88,1000060,beam,509,3.515625,4.903325,17.238251953124998
11.88,1000060,beam,514,3.515625,4.903325,17.238251953124998
11.88,1000060,beam,298,5.928718,4.903325,29.07043118735
11.88,1000060,beam,537,4.149407,4.903325,20.345891078275
11.88,1000060,beam,296,10.078125,4.903325,49.416322265625
11.88,1000061,beam,514,1.035,4.903325,5.074941374999999
11.88,1000061,beam,521,0.0,4.903325,0.0
11.88,1000061,beam,538,0.023435,4.903325,0.114909421375
11.88,1000061,beam,539,0.021565,4.903325,0.105740203625
11.88,1000061,beam,535,0.045,4.903325,0.220649625
11.88,1000061,beam,514,2.480625,4.903325,12.163310578124998
11.88,1000061,beam,521,0.0,4.903325,0.0
11.88,1000061,beam,538,1.892896,4.903325,9.281484279199999
11.88,1000061,beam,539,1.741791,4.903325,8.540567355075
11.88,1000061,beam,535,3.634687,4.903325,17.822051634275
11.88,1000061,beam,514,0.0,4.903325,0.0
11.88,1000061,beam,521,2.480625,4.903325,12.163310578124998
11.88,1000061,beam,538,4.919968,4.903325,24.124202093599997
11.88,1000061,beam,539,4.52722,4.903325,22.198431006499998
11.88,1000061,beam,535,9.447187,4.903325,46.32262819677499
11.88,1000061,beam,514,0.0,1.96133,0.0
11.88,1000061,beam,521,1.035,1.96133,2.0299765499999998
11.88,1000061,beam,538,0.023435,1.96133,0.04596376855
11.88,1000061,beam,539,0.021565,1.96133,0.04229608145
11.88,1000061,beam,535,0.045,1.96133,0.08825985
11.88,1000062,beam,510,6.25,4.903325,30.64578125
11.88,1000062,beam,515,6.25,4.903325,30.64578125
11.88,1000062,beam,296,11.875,4.903325,58.226984374999994
11.88,1000062,beam,299,11.875,4.903325,58.226984374999994
11.88,1000063,beam,515,1.41,4.903325,6.913688249999999
11.88,1000063,beam,522,0.0,4.903325,0.0
11.88,1000063,beam,535,0.045,4.903325,0.220649625
11.88,1000063,beam,540,0.045,4.903325,0.220649625
11.88,1000063,beam,515,4.84,4.903325,23.732093
11.88,1000063,beam,522,0.0,4.903325,0.0
11.88,1000063,beam,535,4.08,4.903325,20.005565999999998
11.88,1000063,beam,540,4.08,4.903325,20.005565999999998
11.88,1000063,beam,515,0.0,4.903325,0.0
11.88,1000063,beam,522,4.84,4.903325,23.732093
11.88,1000063,beam,535,11.83,4.903325,58.00633474999999
11.88,1000063,beam,540,11.83,4.903325,58.00633474999999
11.88,1000063,beam,515,0.0,1.96133,0.0
11.88,1000063,beam,522,1.41,1.96133,2.7654753
11.88,1000063,beam,535,0.045,1.96133,0.08825985
11.88,1000063,beam,540,0.045,1.96133,0.08825985
11.88,1000064,beam,511,6.25,4.903325,30.64578125
11.88,1000064,beam,516,6.25,4.903325,30.64578125
11.88,1000064,beam,299,11.875,4.903325,58.226984374999994
11.88,1000064,beam,297,11.875,4.903325,58.226984374999994
11.88,1000065,beam,516,1.41,4.903325,6.913688249999999
11.88,1000065,beam,523,0.0,4.903325,0.0
11.88,1000065,beam,540,0.045,4.903325,0.220649625
11.88,1000065,beam,536,0.045,4.903325,0.220649625
11.88,1000065,beam,516,4.84,4.903325,23.732093
11.88,1000065,beam,523,0.0,4.903325,0.0
11.88,1000065,beam,540,4.08,4.903325,20.005565999999998
11.88,1000065,beam,536,4.08,4.903325,20.005565999999998
11.88,1000065,beam,516,0.0,4.903325,0.0
11.88,1000065,beam,523,4.84,4.903325,23.732093
11.88,1000065,beam,540,11.83,4.903325,58.00633474999999
11.88,1000065,beam,536,11.83,4.903325,58.00633474999999
11.88,1000065,beam,516,0.0,1.96133,0.0
11.88,1000065,beam,523,1.41,1.96133,2.7654753
11.88,1000065,beam,540,0.045,1.96133,0.08825985
11.88,1000065,beam,536,0.045,1.96133,0.08825985
11.88,1000066,beam,512,6.25,4.903325,30.64578125
11.88,1000066,beam,517,6.25,4.903325,30.64578125
11.88,1000066,beam,297,11.875,4.903325,58.226984374999994
11.88,1000066,beam,300,11.875,4.903325,58.226984374999994
11.88,1000067,beam,517,1.41,4.903325,6.913688249999999
11.88,1000067,beam,524,0.0,4.903325,0.0
11.88,1000067,beam,536,0.045,4.903325,0.220649625
11.88,1000067,beam,541,0.045,4.903325,0.220649625
11.88,1000067,beam,517,4.84,4.903325,23.732093
11.88,1000067,beam,524,0.0,4.903325,0.0
11.88,1000067,beam,536,4.08,4.903325,20.005565999999998
11.88,1000067,beam,541,4.08,4.903325,20.005565999999998
11.88,1000067,beam,517,0.0,4.903325,0.0
11.88,1000067,beam,524,4.84,4.903325,23.732093
11.88,1000067,beam,536,11.83,4.903325,58.00633474999999
11.88,1000067,beam,541,11.83,4.903325,58.00633474999999
11.88,1000067,beam,517,0.0,1.96133,0.0
11.88,1000067,beam,524,1.41,1.96133,2.7654753
11.88,1000067,beam,536,0.045,1.96133,0.08825985
11.88,1000067,beam,541,0.045,1.96133,0.08825985
11.88,1000068,beam,513,7.680625,4.903325,37.660600578125
11.88,1000068,beam,518,7.680625,4.903325,37.660600578125
11.88,1000068,beam,300,12.418125,4.903325,60.890102765624995
11.88,1000068,beam,301,6.604875,4.903325,32.385848709375
11.88,1000068,beam,542,4.40325,4.903325,21.590565806249998
11.88,1000069,beam,518,1.555,4.903325,7.624670374999999
11.88,1000069,beam,525,0.0,4.903325,0.0
11.88,1000069,beam,541,0.045,4.903325,0.220649625
11.88,1000069,beam,543,0.005,4.903325,0.024516625
11.88,1000069,beam,518,6.125625,4.903325,30.035930203124998
11.88,1000069,beam,525,0.0,4.903325,0.0
11.88,1000069,beam,541,4.152187,4.903325,20.359522321774996
11.88,1000069,beam,543,3.632187,4.903325,17.809793321775
11.88,1000069,beam,518,0.0,4.903325,0.0
11.88,1000069,beam,525,6.125625,4.903325,30.035930203124998
11.88,1000069,beam,541,12.234037,4.903325,59.987459473025
11.88,1000069,beam,543,5.673937,4.903325,27.821157140524996
11.88,1000069,beam,518,0.0,1.96133,0.0
11.88,1000069,beam,525,1.550425,1.96133,3.04089506525
11.88,1000069,beam,541,0.045,1.96133,0.08825985
11.88,1000069,beam,543,0.003065,1.96133,0.00601147645
11.88,1000070,beam,332,13.09,2.451662,32.09225558
11.88,1000070,beam,333,13.035,2.451662,31.957414169999996
11.88,1000070,beam,328,19.1615,2.451662,46.977521413
11.88,1000070,beam,329,12.215,2.451662,29.947051329999997
11.88,1000071,beam,638,11.16,4.903325,54.721106999999996
11.88,1000071,beam,639,3.78125,4.903325,18.54069765625
11.88,1000071,beam,329,20.29875,4.903325,99.53136834374999
11.88,1000071,beam,330,0.0,4.903325,0.0
11.88,1000071,beam,638,7.965,2.941995,23.432990175
11.88,1000071,beam,639,15.34375,2.941995,45.141235781249996
11.88,1000071,beam,329,0.36125,2.941995,1.06279569375
11.88,1000071,beam,330,23.79,2.941995,69.99006105
11.88,1000072,beam,616,0.03125,2.451662,0.0766144375
11.88,1000072,beam,624,0.03125,2.451662,0.0766144375
11.88,1000072,beam,333,1.75,2.451662,4.2904085
11.88,1000072,beam,339,0.0,2.451662,0.0
11.88,1000072,beam,616,6.21875,3.92266,24.394041875
11.88,1000072,beam,624,6.21875,3.92266,24.394041875
11.88,1000072,beam,333,10.125,3.92266,39.7169325
11.88,1000072,beam,339,11.875,3.92266,46.5815875
11.88,1000073,beam,624,6.25,4.903325,30.64578125
11.88,1000073,beam,631,0.0,4.903325,0.0
11.88,1000073,beam,639,3.75,4.903325,18.38746875
11.88,1000073,beam,644,3.75,4.903325,18.38746875
11.88,1000073,beam,624,0.0,2.941995,0.0
11.88,1000073,beam,631,6.25,2.941995,18.38746875
11.88,1000073,beam,639,12.25,2.941995,36.03943875
11.88,1000073,beam,644,12.25,2.941995,36.03943875
11.88,1000074,beam,338,4.21235,4.903325,20.654521063749996
11.88,1000074,beam,341,4.21235,4.903325,20.654521063749996
11.88,1000074,beam,331,11.1858,4.903325,54.847612784999995
11.88,1000074,beam,616,6.258879,4.903325,30.689317872674998
11.88,1000074,beam,617,3.116921,4.903325,15.283276662325
11.88,1000074,beam,338,0.03125,2.451662,0.0766144375
11.88,1000074,beam,341,0.0,2.451662,0.0
11.88,1000074,beam,331,0.0,2.451662,0.0
11.88,1000074,beam,616,0.020861,2.451662,0.051144120981999996
11.88,1000074,beam,617,0.010389,2.451662,0.025470316518
11.88,1000074,beam,338,0.0,3.92266,0.0
11.88,1000074,beam,341,0.03125,3.92266,0.122583125
11.88,1000074,beam,331,0.0,3.92266,0.0
11.88,1000074,beam,616,1.187417,3.92266,4.65783316922
11.88,1000074,beam,617,0.591333,3.92266,2.31959830578
11.88,1000075,beam,617,3.1125,3.92266,12.20927925
11.88,1000075,beam,618,3.1375,3.92266,12.307345750000001
11.88,1000075,beam,625,6.25,3.92266,24.516625
11.88,1000075,beam,339,11.875,3.92266,46.5815875
11.88,1000075,beam,334,11.875,3.92266,46.5815875
11.88,1000076,beam,625,6.25,4.903325,30.64578125
11.88,1000076,beam,632,0.0,4.903325,0.0
11.88,1000076,beam,644,3.75,4.903325,18.38746875
11.88,1000076,beam,640,3.75,4.903325,18.38746875
11.88,1000076,beam,625,0.0,2.941995,0.0
11.88,1000076,beam,632,6.25,2.941995,18.38746875
11.88,1000076,beam,644,12.25,2.941995,36.03943875
11.88,1000076,beam,640,12.25,2.941995,36.03943875
11.88,1000077,beam,242,1.48165,4.903325,7.265011486249999
11.88,1000077,beam,243,1.48165,4.903325,7.265011486249999
11.88,1000077,beam,245,4.6371,4.903325,22.7372083575
11.88,1000077,beam,619,3.4496,4.903325,16.91450992
11.88,1000077,beam,242,0.03125,3.92266,0.122583125
11.88,1000077,beam,243,0.03125,3.92266,0.122583125
11.88,1000077,beam,245,0.0,3.92266,0.0
11.88,1000077,beam,619,1.1875,3.92266,4.65815875
11.88,1000078,beam,619,6.25,3.92266,24.516625
11.88,1000078,beam,626,6.25,3.92266,24.516625
11.88,1000078,beam,334,11.875,3.92266,46.5815875
11.88,1000078,beam,340,11.875,3.92266,46.5815875
11.88,1000079,beam,626,6.25,4.903325,30.64578125
11.88,1000079,beam,633,0.0,4.903325,0.0
11.88,1000079,beam,640,3.75,4.903325,18.38746875
11.88,1000079,beam,645,3.75,4.903325,18.38746875
11.88,1000079,beam,626,0.0,2.941995,0.0
11.88,1000079,beam,633,6.25,2.941995,18.38746875
11.88,1000079,beam,640,12.25,2.941995,36.03943875
11.88,1000079,beam,645,12.25,2.941995,36.03943875
11.88,1000080,beam,243,1.48165,4.903325,7.265011486249999
11.88,1000080,beam,244,1.48165,4.903325,7.265011486249999
11.88,1000080,beam,246,4.6371,4.903325,22.7372083575
11.88,1000080,beam,620,3.4496,4.903325,16.91450992
11.88,1000080,beam,243,0.03125,3.92266,0.122583125
11.88,1000080,beam,244,0.03125,3.92266,0.122583125
11.88,1000080,beam,246,0.0,3.92266,0.0
11.88,1000080,beam,620,1.1875,3.92266,4.65815875
11.88,1000081,beam,620,6.25,3.92266,24.516625
11.88,1000081,beam,627,6.25,3.92266,24.516625
11.88,1000081,beam,340,11.875,3.92266,46.5815875
11.88,1000081,beam,335,11.875,3.92266,46.5815875
11.88,1000082,beam,627,6.25,4.903325,30.64578125
11.88,1000082,beam,634,0.0,4.903325,0.0
11.88,1000082,beam,645,3.75,4.903325,18.38746875
11.88,1000082,beam,641,3.75,4.903325,18.38746875
11.88,1000082,beam,627,0.0,2.941995,0.0
11.88,1000082,beam,634,6.25,2.941995,18.38746875
11.88,1000082,beam,645,12.25,2.941995,36.03943875
11.88,1000082,beam,641,12.25,2.941995,36.03943875
11.88,1000083,beam,621,6.25,3.92266,24.516625
11.88,1000083,beam,628,6.25,3.92266,24.516625
11.88,1000083,beam,335,11.875,3.92266,46.5815875
11.88,1000083,beam,342,11.875,3.92266,46.5815875
11.88,1000084,beam,628,6.25,4.903325,30.64578125
11.88,1000084,beam,635,0.0,4.903325,0.0
11.88,1000084,beam,641,3.75,4.903325,18.38746875
11.88,1000084,beam,646,3.75,4.903325,18.38746875
11.88,1000084,beam,628,0.0,2.941995,0.0
11.88,1000084,beam,635,6.25,2.941995,18.38746875
11.88,1000084,beam,641,12.25,2.941995,36.03943875
11.88,1000084,beam,646,12.25,2.941995,36.03943875
11.88,1000085,beam,622,6.25,3.92266,24.516625
11.88,1000085,beam,629,6.25,3.92266,24.516625
11.88,1000085,beam,342,11.875,3.92266,46.5815875
11.88,1000085,beam,336,11.875,3.92266,46.5815875
11.88,1000086,beam,629,6.25,4.903325,30.64578125
11.88,1000086,beam,636,0.0,4.903325,0.0
11.88,1000086,beam,646,3.75,4.903325,18.38746875
11.88,1000086,beam,642,3.75,4.903325,18.38746875
11.88,1000086,beam,629,0.0,2.941995,0.0
11.88,1000086,beam,636,6.25,2.941995,18.38746875
11.88,1000086,beam,646,12.25,2.941995,36.03943875
11.88,1000086,beam,642,12.25,2.941995,36.03943875
11.88,1000087,beam,623,6.25,3.92266,24.516625
11.88,1000087,beam,630,6.25,3.92266,24.516625
11.88,1000087,beam,336,11.875,3.92266,46.5815875
11.88,1000087,beam,337,11.875,3.92266,46.5815875
11.88,1000088,beam,630,6.25,4.903325,30.64578125
11.88,1000088,beam,637,0.0,4.903325,0.0
11.88,1000088,beam,642,3.75,4.903325,18.38746875
11.88,1000088,beam,643,3.75,4.903325,18.38746875
11.88,1000088,beam,630,0.0,2.941995,0.0
11.88,1000088,beam,637,6.25,2.941995,18.38746875
11.88,1000088,beam,642,12.25,2.941995,36.03943875
11.88,1000088,beam,643,12.25,2.941995,36.03943875
15.84,1000089,beam,302,0.031558,1.96133,0.06189565214000001
15.84,1000089,beam,544,0.048402,1.96133,0.09493229466
15.84,1000089,beam,306,0.07996,1.96133,0.1568279468
15.84,1000089,beam,307,0.450106,1.96133,0.8828064009800001
15.84,1000089,beam,566,1.095548,1.96133,2.14873115884
15.84,1000089,beam,308,0.0,1.96133,0.0
15.84,1000089,beam,302,1.355942,4.903325,6.6486243071499995
15.84,1000089,beam,544,2.079723,4.903325,10.197557778975
15.84,1000089,beam,306,3.435665,4.903325,16.846182086125
15.84,1000089,beam,307,0.854868,4.903325,4.1916956360999995
15.84,1000089,beam,566,2.080729,4.903325,10.202490523924999
15.84,1000089,beam,308,4.48125,4.903325,21.97302515625
15.84,1000090,beam,306,0.07996,1.96133,0.1568279468
15.84,1000090,beam,305,0.07996,1.96133,0.1568279468
15.84,1000090,beam,567,2.887318,1.96133,5.66298341294
15.84,1000090,beam,569,0.0,1.96133,0.0
15.84,1000090,beam,570,0.0,1.96133,0.0
15.84,1000090,beam,306,1.936265,4.903325,9.494136581125
15.84,1000090,beam,305,1.741252,4.903325,8.5379244629
15.84,1000090,beam,567,0.0,4.903325,0.0
15.84,1000090,beam,569,4.181546,4.903325,20.50347904045
15.84,1000090,beam,570,6.492954,4.903325,31.83706367205
15.84,1000090,beam,306,1.4994,2.941995,4.411227303
15.84,1000090,beam,305,1.694413,2.941995,4.984954573935
15.84,1000090,beam,567,7.884557,2.941995,23.196327271215
15.84,1000090,beam,569,0.038145,2.941995,0.112222399275
15.84,1000090,beam,570,0.05923,2.941995,0.17425436384999998
15.84,1000091,beam,305,0.07996,1.96133,0.1568279468
15.84,1000091,beam,304,0.410449,1.96133,0.80502593717
15.84,1000091,beam,556,0.629541,1.96133,1.23473764953
15.84,1000091,beam,568,1.545653,1.96133,3.03153559849
15.84,1000091,beam,571,0.045,1.96133,0.08825985
15.84,1000091,beam,305,3.435665,4.903325,16.846182086125
15.84,1000091,beam,304,0.977051,4.903325,4.790798594575
15.84,1000091,beam,556,1.498584,4.903325,7.348044391799999
15.84,1000091,beam,568,2.935597,4.903325,14.394186160024999
15.84,1000091,beam,571,4.43625,4.903325,21.75237553125
15.84,1000092,beam,545,0.045,4.903325,0.220649625
15.84,1000092,beam,565,0.045,4.903325,0.220649625
15.84,1000092,beam,308,1.1895,4.903325,5.8325050874999995
15.84,1000092,beam,311,0.0,4.903325,0.0
15.84,1000092,beam,545,3.470625,4.903325,17.017602328125
15.84,1000092,beam,565,3.470625,4.903325,17.017602328125
15.84,1000092,beam,308,3.29175,4.903325,16.14052006875
15.84,1000092,beam,311,4.48125,4.903325,21.97302515625
15.84,1000093,beam,569,0.8055,4.903325,3.9496282875
15.84,1000093,beam,574,0.0,4.903325,0.0
15.84,1000093,beam,565,0.045,4.903325,0.220649625
15.84,1000093,beam,303,0.045,4.903325,0.220649625
15.84,1000093,beam,569,1.422056,4.903325,6.972802736199999
15.84,1000093,beam,574,2.227556,4.903325,10.922431023699998
15.84,1000093,beam,565,3.324319,4.903325,16.300216460675
15.84,1000093,beam,303,3.324319,4.903325,16.300216460675
15.84,1000094,beam,303,2.525625,4.903325,12.383960203124998
15.84,1000094,beam,564,0.0646,4.903325,0.316754795
15.84,1000094,beam,570,4.145387,4.903325,20.326179711775
15.84,1000094,beam,575,3.624887,4.903325,17.773999049274998
15.84,1000094,beam,303,0.99,4.903325,4.85429175
15.84,1000094,beam,564,0.0,4.903325,0.0
15.84,1000094,beam,570,0.0,4.903325,0.0
15.84,1000094,beam,575,0.045,4.903325,0.220649625
15.84,1000094,beam,303,0.0,4.903325,0.0
15.84,1000094,beam,564,3.451025,4.903325,16.921497158125
15.84,1000094,beam,570,1.029613,4.903325,5.048527163224999
15.84,1000094,beam,575,1.505113,4.903325,7.380058200724999
15.84,1000095,beam,564,0.045,4.903325,0.220649625
15.84,1000095,beam,557,0.0,4.903325,0.0
15.84,1000095,beam,571,1.1445,4.903325,5.6118554625
15.84,1000095,beam,576,0.0,4.903325,0.0
15.84,1000095,beam,564,0.0,1.96133,0.0
15.84,1000095,beam,557,1.035,1.96133,2.0299765499999998
15.84,1000095,beam,571,0.045,1.96133,0.08825985
15.84,1000095,beam,576,0.045,1.96133,0.08825985
15.84,1000095,beam,564,3.470625,4.903325,17.017602328125
15.84,1000095,beam,557,2.480625,4.903325,12.163310578124998
15.84,1000095,beam,571,3.29175,4.903325,16.14052006875
15.84,1000095,beam,576,4.43625,4.903325,21.75237553125
15.84,1000096,beam,546,3.515625,4.903325,17.238251953124998
15.84,1000096,beam,551,3.515625,4.903325,17.238251953124998
15.84,1000096,beam,311,5.928718,4.903325,29.07043118735
15.84,1000096,beam,574,4.149407,4.903325,20.345891078275
15.84,1000096,beam,309,10.078125,4.903325,49.416322265625
15.84,1000097,beam,551,1.035,4.903325,5.074941374999999
15.84,1000097,beam,558,0.0,4.903325,0.0
15.84,1000097,beam,575,0.023435,4.903325,0.114909421375
15.84,1000097,beam,576,0.021565,4.903325,0.105740203625
15.84,1000097,beam,572,0.045,4.903325,0.220649625
15.84,1000097,beam,551,2.480625,4.903325,12.163310578124998
15.84,1000097,beam,558,0.0,4.903325,0.0
15.84,1000097,beam,575,1.892896,4.903325,9.281484279199999
15.84,1000097,beam,576,1.741791,4.903325,8.540567355075
15.84,1000097,beam,572,3.634687,4.903325,17.822051634275
15.84,1000097,beam,551,0.0,4.903325,0.0
15.84,1000097,beam,558,2.480625,4.903325,12.163310578124998
15.84,1000097,beam,575,4.919968,4.903325,24.124202093599997
15.84,1000097,beam,576,4.52722,4.903325,22.198431006499998
15.84,1000097,beam,572,9.447187,4.903325,46.32262819677499
15.84,1000097,beam,551,0.0,1.96133,0.0
15.84,1000097,beam,558,1.035,1.96133,2.0299765499999998
15.84,1000097,beam,575,0.023435,1.96133,0.04596376855
15.84,1000097,beam,576,0.021565,1.96133,0.04229608145
15.84,1000097,beam,572,0.045,1.96133,0.08825985
15.84,1000098,beam,547,6.25,4.903325,30.64578125
15.84,1000098,beam,552,6.25,4.903325,30.64578125
15.84,1000098,beam,309,11.875,4.903325,58.226984374999994
15.84,1000098,beam,312,11.875,4.903325,58.226984374999994
15.84,1000099,beam,552,1.41,4.903325,6.913688249999999
15.84,1000099,beam,559,0.0,4.903325,0.0
15.84,1000099,beam,572,0.045,4.903325,0.220649625
15.84,1000099,beam,577,0.045,4.903325,0.220649625
15.84,1000099,beam,552,4.84,4.903325,23.732093
15.84,1000099,beam,559,0.0,4.903325,0.0
15.84,1000099,beam,572,4.08,4.903325,20.005565999999998
15.84,1000099,beam,577,4.08,4.903325,20.005565999999998
15.84,1000099,beam,552,0.0,4.903325,0.0
15.84,1000099,beam,559,4.84,4.903325,23.732093
15.84,1000099,beam,572,11.83,4.903325,58.00633474999999
15.84,1000099,beam,577,11.83,4.903325,58.00633474999999
15.84,1000099,beam,552,0.0,1.96133,0.0
15.84,1000099,beam,559,1.41,1.96133,2.7654753
15.84,1000099,beam,572,0.045,1.96133,0.08825985
15.84,1000099,beam,577,0.045,1.96133,0.08825985
15.84,1000100,beam,548,6.25,4.903325,30.64578125
15.84,1000100,beam,553,6.25,4.903325,30.64578125
15.84,1000100,beam,312,11.875,4.903325,58.226984374999994
15.84,1000100,beam,310,11.875,4.903325,58.226984374999994
15.84,1000101,beam,553,1.41,4.903325,6.913688249999999
15.84,1000101,beam,560,0.0,4.903325,0.0
15.84,1000101,beam,577,0.045,4.903325,0.220649625
15.84,1000101,beam,573,0.045,4.903325,0.220649625
15.84,1000101,beam,553,4.84,4.903325,23.732093
15.84,1000101,beam,560,0.0,4.903325,0.0
15.84,1000101,beam,577,4.08,4.903325,20.005565999999998
15.84,1000101,beam,573,4.08,4.903325,20.005565999999998
15.84,1000101,beam,553,0.0,4.903325,0.0
15.84,1000101,beam,560,4.84,4.903325,23.732093
15.84,1000101,beam,577,11.83,4.903325,58.00633474999999
15.84,1000101,beam,573,11.83,4.903325,58.00633474999999
15.84,1000101,beam,553,0.0,1.96133,0.0
15.84,1000101,beam,560,1.41,1.96133,2.7654753
15.84,1000101,beam,577,0.045,1.96133,0.08825985
15.84,1000101,beam,573,0.045,1.96133,0.08825985
15.84,1000102,beam,549,6.25,4.903325,30.64578125
15.84,1000102,beam,554,6.25,4.903325,30.64578125
15.84,1000102,beam,310,11.875,4.903325,58.226984374999994
15.84,1000102,beam,313,11.875,4.903325,58.226984374999994
15.84,1000103,beam,554,1.41,4.903325,6.913688249999999
15.84,1000103,beam,561,0.0,4.903325,0.0
15.84,1000103,beam,573,0.045,4.903325,0.220649625
15.84,1000103,beam,578,0.045,4.903325,0.220649625
15.84,1000103,beam,554,4.84,4.903325,23.732093
15.84,1000103,beam,561,0.0,4.903325,0.0
15.84,1000103,beam,573,4.08,4.903325,20.005565999999998
