M_kNm,P_kN,caso,cumple,elemento,extremo,muro_origen,piso,tipo
28.9327898410005,247.96065835228256,Q,True,103,,1,3,MURO
-36.36910778711882,154.63520301706677,Q,True,104,,1,4,MURO
13.398747985649308,60.14012367812366,Q,True,105,,1,5,MURO
4.17938960079028,136.4320318774412,Q,True,201,,2,1,MURO
20.028976113370433,107.86277480961259,Q,True,202,,2,2,MURO
0.2590307648380801,78.68391447683933,Q,True,203,,2,3,MURO
-18.415194392706056,49.06949070616849,Q,True,204,,2,4,MURO
-79.77394559475897,19.083916725700895,Q,True,205,,2,5,MURO
-10.869650415392016,493.39414878027117,Q,True,301,,3,1,MURO
-34.81074034257273,388.47026315682587,Q,True,302,,3,2,MURO
-18.01113573762558,282.1021808678247,Q,True,303,,3,3,MURO
-87.41403334488093,174.9210505854038,Q,True,304,,3,4,MURO
-37.72234471083885,67.34232498294392,Q,True,305,,3,5,MURO
5.569225533325664,156.29781287727778,Q,True,401,,4,1,MURO
23.406227883588762,123.05992978276976,Q,True,402,,4,2,MURO
2.6547963560920493,89.36456133402484,Q,True,403,,4,3,MURO
-15.48968811667794,55.411635075103376,Q,True,404,,4,4,MURO
-76.97444399881255,21.332759550812185,Q,True,405,,4,5,MURO
0.46231216025864796,444.47099227998694,Q,True,501,,5,1,MURO
-4.413510173513572,358.4210649748551,Q,True,502,,5,2,MURO
8.272478352039684,266.39000531115124,Q,True,503,,5,3,MURO
-68.59355861637265,66.01853589616844,Q,True,504,,5,4,MURO
-20.49967425877111,-2.0961010704922955e-13,Q,True,505,,5,5,MURO
-14.688228524460499,344.05129034543364,Q,True,601,,6,1,MURO
-33.14952015015061,318.6164469678008,Q,True,602,,6,2,MURO
-37.889920368060274,295.346971545594,Q,True,603,,6,3,MURO
-63.11846914726656,212.32516375669678,Q,True,604,,6,4,MURO
-44.30377555040073,22.18816921715338,Q,True,705,,7,5,MURO
4.963813640069787,177.45294411417314,Q,True,801,,8,1,MURO
1.6016207237234852,143.09791954941082,Q,True,802,,8,2,MURO
