M_kNm,P_kN,caso,cumple,elemento,extremo,muro_origen,piso,tipo
2.1867541440621254,515.3412769447593,G,True,1,j,,,COLUMNA
5.061796968636351,1005.0415544312781,G,True,2,i,,,COLUMNA
10.123594130496658,1005.0415544312781,G,True,2,j,,,COLUMNA
13.366070683094676,3334.0893356245488,G,True,3,i,,,COLUMNA
26.732141612356507,3334.0893356245488,G,True,3,j,,,COLUMNA
4.249050799866679,522.1493316336479,G,True,4,i,,,COLUMNA
8.498101701720042,522.1493316336479,G,True,4,j,,,COLUMNA
10.329126661006228,3351.517844004312,G,True,5,i,,,COLUMNA
20.658253480501276,3351.517844004312,G,True,5,j,,,COLUMNA
2.221204846388833,3387.7630605556874,G,True,6,i,,,COLUMNA
4.442409833635358,3387.7630605556874,G,True,6,j,,,COLUMNA
1.7839956864868265,746.6745669464641,G,True,7,i,,,COLUMNA
3.5679914859663078,746.6745669464641,G,True,7,j,,,COLUMNA
8.622570902993349,986.5520713954635,G,True,8,i,,,COLUMNA
17.245142607035202,986.5520713954635,G,True,8,j,,,COLUMNA
1.5284974180968331,2497.4147350229064,G,True,9,i,,,COLUMNA
3.056995078844797,2497.4147350229064,G,True,9,j,,,COLUMNA
22.03739434648501,3129.5800849713755,G,True,10,i,,,COLUMNA
44.074788950554556,3129.5800849713755,G,True,10,j,,,COLUMNA
6.394882059615842,3141.069721570329,G,True,11,i,,,COLUMNA
12.789764127322293,3141.069721570329,G,True,11,j,,,COLUMNA
0.3776240340214492,495.77402299774155,G,True,12,i,,,COLUMNA
0.7552486807213309,495.77402299774155,G,True,12,j,,,COLUMNA
55.07562689425675,3466.0073807185117,G,True,13,i,,,COLUMNA
110.15125421736003,3466.0073807185117,G,True,13,j,,,COLUMNA
16.05157945645271,3903.1973862231953,G,True,14,i,,,COLUMNA
32.10315897159336,3903.1973862231953,G,True,14,j,,,COLUMNA
4.82065902342479,4137.288898157076,G,True,15,i,,,COLUMNA
9.641318011411604,4137.288898157076,G,True,15,j,,,COLUMNA
12.285665339242778,2482.3176341031585,G,True,16,i,,,COLUMNA
24.571330919877923,2482.3176341031585,G,True,16,j,,,COLUMNA
4.391800675617868,2516.0833748703217,G,True,17,i,,,COLUMNA
8.783601275931563,2516.0833748703217,G,True,17,j,,,COLUMNA
1.5780751676707292,411.16354342187583,G,True,18,i,,,COLUMNA
1.0429302231726405,411.16354342187583,G,True,18,j,,,COLUMNA
93.64720212556233,2772.7281543852814,G,True,19,i,,,COLUMNA
180.05348377625208,2772.7281543852814,G,True,19,j,,,COLUMNA
26.73214161235651,3286.5172764745485,G,True,20,i,,,COLUMNA
94.72940699147121,3286.5172764745485,G,True,20,j,,,COLUMNA
3.5974331326133724,3023.26777664241,G,True,21,i,,,COLUMNA
7.199700013069192,3023.26777664241,G,True,21,j,,,COLUMNA
19.334602145618053,1170.6135314635437,G,True,22,i,,,COLUMNA
39.83611666121036,1170.6135314635437,G,True,22,j,,,COLUMNA
9.655274861735231,1550.457826880714,G,True,23,i,,,COLUMNA
18.143638785081542,1550.457826880714,G,True,23,j,,,COLUMNA
12.55016230255948,410.01431912717754,G,True,24,i,,,COLUMNA
11.186260585093972,410.01431912717754,G,True,24,j,,,COLUMNA
64.39093562971462,2955.5149765178926,G,True,25,i,,,COLUMNA
158.60234032038073,2955.5149765178926,G,True,25,j,,,COLUMNA
4.442409833635356,3340.191001405688,G,True,26,i,,,COLUMNA
16.715345913994533,3340.191001405688,G,True,26,j,,,COLUMNA
1.9115460341106811,3374.459508225082,G,True,27,i,,,COLUMNA
3.8182583897328937,3374.459508225082,G,True,27,j,,,COLUMNA
66.73809263177017,2487.768113113095,G,True,28,i,,,COLUMNA
134.64309710081073,2487.768113113095,G,True,28,j,,,COLUMNA
13.650406298238416,2226.9912530125916,G,True,29,i,,,COLUMNA
26.133901502856475,2226.9912530125916,G,True,29,j,,,COLUMNA
67.80127455279161,1200.7455034262482,G,True,30,i,,,COLUMNA
131.41747368041464,1200.7455034262482,G,True,30,j,,,COLUMNA
67.80861961049689,2313.249578542225,G,True,31,i,,,COLUMNA
126.69205263680547,2313.249578542225,G,True,31,j,,,COLUMNA
3.0569950788447966,2449.842675872906,G,True,32,i,,,COLUMNA
11.866394750947638,2449.842675872906,G,True,32,j,,,COLUMNA
6.551555487833603,1620.2094457212156,G,True,33,i,,,COLUMNA
14.270023904764352,1620.2094457212156,G,True,33,j,,,COLUMNA
23.97452535965011,1197.5493188578448,G,True,34,i,,,COLUMNA
49.11596388677274,1197.5493188578448,G,True,34,j,,,COLUMNA
6.093567775969662,1139.0123844000577,G,True,35,i,,,COLUMNA
11.0202251899231,1139.0123844000577,G,True,35,j,,,COLUMNA
58.105029506307744,2473.478302942909,G,True,36,i,,,COLUMNA
51.2647866179819,2473.478302942909,G,True,36,j,,,COLUMNA
23.0824588147426,2505.034205890297,G,True,37,i,,,COLUMNA
25.813360317348366,2505.034205890297,G,True,37,j,,,COLUMNA
1.2409934299576053,462.3064621038627,G,True,38,i,,,COLUMNA
1.3539453577180134,462.3064621038627,G,True,38,j,,,COLUMNA
157.4903932657171,2735.2082199553165,G,True,39,i,,,COLUMNA
148.5869942895143,2735.2082199553165,G,True,39,j,,,COLUMNA
49.227424770578395,3096.006028898734,G,True,40,i,,,COLUMNA
49.13320030842447,3096.006028898734,G,True,40,j,,,COLUMNA
10.939219196307056,3275.7608369063146,G,True,41,i,,,COLUMNA
7.55479835102151,3275.7608369063146,G,True,41,j,,,COLUMNA
31.125492004370315,1971.1670348399127,G,True,42,i,,,COLUMNA
26.560898007368053,1971.1670348399127,G,True,42,j,,,COLUMNA
13.223562458909125,2006.675744399376,G,True,43,i,,,COLUMNA
15.214605372803064,2006.675744399376,G,True,43,j,,,COLUMNA
2.7102217877454904,304.1699017659007,G,True,44,i,,,COLUMNA
1.8570706504466994,304.1699017659007,G,True,44,j,,,COLUMNA
256.88048181029023,2014.470092211883,G,True,45,i,,,COLUMNA
247.75396131236917,2014.470092211883,G,True,45,j,,,COLUMNA
126.5113890745727,2648.0456940799527,G,True,46,i,,,COLUMNA
87.2405182500948,2648.0456940799527,G,True,46,j,,,COLUMNA
33.137161879931284,2526.836692927218,G,True,47,i,,,COLUMNA
66.53205708157218,2526.836692927218,G,True,47,j,,,COLUMNA
73.30580680469758,1371.71811801807,G,True,48,i,,,COLUMNA
83.21839470633074,1371.71811801807,G,True,48,j,,,COLUMNA
5.817827083395257,1375.9756217951208,G,True,49,i,,,COLUMNA
14.906407189442296,1375.9756217951208,G,True,49,j,,,COLUMNA
16.165413797693176,322.97525334301776,G,True,50,i,,,COLUMNA
25.56405678747703,322.97525334301776,G,True,50,j,,,COLUMNA
235.25206512658025,2239.861630129946,G,True,51,i,,,COLUMNA
220.74597335594524,2239.861630129946,G,True,51,j,,,COLUMNA
33.09861480398591,2493.450580791485,G,True,52,i,,,COLUMNA
34.15335966232203,2493.450580791485,G,True,52,j,,,COLUMNA
5.464619900519148,2513.437260863332,G,True,53,i,,,COLUMNA
4.136872407750571,2513.437260863332,G,True,53,j,,,COLUMNA
189.34844525144325,1824.4582484254192,G,True,54,i,,,COLUMNA
173.09320111375808,1824.4582484254192,G,True,54,j,,,COLUMNA
4.322249790012972,1946.847916425414,G,True,55,i,,,COLUMNA
26.917309503026832,1946.847916425414,G,True,55,j,,,COLUMNA
208.86558746615904,570.1672940104478,G,True,56,i,,,COLUMNA
219.641914051809,570.1672940104478,G,True,56,j,,,COLUMNA
180.40850854253412,1731.1151456927175,G,True,57,i,,,COLUMNA
178.29712022259548,1731.1151456927175,G,True,57,j,,,COLUMNA
21.935479304154264,1833.2640703494787,G,True,58,i,,,COLUMNA
20.139575779806933,1833.2640703494787,G,True,58,j,,,COLUMNA
19.676979247792374,1875.6601596299097,G,True,59,i,,,COLUMNA
14.3098776287784,1875.6601596299097,G,True,59,j,,,COLUMNA
91.0344503577719,1340.0263879568313,G,True,60,i,,,COLUMNA
104.75590983749899,1340.0263879568313,G,True,60,j,,,COLUMNA
4.683453256055989,1475.6838345300635,G,True,61,i,,,COLUMNA
22.25820109576928,1475.6838345300635,G,True,61,j,,,COLUMNA
44.738643783043585,1819.772883120124,G,True,62,i,,,COLUMNA
41.997154422021694,1819.772883120124,G,True,62,j,,,COLUMNA
27.900969184418283,1857.3148843125318,G,True,63,i,,,COLUMNA
30.313265935183352,1857.3148843125318,G,True,63,j,,,COLUMNA
4.410098129863228,488.969478336395,G,True,64,i,,,COLUMNA
6.900537064147244,488.969478336395,G,True,64,j,,,COLUMNA
142.4958802670887,2010.260530112219,G,True,65,i,,,COLUMNA
148.36375254393786,2010.260530112219,G,True,65,j,,,COLUMNA
47.242395523307316,2296.5986002532036,G,True,66,i,,,COLUMNA
48.501402580671886,2296.5986002532036,G,True,66,j,,,COLUMNA
10.690501435312934,2427.129300729151,G,True,67,i,,,COLUMNA
12.260492818705826,2427.129300729151,G,True,67,j,,,COLUMNA
22.098485361806965,1457.0603324054487,G,True,68,i,,,COLUMNA
21.153598622788532,1457.0603324054487,G,True,68,j,,,COLUMNA
20.6545647505266,1495.6961635129069,G,True,69,i,,,COLUMNA
23.650721569437177,1495.6961635129069,G,True,69,j,,,COLUMNA
3.4107275169253772,129.86818806991099,G,True,70,i,,,COLUMNA
1.6758926924933562,129.86818806991099,G,True,70,j,,,COLUMNA
186.5932171149369,1274.8893262725874,G,True,71,i,,,COLUMNA
199.91505358973222,1274.8893262725874,G,True,71,j,,,COLUMNA
119.83362027590391,1863.7291070727863,G,True,72,i,,,COLUMNA
180.6444629316827,1863.7291070727863,G,True,72,j,,,COLUMNA
104.74188781825879,1879.6580362564187,G,True,73,i,,,COLUMNA
177.2258509872355,1879.6580362564187,G,True,73,j,,,COLUMNA
99.21028703450396,952.5173208977437,G,True,74,i,,,COLUMNA
99.34722685091472,952.5173208977437,G,True,74,j,,,COLUMNA
86.51146779261221,1217.7050814154322,G,True,75,i,,,COLUMNA
213.11311856364836,1217.7050814154322,G,True,75,j,,,COLUMNA
1.71259770034861,734.5846075487069,G,True,76,i,,,COLUMNA
32.44553108791587,734.5846075487069,G,True,76,j,,,COLUMNA
224.70541794048466,1527.725170048234,G,True,77,i,,,COLUMNA
249.11331821178467,1527.725170048234,G,True,77,j,,,COLUMNA
28.888004213366244,1663.5091875970065,G,True,78,i,,,COLUMNA
16.625539670918876,1663.5091875970065,G,True,78,j,,,COLUMNA
6.5595572708735865,1670.2929575856003,G,True,79,i,,,COLUMNA
9.234734525217954,1670.2929575856003,G,True,79,j,,,COLUMNA
173.22269752794358,1145.699376756341,G,True,80,i,,,COLUMNA
183.66507368357358,1145.699376756341,G,True,80,j,,,COLUMNA
110.56423348916601,1680.7774644232352,G,True,81,i,,,COLUMNA
285.22770001781817,1680.7774644232352,G,True,81,j,,,COLUMNA
100.39473386528587,-66.28727027211318,G,True,82,i,,,COLUMNA
35.57113729515119,-66.28727027211318,G,True,82,j,,,COLUMNA
153.58609911520415,1152.1282088825867,G,True,83,i,,,COLUMNA
136.92882979808718,1152.1282088825867,G,True,83,j,,,COLUMNA
15.676087585448068,1215.6958108950132,G,True,84,i,,,COLUMNA
10.868673326835912,1215.6958108950132,G,True,84,j,,,COLUMNA
12.54351394782866,1244.301129465397,G,True,85,i,,,COLUMNA
10.851820026522702,1244.301129465397,G,True,85,j,,,COLUMNA
128.78293431796627,834.9912676775858,G,True,86,i,,,COLUMNA
133.1461355668105,834.9912676775858,G,True,86,j,,,COLUMNA
91.05980290905306,1282.4191633106982,G,True,87,i,,,COLUMNA
227.89491866434292,1282.4191633106982,G,True,87,j,,,COLUMNA
46.54144171080415,1167.2406497810807,G,True,88,i,,,COLUMNA
47.8848576651404,1167.2406497810807,G,True,88,j,,,COLUMNA
12.450430792600994,1208.7730824413993,G,True,89,i,,,COLUMNA
11.306391457950625,1208.7730824413993,G,True,89,j,,,COLUMNA
13.675118054577421,709.9048859859843,G,True,90,i,,,COLUMNA
21.691029067379286,709.9048859859843,G,True,90,j,,,COLUMNA
141.79846525406063,1292.6261471534215,G,True,91,i,,,COLUMNA
135.30767023311347,1292.6261471534215,G,True,91,j,,,COLUMNA
47.63654770514381,1499.6451590089048,G,True,92,i,,,COLUMNA
51.455050410157234,1499.6451590089048,G,True,92,j,,,COLUMNA
10.134284841404707,1587.9280409939704,G,True,93,i,,,COLUMNA
10.169849842103233,1587.9280409939704,G,True,93,j,,,COLUMNA
24.98119740689337,941.0670468299639,G,True,94,i,,,COLUMNA
27.828350802488252,941.0670468299639,G,True,94,j,,,COLUMNA
21.821632519577204,983.9343148233894,G,True,95,i,,,COLUMNA
20.72815099734504,983.9343148233894,G,True,95,j,,,COLUMNA
49.384817879654264,328.1025030016005,G,True,96,i,,,COLUMNA
76.57347842045277,328.1025030016005,G,True,96,j,,,COLUMNA
269.33627118460663,647.8155266497506,G,True,97,i,,,COLUMNA
351.2921956902607,647.8155266497506,G,True,97,j,,,COLUMNA
296.50852148610625,1099.3707699724953,G,True,98,i,,,COLUMNA
353.8459225758341,1099.3707699724953,G,True,98,j,,,COLUMNA
303.7641766194963,1102.6543308528899,G,True,99,i,,,COLUMNA
360.1146721251684,1102.6543308528899,G,True,99,j,,,COLUMNA
221.91084003172702,597.0556819576133,G,True,100,i,,,COLUMNA
318.4809713286466,597.0556819576133,G,True,100,j,,,COLUMNA
380.4756422710832,621.0554887654408,G,True,101,i,,,COLUMNA
447.093058872574,621.0554887654408,G,True,101,j,,,COLUMNA
524.765531357396,23.009765501871627,G,True,102,i,,,COLUMNA
487.0137923147952,23.009765501871627,G,True,102,j,,,COLUMNA
72.70645761953784,437.28953635995526,G,True,103,i,,,COLUMNA
56.36924612256493,437.28953635995526,G,True,103,j,,,COLUMNA
299.6347163668273,769.0980575646527,G,True,104,i,,,COLUMNA
351.61341975018627,769.0980575646527,G,True,104,j,,,COLUMNA
53.86226604223566,833.1436534722898,G,True,105,i,,,COLUMNA
77.49625221774821,833.1436534722898,G,True,105,j,,,COLUMNA
27.12338210809307,826.5362247545668,G,True,106,i,,,COLUMNA
16.543680017025835,826.5362247545668,G,True,106,j,,,COLUMNA
285.9735467868056,558.870231366279,G,True,107,i,,,COLUMNA
351.97443950689456,558.870231366279,G,True,107,j,,,COLUMNA
513.1009415207714,822.906152304655,G,True,108,i,,,COLUMNA
592.1759226426962,822.906152304655,G,True,108,j,,,COLUMNA
681.7918114538388,29.90815786752318,G,True,109,i,,,COLUMNA
633.872346797886,29.90815786752318,G,True,109,j,,,COLUMNA
37.63705092119419,601.2439659221374,G,True,110,i,,,COLUMNA
220.93527239192068,601.2439659221374,G,True,110,j,,,COLUMNA
172.3356252498529,552.8016895889652,G,True,111,i,,,COLUMNA
250.27552894805248,552.8016895889652,G,True,111,j,,,COLUMNA
40.66823273499164,600.6671172193535,G,True,112,i,,,COLUMNA
57.004436493411816,600.6671172193535,G,True,112,j,,,COLUMNA
26.526889213185967,611.639044766676,G,True,113,i,,,COLUMNA
24.351955511276415,611.639044766676,G,True,113,j,,,COLUMNA
210.1200033935421,399.9686513268179,G,True,114,i,,,COLUMNA
256.85483195008766,399.9686513268179,G,True,114,j,,,COLUMNA
400.495547404789,624.8991826032816,G,True,115,i,,,COLUMNA
462.1368998115977,624.8991826032816,G,True,115,j,,,COLUMNA
549.163285126029,22.24470551503513,G,True,116,i,,,COLUMNA
512.4282866849351,22.24470551503513,G,True,116,j,,,COLUMNA
18.510350444456616,519.2056611121008,G,True,117,i,,,COLUMNA
28.253575324967226,519.2056611121008,G,True,117,j,,,COLUMNA
21.894022374149607,595.646753027596,G,True,118,i,,,COLUMNA
23.257160469789675,595.646753027596,G,True,118,j,,,COLUMNA
16.018050541273816,23.786029575000004,G,True,119,i,,,COLUMNA
4.440892098500626e-15,23.786029575000004,G,True,119,j,,,COLUMNA
168.5528116352169,579.5995731111209,G,True,120,i,,,COLUMNA
224.33475013788404,579.5995731111209,G,True,120,j,,,COLUMNA
38.9391467925776,708.3464653563896,G,True,121,i,,,COLUMNA
38.650742197661906,708.3464653563896,G,True,121,j,,,COLUMNA
24.030732609501797,750.2445383556217,G,True,122,i,,,COLUMNA
38.37012040411869,750.2445383556217,G,True,122,j,,,COLUMNA
31.171495541578253,423.42021439344614,G,True,123,i,,,COLUMNA
43.405028054599725,423.42021439344614,G,True,123,j,,,COLUMNA
34.14741860432429,469.5109181731122,G,True,124,i,,,COLUMNA
46.33100802855972,469.5109181731122,G,True,124,j,,,COLUMNA
0.4596394367724604,105.19706066449704,Q,True,1,i,,,COLUMNA
0.9192789066570188,105.19706066449704,Q,True,1,j,,,COLUMNA
0.9765039320895196,252.2918566580936,Q,True,2,i,,,COLUMNA
1.9530078494815357,252.2918566580936,Q,True,2,j,,,COLUMNA
4.774629818711636,927.75651033812,Q,True,3,i,,,COLUMNA
9.549259686104126,927.75651033812,Q,True,3,j,,,COLUMNA
1.4707271760473752,107.42218884866502,Q,True,4,i,,,COLUMNA
2.9414543722485513,107.42218884866502,Q,True,4,j,,,COLUMNA
3.984689726223497,1142.2630848675958,Q,True,5,i,,,COLUMNA
7.969379530089265,1142.2630848675958,Q,True,5,j,,,COLUMNA
0.7874281437185996,1151.8257408164677,Q,True,6,i,,,COLUMNA
1.57485632294259,1151.8257408164677,Q,True,6,j,,,COLUMNA
2.092789183414354,211.11494689804977,Q,True,7,i,,,COLUMNA
4.185578460292684,211.11494689804977,Q,True,7,j,,,COLUMNA
2.6267037701341778,297.4705434901056,Q,True,8,i,,,COLUMNA
5.253407919776915,297.4705434901056,Q,True,8,j,,,COLUMNA
0.4479144849741397,746.1298240307887,Q,True,9,i,,,COLUMNA
0.8958290703163345,746.1298240307887,Q,True,9,j,,,COLUMNA
4.633174805284798,1032.4486426270198,Q,True,10,i,,,COLUMNA
9.266349715166639,1032.4486426270198,Q,True,10,j,,,COLUMNA
2.7155223276187486,1087.6367356509109,Q,True,11,i,,,COLUMNA
5.431044618801541,1087.6367356509109,Q,True,11,j,,,COLUMNA
0.15528287534223303,108.17435083664363,Q,True,12,i,,,COLUMNA
0.31056611048203137,108.17435083664363,Q,True,12,j,,,COLUMNA
24.979596496610252,1147.0500642839913,Q,True,13,i,,,COLUMNA
49.95919314446249,1147.0500642839913,Q,True,13,j,,,COLUMNA
10.498035912062797,1524.4116804713847,Q,True,14,i,,,COLUMNA
20.99607183802242,1524.4116804713847,Q,True,14,j,,,COLUMNA
2.860733123684795,1703.168035873716,Q,True,15,i,,,COLUMNA
5.721466195022837,1703.168035873716,Q,True,15,j,,,COLUMNA
2.0057416050088244,831.9373203662784,Q,True,16,i,,,COLUMNA
4.01148333081197,831.9373203662784,Q,True,16,j,,,COLUMNA
2.0275126370352377,886.9030456894498,Q,True,17,i,,,COLUMNA
4.055025194590651,886.9030456894498,Q,True,17,j,,,COLUMNA
0.7899373098435498,84.83082753221701,Q,True,18,i,,,COLUMNA
0.6287096903312712,84.83082753221701,Q,True,18,j,,,COLUMNA
27.89178990193207,729.7874373263144,Q,True,19,i,,,COLUMNA
55.095328334985616,729.7874373263144,Q,True,19,j,,,COLUMNA
9.54925968610413,927.7565103381202,Q,True,20,i,,,COLUMNA
33.850162436229716,927.7565103381202,Q,True,20,j,,,COLUMNA
2.1985754584236648,894.9912375444699,Q,True,21,i,,,COLUMNA
4.464094463608797,894.9912375444699,Q,True,21,j,,,COLUMNA
6.668660311840222,302.819349449743,Q,True,22,i,,,COLUMNA
13.765074577736256,302.819349449743,Q,True,22,j,,,COLUMNA
3.076839237474385,423.0425245966794,Q,True,23,i,,,COLUMNA
5.725925006493212,423.0425245966794,Q,True,23,j,,,COLUMNA
4.262954991686585,84.23410033343762,Q,True,24,i,,,COLUMNA
3.6859747881358387,84.23410033343762,Q,True,24,j,,,COLUMNA
24.20996737634633,1029.255153494874,Q,True,25,i,,,COLUMNA
59.94625052463942,1029.255153494874,Q,True,25,j,,,COLUMNA
1.5748563229425903,1151.825740816468,Q,True,26,i,,,COLUMNA
5.9397507771266485,1151.825740816468,Q,True,26,j,,,COLUMNA
0.6110833368968878,1234.5101658334047,Q,True,27,i,,,COLUMNA
1.1552231639351767,1234.5101658334047,Q,True,27,j,,,COLUMNA
25.817355317018134,904.3362897411276,Q,True,28,i,,,COLUMNA
52.06246444477627,904.3362897411276,Q,True,28,j,,,COLUMNA
4.093855200958144,694.8778785382301,Q,True,29,i,,,COLUMNA
7.759956859630879,694.8778785382301,Q,True,29,j,,,COLUMNA
29.321924520176967,339.9614927724176,Q,True,30,i,,,COLUMNA
52.79323514956797,339.9614927724176,Q,True,30,j,,,COLUMNA
20.963565524101234,726.1387811515172,Q,True,31,i,,,COLUMNA
38.92440436946646,726.1387811515172,Q,True,31,j,,,COLUMNA
0.8958290703163343,746.1298240307887,Q,True,32,i,,,COLUMNA
3.563155640565852,746.1298240307887,Q,True,32,j,,,COLUMNA
2.441371152778646,471.69339524366285,Q,True,33,i,,,COLUMNA
5.3104963922719435,471.69339524366285,Q,True,33,j,,,COLUMNA
7.178525566914097,333.3063005862025,Q,True,34,i,,,COLUMNA
14.784805333799433,333.3063005862025,Q,True,34,j,,,COLUMNA
2.0496197096394306,289.71302580248033,Q,True,35,i,,,COLUMNA
3.671485990213436,289.71302580248033,Q,True,35,j,,,COLUMNA
11.565092821346505,797.7345089300012,Q,True,36,i,,,COLUMNA
9.658414489933342,797.7345089300012,Q,True,36,j,,,COLUMNA
9.709865867639898,846.2419542106675,Q,True,37,i,,,COLUMNA
10.845411365100158,846.2419542106675,Q,True,37,j,,,COLUMNA
0.4077777383189385,107.95667750878152,Q,True,38,i,,,COLUMNA
0.41664870862343967,107.95667750878152,Q,True,38,j,,,COLUMNA
71.95558471810745,881.5503227585685,Q,True,39,i,,,COLUMNA
68.5446263592208,881.5503227585685,Q,True,39,j,,,COLUMNA
31.769465334409617,1168.8441648880012,Q,True,40,i,,,COLUMNA
31.617069601290737,1168.8441648880012,Q,True,40,j,,,COLUMNA
7.0177591713853005,1305.282489346664,Q,True,41,i,,,COLUMNA
5.025565760458963,1305.282489346664,Q,True,41,j,,,COLUMNA
5.667403383847581,643.1375909753702,Q,True,42,i,,,COLUMNA
6.553017503812902,643.1375909753702,Q,True,42,j,,,COLUMNA
6.739679959057073,687.229336788962,Q,True,43,i,,,COLUMNA
7.751013649557111,687.229336788962,Q,True,43,j,,,COLUMNA
1.1398687408321901,63.048986375899275,Q,True,44,i,,,COLUMNA
0.7699741957908859,63.048986375899275,Q,True,44,j,,,COLUMNA
79.6238979956132,506.5653750614099,Q,True,45,i,,,COLUMNA
77.11773081906944,506.5653750614099,Q,True,45,j,,,COLUMNA
42.63860462783381,721.5806989001952,Q,True,46,i,,,COLUMNA
26.083862880968233,721.5806989001952,Q,True,46,j,,,COLUMNA
12.168460647009415,740.818340011193,Q,True,47,i,,,COLUMNA
28.296980166599884,740.818340011193,Q,True,47,j,,,COLUMNA
25.54795010836922,355.547811173923,Q,True,48,i,,,COLUMNA
29.192130120557113,355.547811173923,Q,True,48,j,,,COLUMNA
2.2864552801055886,374.190706504035,Q,True,49,i,,,COLUMNA
3.1771797124442376,374.190706504035,Q,True,49,j,,,COLUMNA
5.791924166672806,70.45454279328608,Q,True,50,i,,,COLUMNA
9.517135160006019,70.45454279328608,Q,True,50,j,,,COLUMNA
90.86299026527018,778.8586973832884,Q,True,51,i,,,COLUMNA
87.08572830466656,778.8586973832884,Q,True,51,j,,,COLUMNA
11.898198159605997,845.4272131153876,Q,True,52,i,,,COLUMNA
12.449469721378595,845.4272131153876,Q,True,52,j,,,COLUMNA
0.8038721961988055,923.1222910133278,Q,True,53,i,,,COLUMNA
1.6961650032778839,923.1222910133278,Q,True,53,j,,,COLUMNA
75.8230454804254,659.4580323643244,Q,True,54,i,,,COLUMNA
72.29623609346893,659.4580323643244,Q,True,54,j,,,COLUMNA
0.978486114727831,608.9185704404963,Q,True,55,i,,,COLUMNA
8.426805012436072,608.9185704404963,Q,True,55,j,,,COLUMNA
81.1233889291521,147.42144592045406,Q,True,56,i,,,COLUMNA
84.93995062221931,147.42144592045406,Q,True,56,j,,,COLUMNA
56.17483032540399,563.7520611226818,Q,True,57,i,,,COLUMNA
56.506699141861446,563.7520611226818,Q,True,57,j,,,COLUMNA
6.992304851840331,575.1954062259985,Q,True,58,i,,,COLUMNA
6.711845919636029,575.1954062259985,Q,True,58,j,,,COLUMNA
6.848073159901864,588.1059381302939,Q,True,59,i,,,COLUMNA
4.474243057527707,588.1059381302939,Q,True,59,j,,,COLUMNA
28.490596474675034,411.14673021090147,Q,True,60,i,,,COLUMNA
33.54782627363144,411.14673021090147,Q,True,60,j,,,COLUMNA
1.2078146220084367,409.651362868044,Q,True,61,i,,,COLUMNA
6.278337314715011,409.651362868044,Q,True,61,j,,,COLUMNA
7.688991235944371,563.3537280573133,Q,True,62,i,,,COLUMNA
6.5839645051642215,563.3537280573133,Q,True,62,j,,,COLUMNA
11.668984150875392,600.1897572461684,Q,True,63,i,,,COLUMNA
12.399293241592883,600.1897572461684,Q,True,63,j,,,COLUMNA
1.4020576575026098,131.22615443120827,Q,True,64,i,,,COLUMNA
2.209794493859824,131.22615443120827,Q,True,64,j,,,COLUMNA
65.48600674824561,616.8791938736005,Q,True,65,i,,,COLUMNA
66.88062654156658,616.8791938736005,Q,True,65,j,,,COLUMNA
31.44026436942559,817.7744882963576,Q,True,66,i,,,COLUMNA
32.45813594989212,817.7744882963576,Q,True,66,j,,,COLUMNA
4.412760240244645,913.6954896965678,Q,True,67,i,,,COLUMNA
5.007474676608042,913.6954896965678,Q,True,67,j,,,COLUMNA
8.784401878310977,452.668370597877,Q,True,68,i,,,COLUMNA
9.9613725800385,452.668370597877,Q,True,68,j,,,COLUMNA
10.234019843819095,486.54314837050146,Q,True,69,i,,,COLUMNA
11.536892012693873,486.54314837050146,Q,True,69,j,,,COLUMNA
1.191308055240705,15.625216196310287,Q,True,70,i,,,COLUMNA
0.5395896083819172,15.625216196310287,Q,True,70,j,,,COLUMNA
65.55398010797884,279.3825920792276,Q,True,71,i,,,COLUMNA
65.02526696655356,279.3825920792276,Q,True,71,j,,,COLUMNA
37.44569655103966,443.89392460590824,Q,True,72,i,,,COLUMNA
50.95888578411107,443.89392460590824,Q,True,72,j,,,COLUMNA
33.41494881930889,520.030103598074,Q,True,73,i,,,COLUMNA
50.79173632654073,520.030103598074,Q,True,73,j,,,COLUMNA
31.601955152386523,228.0738896625168,Q,True,74,i,,,COLUMNA
28.629987883860053,228.0738896625168,Q,True,74,j,,,COLUMNA
26.20532750447908,341.03744783328,Q,True,75,i,,,COLUMNA
62.580401646880674,341.03744783328,Q,True,75,j,,,COLUMNA
4.657184483963125,241.14568050472153,Q,True,76,i,,,COLUMNA
20.81910303606689,241.14568050472153,Q,True,76,j,,,COLUMNA
79.08698888980912,530.6393631056542,Q,True,77,i,,,COLUMNA
76.60312345584364,530.6393631056542,Q,True,77,j,,,COLUMNA
12.571232893688023,546.8390959693223,Q,True,78,i,,,COLUMNA
10.404112398354577,546.8390959693223,Q,True,78,j,,,COLUMNA
0.23769001634151854,620.37659987184,Q,True,79,i,,,COLUMNA
2.528126933307522,620.37659987184,Q,True,79,j,,,COLUMNA
63.237897626777155,421.3412947067328,Q,True,80,i,,,COLUMNA
55.96875627652765,421.3412947067328,Q,True,80,j,,,COLUMNA
30.232356316217775,536.5808219778928,Q,True,81,i,,,COLUMNA
80.03442090653866,536.5808219778928,Q,True,81,j,,,COLUMNA
42.7154064972347,-47.044755647709586,Q,True,82,i,,,COLUMNA
5.063311486947956,-47.044755647709586,Q,True,82,j,,,COLUMNA
45.163417432608206,402.40368648486907,Q,True,83,i,,,COLUMNA
35.22587875827466,402.40368648486907,Q,True,83,j,,,COLUMNA
