piso,bloque,z_m,nodo,x_m,y_m,G_kN,Q_kN,peso_sismico_kN,masa_t
1,LT2,3.96,3000019,-30.2,0.0,26.94131921249997,-0.0,26.94131921249997,2.747249999999997
1,LT2,3.96,3000027,-32.05,14.325,42.523595730000025,-0.0,42.523595730000025,4.3362000000000025
1,LT2,3.96,3000028,-32.05,15.785,53.15449466249997,-0.0,53.15449466249997,5.420249999999998
1,LT2,3.96,3000029,-32.05,17.245,31.892696797500065,-0.0,31.892696797500065,3.252150000000007
1,LT2,3.96,3000043,-30.2,16.15,26.94131921249997,-0.0,26.94131921249997,2.747249999999997
1,LT2,3.96,3000053,-0.575,-0.35,51.539780632812494,21.590565806249998,62.33506353593749,6.356407492460473
1,LT2,3.96,3000054,-0.575,1.6374999999999997,48.23952426562499,-0.0,48.23952426562499,4.9190625
1,LT2,3.96,3000055,-0.575,3.6249999999999996,48.23952426562499,-0.0,48.23952426562499,4.9190625
1,LT2,3.96,3000056,-0.575,5.6125,35.436329775,-0.0,35.436329775,3.6134999999999997
1,LT2,3.96,3000057,-0.575,6.545,24.119762132812497,-0.0,24.119762132812497,2.45953125
1,LT2,3.96,3000058,-0.575,7.6,40.223212990625,21.590565806249998,51.01849589375,5.202438742460473
1,LT2,3.96,3000089,-0.575,9.65,36.01312673437499,12.8262592410925,42.42625635492124,4.326274146107106
1,LT2,3.96,3000090,-0.575,11.275,39.441120468749986,-0.0,39.441120468749986,4.021874999999999
1,LT2,3.96,3000091,-0.575,12.899999999999999,21.480240993749995,-0.0,21.480240993749995,2.1903749999999995
1,LT2,3.96,3000092,-0.575,13.045,38.9799627525,-0.0,38.9799627525,3.9748500000000004
1,LT2,3.96,3000093,-0.575,14.524999999999999,37.681439709374985,-0.0,37.681439709374985,3.8424374999999986
1,LT2,3.96,3000094,-0.575,16.15,36.01312673437499,12.8262592410925,42.42625635492124,4.326274146107106
