piso,bloque,z_m,nodo,x_m,y_m,G_kN,Q_kN,peso_sismico_kN,masa_t
2,LT1,7.92,3000263,41.25,16.4,27.30539109375,-0.0,27.30539109375,2.7843750000000003
2,LT1,7.92,3000264,43.125,16.4,27.30539109375,-0.0,27.30539109375,2.7843750000000003
2,LT1,7.92,3000265,45.0,16.4,13.652695546875,-0.0,13.652695546875,1.3921875000000001
2,LT1,7.92,3000275,40.15,0.0,14.926947131249998,-0.0,14.926947131249998,1.522125
2,LT1,7.92,3000276,40.15,2.05,29.853894262499995,-0.0,29.853894262499995,3.04425
2,LT1,7.92,3000277,40.15,4.1,29.853894262499995,-0.0,29.853894262499995,3.04425
2,LT1,7.92,3000278,40.15,6.1499999999999995,29.853894262499995,-0.0,29.853894262499995,3.04425
2,LT1,7.92,3000279,40.15,8.2,29.853894262499995,-0.0,29.853894262499995,3.04425
2,LT1,7.92,3000280,40.15,10.25,29.853894262499995,-0.0,29.853894262499995,3.04425
2,LT1,7.92,3000281,40.15,12.299999999999999,29.853894262499995,-0.0,29.853894262499995,3.04425
2,LT1,7.92,3000282,40.15,14.349999999999998,29.853894262499995,-0.0,29.853894262499995,3.04425
2,LT1,7.92,3000283,40.15,16.4,14.926947131249998,-0.0,14.926947131249998,1.522125
2,LT2,7.92,702001,-20.8,16.15,303.99144015,101.60056904208747,354.79172467104377,36.17868738774646
2,LT2,7.92,702002,-10.8,16.15,333.14170715000006,116.09602602499999,391.18972016250007,39.89025000000001
2,LT2,7.92,702003,-0.8,16.15,47.57205915,-0.0,47.57205915,4.851
2,LT2,7.92,702004,-28.3,7.25,192.49817994999998,61.341637706562494,223.16899880328123,22.756904631375775
2,LT2,7.92,702005,-20.8,7.25,414.0795136499999,173.09288628896246,500.6259567944811,51.04964047809202
2,LT2,7.92,702006,-10.8,7.25,452.86251565,197.8393571,551.7821941999999,56.26612494582757
2,LT2,7.92,702007,-20.8,0.0,247.28678415000005,83.126681640625,288.85012497031255,29.454515555292843
2,LT2,7.92,702008,-10.8,0.0,269.72332665,95.001921875,317.2242875875,32.34787492033467
2,LT2,7.92,600003,-32.05,0.07599999999999985,44.35990985,10.3858763499225,49.55284802496125,5.05298425302843
2,LT2,7.92,601003,-31.31,0.0,38.33370999999998,11.409866639289998,44.03864331964498,4.490691859059412
2,LT2,7.92,602003,-32.05,15.493,44.35991035,10.3858753692575,49.55284803462875,5.052984254014241
2,LT2,7.92,603003,-31.31,16.15,46.43870249999998,11.318421099037499,52.09791304951872,5.312508659890862
2,LT2,7.92,900048,-32.05,0.0,36.866086052499966,2.6879223504699996,38.21004722773497,3.896340465677369
2,LT2,7.92,900051,-32.05,16.15,42.49400224249996,3.6933501223849996,44.34067730369246,4.521490754099765
2,LT2,7.92,900053,-32.05,11.885,169.79439771999998,41.6861073296675,190.63745138483372,19.439609997790654
2,LT2,7.92,900054,-24.55,11.885,167.40296349999997,73.07272018593748,203.93932359296872,20.796023473150232
2,LT2,7.92,900055,-32.05,4.265,175.48735990999995,43.181940170792494,197.0783299953962,20.096396832291987
2,LT2,7.92,900056,-24.55,4.265,138.4289095,58.0354482421875,167.44663362109375,17.074804711200436
2,LT2,7.92,900057,-28.3,0.0,118.03598175,41.767788388515,138.9198759442575,14.165884980524186
2,LT2,7.92,900058,-28.3,16.15,136.71445874999998,42.251316544412504,157.84011702220624,16.095212638587718
2,LT2,7.92,900059,-24.55,0.0,129.36833785,47.356847312424996,153.04676150621248,15.606426405165116
2,LT2,7.92,900060,-24.55,16.15,151.57904284999998,49.015357767074995,176.08672173353747,17.95584850418211
2,LT2,7.92,900061,-15.8,0.0,222.1512675,95.001921875,269.65222843749996,27.49687492033467
2,LT2,7.92,900062,-15.8,16.15,285.56964800000003,116.09602602499999,343.61766101250004,35.03925
2,LT2,7.92,900063,-5.8,0.0,231.80539450000003,100.055411203125,281.83310010156254,28.738978152739474
2,LT2,7.92,900064,-5.8,16.15,297.41427749999997,121.3990185940875,358.1137867970437,36.517443448786665
2,LT2,7.92,900142,-24.55,7.25,189.62242179999998,79.22260524237498,229.23372442118747,23.375334535359933
