P_kN,M_kNm,phi_1_m,eps0,c_m
-3.694822225952521e-13,740.6435478401319,0.03546544557585565,0.008912905951549479,0.09868760826686887
3873.995006546538,1341.8261182872964,0.012079781849181861,0.0007279236472136513,0.28974033171278235
7747.9900130930755,1089.5463449270774,0.007294193424569386,-0.0009470323014007153,0.47983372475574615
19369.975032732687,0.0,0.0,-0.002,
