node,Fx,Fy,Fz,Mx,My,Mz
1,9.010177016633614,5.049006123956272,37.4999999999998,-5.030072350991539,8.969631220058744,-6.434996827093661e-15
2,-9.010177016633477,5.049006123955918,37.50000000000013,-5.030072350991103,-8.969631220058647,-5.189769669786138e-15
3,-9.010177016634389,-5.049006123955843,37.50000000000062,5.030072350990991,-8.969631220059549,-9.141587995998229e-15
4,9.010177016634422,-5.049006123956154,37.50000000000137,5.030072350991216,8.969631220059552,-5.001973519286721e-15
