kind,id,type,i,j,x_m,y_m,z_m,level,status
E,127,BEAM_X,900003,900004,,,,,,MANUAL
E,128,BEAM_X,900005,900006,,,,,,MANUAL
E,129,BEAM_X,900007,900008,,,,,,MANUAL
E,130,BEAM_Y,900000,900003,,,,,,MANUAL
E,131,BEAM_Y,900009,900010,,,,,,MANUAL
E,132,BEAM_Y,701007,701001,,,,,,MANUAL
E,133,BEAM_Y,701008,701002,,,,,,MANUAL
E,134,BEAM_Y,900011,900012,,,,,,MANUAL
E,135,BEAM_Y,900013,900014,,,,,,MANUAL
E,136,BEAM_Y,900015,900016,,,,,,MANUAL
E,137,BEAM_X,100001,100101,,,,,,MANUAL
E,138,BEAM_X,101001,101101,,,,,,MANUAL
E,139,BEAM_X,102001,102101,,,,,,MANUAL
E,140,BEAM_Y,100001,101001,,,,,,MANUAL
E,141,BEAM_Y,101001,102001,,,,,,MANUAL
E,142,BEAM_Y,100101,101101,,,,,,MANUAL
E,143,BEAM_Y,101101,102101,,,,,,MANUAL
E,144,BEAM_X,200001,200451,,,,,,MANUAL
E,145,BEAM_X,201001,201451,,,,,,MANUAL
E,146,BEAM_X,202001,202451,,,,,,MANUAL
E,147,BEAM_X,900017,900018,,,,,,MANUAL
E,148,BEAM_Y,200001,202001,,,,,,MANUAL
E,149,BEAM_Y,200101,202101,,,,,,MANUAL
E,150,BEAM_Y,200201,202201,,,,,,MANUAL
E,151,BEAM_Y,200301,202301,,,,,,MANUAL
E,152,BEAM_Y,200401,202401,,,,,,MANUAL
E,153,BEAM_Y,200451,202451,,,,,,MANUAL
E,154,BEAM_Y,900017,200101,,,,,,MANUAL
E,155,BEAM_Y,900019,900020,,,,,,MANUAL
E,156,BEAM_Y,900021,900022,,,,,,MANUAL
E,157,BEAM_Y,900023,900024,,,,,,MANUAL
E,158,BEAM_Y,900018,900023,,,,,,MANUAL
E,159,BEAM_Y,900025,900026,,,,,,MANUAL
E,160,BEAM_Y,300201,900027,,,,,,MANUAL
E,161,BEAM_Y,900028,900029,,,,,,MANUAL
E,162,BEAM_Y,300301,900030,,,,,,MANUAL
E,163,BEAM_SMALL,900027,900029,,,,,,MANUAL
E,164,BEAM_SMALL,900029,900030,,,,,,MANUAL
E,165,BEAM_Y,400101,900031,,,,,,MANUAL
E,166,BEAM_Y,900032,900033,,,,,,MANUAL
E,167,BEAM_VARIABLE,900031,900033,,,,,,MANUAL
E,168,BEAM_Y,900032,900034,,,,,,MANUAL
E,169,BEAM_Y,400201,900035,,,,,,MANUAL
E,170,BEAM_Y,400301,900036,,,,,,MANUAL
E,171,BEAM_X,900035,900036,,,,,,MANUAL
E,172,BEAM_X,402451,402501,,,,,,MANUAL
E,173,BEAM_X,401451,401501,,,,,,MANUAL
E,174,BEAM_X,400451,400501,,,,,,MANUAL
E,175,BEAM_40x60,900037,900038,,,,,,MANUAL
E,176,BEAM_Y,400501,402501,,,,,,MANUAL
E,177,BEAM_X,502001,502501,,,,,,MANUAL
E,178,BEAM_X,501001,501501,,,,,,MANUAL
E,179,BEAM_X,500001,500501,,,,,,MANUAL
E,180,BEAM_Y,500001,502001,,,,,,MANUAL
E,181,BEAM_Y,500101,502101,,,,,,MANUAL
E,182,BEAM_Y,500201,502201,,,,,,MANUAL
E,183,BEAM_Y,500301,502301,,,,,,MANUAL
E,184,BEAM_Y,500401,502401,,,,,,MANUAL
E,185,BEAM_Y,500451,502451,,,,,,MANUAL
E,186,BEAM_Y,500501,502501,,,,,,MANUAL
E,187,BEAM_Y,900039,900040,,,,,,MANUAL
E,188,BEAM_Y,900041,900042,,,,,,MANUAL
E,189,BEAM_Y,900043,900044,,,,,,MANUAL
E,190,BEAM_Y,900045,900046,,,,,,MANUAL
E,191,BEAM_Y,900047,500201,,,,,,MANUAL
E,192,BEAM_Y,900048,500301,,,,,,MANUAL
E,193,BEAM_X,900047,900048,,,,,,MANUAL
E,194,BEAM_X,900049,900050,,,,,,MANUAL
E,195,BEAM_X,702004,900051,,,,,,MANUAL
E,196,BEAM_X,900052,900053,,,,,,MANUAL
E,197,BEAM_X,900054,900055,,,,,,MANUAL
E,198,BEAM_X,900056,900057,,,,,,MANUAL
E,199,BEAM_Y,900049,900052,,,,,,MANUAL
E,200,BEAM_Y,900058,900059,,,,,,MANUAL
E,201,BEAM_Y,702007,702001,,,,,,MANUAL
E,202,BEAM_Y,702008,702002,,,,,,MANUAL
E,203,BEAM_Y,900060,900061,,,,,,MANUAL
E,204,BEAM_Y,900062,900063,,,,,,MANUAL
E,205,BEAM_Y,900064,900065,,,,,,MANUAL
E,206,BEAM_X,900066,900067,,,,,,MANUAL
E,207,BEAM_X,703004,900068,,,,,,MANUAL
E,208,BEAM_X,900069,900070,,,,,,MANUAL
E,209,BEAM_X,900071,900072,,,,,,MANUAL
E,210,BEAM_X,900073,900074,,,,,,MANUAL
E,211,BEAM_Y,900066,900069,,,,,,MANUAL
E,212,BEAM_Y,900075,900076,,,,,,MANUAL
E,213,BEAM_Y,703007,703001,,,,,,MANUAL
E,214,BEAM_Y,703008,703002,,,,,,MANUAL
E,215,BEAM_Y,900077,900078,,,,,,MANUAL
E,216,BEAM_Y,900079,900080,,,,,,MANUAL
E,217,BEAM_Y,900081,900082,,,,,,MANUAL
E,218,BEAM_X,900083,900084,,,,,,MANUAL
E,219,BEAM_X,704004,900085,,,,,,MANUAL
E,220,BEAM_X,900086,900087,,,,,,MANUAL
E,221,BEAM_X,900088,900089,,,,,,MANUAL
E,222,BEAM_X,900090,900091,,,,,,MANUAL
E,223,BEAM_Y,900083,900086,,,,,,MANUAL
E,224,BEAM_Y,900092,900093,,,,,,MANUAL
E,225,BEAM_Y,704007,704001,,,,,,MANUAL
E,226,BEAM_Y,704008,704002,,,,,,MANUAL
E,227,BEAM_Y,900094,900095,,,,,,MANUAL
E,228,BEAM_Y,900096,900097,,,,,,MANUAL
E,229,BEAM_Y,900098,900099,,,,,,MANUAL
E,230,BEAM_X,900100,900101,,,,,,MANUAL
E,231,BEAM_X,705004,900102,,,,,,MANUAL
E,232,BEAM_X,900103,900104,,,,,,MANUAL
E,233,BEAM_X,900105,900106,,,,,,MANUAL
E,234,BEAM_X,900107,900108,,,,,,MANUAL
E,235,BEAM_Y,900100,900103,,,,,,MANUAL
E,236,BEAM_Y,900109,900110,,,,,,MANUAL
E,237,BEAM_Y,705007,705001,,,,,,MANUAL
E,238,BEAM_Y,705008,705002,,,,,,MANUAL
E,239,BEAM_Y,900111,900112,,,,,,MANUAL
E,240,BEAM_Y,900113,900114,,,,,,MANUAL
E,241,BEAM_Y,900115,900116,,,,,,MANUAL
E,242,BEAM_X,300001,300451,,,,,,MANUAL
E,243,BEAM_X,301001,301451,,,,,,MANUAL
E,244,BEAM_X,302001,302451,,,,,,MANUAL
E,245,BEAM_X,900117,900118,,,,,,MANUAL
E,246,BEAM_Y,300001,302001,,,,,,MANUAL
E,247,BEAM_Y,300101,302101,,,,,,MANUAL
E,248,BEAM_Y,300201,302201,,,,,,MANUAL
E,249,BEAM_Y,300301,302301,,,,,,MANUAL
E,250,BEAM_Y,300401,302401,,,,,,MANUAL
E,251,BEAM_Y,300451,302451,,,,,,MANUAL
E,252,BEAM_Y,900117,300101,,,,,,MANUAL
E,253,BEAM_Y,900119,900120,,,,,,MANUAL
E,254,BEAM_Y,900028,900121,,,,,,MANUAL
E,255,BEAM_Y,900122,900123,,,,,,MANUAL
E,256,BEAM_Y,900118,900122,,,,,,MANUAL
E,257,BEAM_Y,900124,900125,,,,,,MANUAL
E,258,BEAM_X,400001,400451,,,,,,MANUAL
E,259,BEAM_X,401001,401451,,,,,,MANUAL
E,260,BEAM_X,402001,402451,,,,,,MANUAL
E,261,BEAM_Y,400001,402001,,,,,,MANUAL
E,262,BEAM_Y,400101,402101,,,,,,MANUAL
E,263,BEAM_Y,400201,402201,,,,,,MANUAL
E,264,BEAM_Y,400301,402301,,,,,,MANUAL
E,265,BEAM_Y,400401,402401,,,,,,MANUAL
E,266,BEAM_Y,400451,402451,,,,,,MANUAL
E,267,BEAM_Y,900126,900127,,,,,,MANUAL
E,268,BEAM_Y,900128,900129,,,,,,MANUAL
E,269,BEAM_Y,900130,900131,,,,,,MANUAL
E,270,BEAM_Y,900132,900133,,,,,,MANUAL
W,1,WALL,-32.05,-1.09,0.0,-32.05,1.825,19.8,0.6,STRUCTURAL_MANUAL
W,2,WALL,-32.05,0.0,0.0,-30.2,0.0,19.8,0.3,STRUCTURAL_MANUAL
W,3,WALL,-32.05,14.325,0.0,-32.05,17.245,19.8,0.6,STRUCTURAL_MANUAL
W,4,WALL,-32.05,16.15,0.0,-30.2,16.15,19.8,0.3,STRUCTURAL_MANUAL
W,5,WALL,-0.575,-0.35,0.0,-0.575,7.6,19.8,0.25,STRUCTURAL_MANUAL
W,6,WALL,-0.575,9.65,0.0,-0.575,16.15,15.84,0.25,STRUCTURAL_MANUAL
W,7,WALL,-0.575,6.545,15.84,-0.575,13.045,19.8,0.25,STRUCTURAL_MANUAL
W,8,WALL,-0.575,13.045,0.0,-3.22,13.045,19.8,0.3,STRUCTURAL_MANUAL
W,9,WALL,-3.22,10.1,0.0,-3.22,13.045,19.8,0.25,STRUCTURAL_MANUAL
W,10,WALL,-0.25,12.25,3.96,6.4,12.25,19.8,0.2,STRUCTURAL_MANUAL
W,11,WALL,3.6,10.0,0.0,3.6,12.25,19.8,0.3,STRUCTURAL_MANUAL
W,12,WALL,6.4,10.0,0.0,6.4,12.25,19.8,0.3,STRUCTURAL_MANUAL
W,13,WALL,-0.25,0.0,0.0,-0.25,7.25,19.8,0.2,STRUCTURAL_MANUAL
W,14,WALL,3.3,2.305,0.0,6.7,2.305,19.8,0.2,STRUCTURAL_MANUAL
W,15,WALL,3.3,2.305,0.0,3.3,3.885,19.8,0.25,STRUCTURAL_MANUAL
W,16,WALL,6.7,2.305,0.0,6.7,3.885,19.8,0.25,STRUCTURAL_MANUAL
W,17,WALL,3.6,12.25,0.0,6.4,12.25,3.96,0.2,STRUCTURAL_MANUAL
W,18,WALL,-0.25,16.4,0.0,4.68,16.4,3.96,0.2,STRUCTURAL_MANUAL
W,19,WALL,6.48,16.4,0.0,10.25,16.4,3.96,0.2,STRUCTURAL_MANUAL
W,20,WALL,10.25,-0.25,0.0,10.25,16.4,3.96,0.3,STRUCTURAL_MANUAL
W,21,WALL,-0.25,-0.25,0.0,10.25,-0.25,3.96,0.3,STRUCTURAL_MANUAL
W,22,WALL,-0.25,-0.25,0.0,-0.25,16.4,3.96,0.2,STRUCTURAL_MANUAL
W,23,WALL,30.0,16.4,3.96,45.0,16.4,7.92,0.3,STRUCTURAL_MANUAL
W,24,WALL,40.15,0.0,3.96,40.15,16.4,7.92,0.3,STRUCTURAL_MANUAL
S,1000000,900017,900018,900023,200101,7.92,0.15,MANUAL
S,1000001,900027,900029,900028,300201,11.88,0.15,MANUAL
S,1000002,900029,900030,300301,900028,11.88,0.15,MANUAL
S,1000003,900031,900033,900032,400101,15.84,0.15,MANUAL
S,1000004,400451,400501,401501,401451,15.84,0.15,MANUAL
S,1000005,401451,401501,402501,402451,15.84,0.15,MANUAL
S,1000006,900100,900109,900110,900103,19.8,0.15,MANUAL
S,1000007,900047,900048,500301,500201,19.8,0.15,MANUAL
S,1000008,900009,100451,102451,900010,3.96,0.15,MANUAL
S,1000009,900058,200451,202451,900059,7.92,0.15,MANUAL
S,1000010,900075,300451,302451,900076,11.88,0.15,MANUAL
S,1000011,900092,400451,402451,900093,15.84,0.15,MANUAL
S,1000012,900109,500451,502451,900110,19.8,0.15,MANUAL
