node,ux,uy,uz,rx,ry,rz
1,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0
5,1.4994785763798756e-05,9.772269917333681e-06,-0.0001,-0.0008751610614856741,0.0011207213952349909,1.1152537700058222e-20
6,-1.4994785763797604e-05,9.77226991733384e-06,-0.00010000000000000003,-0.0008751610614856745,-0.0011207213952349902,2.0128929122267952e-20
7,-1.4994785763797687e-05,-9.772269917333824e-06,-0.00010000000000000002,0.0008751610614856746,-0.0011207213952349907,1.747495554859957e-20
8,1.4994785763798692e-05,-9.772269917333976e-06,-9.999999999999999e-05,0.0008751610614856744,0.0011207213952349909,1.0622072040905677e-20
